population,contrast,database,panel,selection_rule,rank_in_panel,pathway_id,display_name,direction,nes,enrichment_score,pvalue,padj_in_database,padj_pooled,pooled_under,set_size,leading_edge_size,gene_ratio
Treg,SF_vs_PB_Treg,Reactome,dotplot,top 20 by pooled FDR,1,REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,Eukaryotic Translation Elongation,down,-3.3885622,-0.803100388,7.14825944e-33,1.1329991199999999e-29,4.11489555e-29,Reactome,92,80,0.869565217
Treg,SF_vs_PB_Treg,Reactome,dotplot,top 20 by pooled FDR,2,REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,Eukaryotic Translation Initiation,down,-3.24532406,-0.738512478,1.87203765e-30,1.48358984e-27,4.3105538900000004e-27,Reactome,118,86,0.728813559
Treg,SF_vs_PB_Treg,Reactome,dotplot,top 20 by pooled FDR,3,REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,Response of Eif2ak4 Gcn2 to Amino Acid Deficiency,down,-3.24714541,-0.759002443,3.94764087e-29,2.08567026e-26,7.574864899999999e-26,Reactome,100,78,0.78
Treg,SF_vs_PB_Treg,Reactome,dotplot,top 20 by pooled FDR,4,REACTOME_SELENOAMINO_ACID_METABOLISM,Selenoamino Acid Metabolism,down,-3.19580149,-0.737551966,3.98353705e-28,1.57847656e-25,6.55178029e-25,Reactome,108,83,0.768518519
Treg,SF_vs_PB_Treg,Reactome,dotplot,top 20 by pooled FDR,5,REACTOME_NONSENSE_MEDIATED_DECAY_NMD,Nonsense Mediated Decay Nmd,down,-3.14782087,-0.720158396,1.12962705e-26,2.9840981299999998e-24,1.30053963e-23,Reactome,114,82,0.719298246
Treg,SF_vs_PB_Treg,Reactome,dotplot,top 20 by pooled FDR,6,REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION,Influenza Viral RNA Transcription and Replication,down,-3.07437654,-0.685325166,1.0692654999999999e-26,2.9840981299999998e-24,1.30053963e-23,Reactome,135,86,0.637037037
Treg,SF_vs_PB_Treg,Reactome,dotplot,top 20 by pooled FDR,7,REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,Srp Dependent Cotranslational Protein Targeting to Membrane,down,-2.91551685,-0.669837251,3.9971991200000004e-21,9.05080085e-19,4.18361395e-18,Reactome,111,73,0.657657658
Treg,SF_vs_PB_Treg,Reactome,dotplot,top 20 by pooled FDR,8,REACTOME_NEUTROPHIL_DEGRANULATION,Neutrophil Degranulation,up,2.35094017,0.490777761,2.03261721e-20,4.02712284e-18,1.9501268199999998e-17,Reactome,383,195,0.509138381
Treg,SF_vs_PB_Treg,Reactome,dotplot,top 20 by pooled FDR,9,REACTOME_INFLUENZA_INFECTION,Influenza Infection,down,-2.76576567,-0.603584058,7.12950949e-20,1.2555858399999999e-17,6.314003289999999e-17,Reactome,156,89,0.570512821
Treg,SF_vs_PB_Treg,Reactome,dotplot,top 20 by pooled FDR,10,REACTOME_CELLULAR_RESPONSE_TO_STARVATION,Cellular Response to Starvation,down,-2.76271496,-0.607297509,4.8705754e-19,7.719862009999999e-17,3.5046834100000003e-16,Reactome,149,80,0.536912752
Treg,SF_vs_PB_Treg,Reactome,dotplot,top 20 by pooled FDR,11,REACTOME_SIGNALING_BY_INTERLEUKINS,Signaling by Interleukins,up,2.28352618,0.478023592,1.81742017e-18,2.61873725e-16,1.2308210900000001e-15,Reactome,372,149,0.400537634
Treg,SF_vs_PB_Treg,Reactome,dotplot,top 20 by pooled FDR,12,REACTOME_RRNA_PROCESSING,rRNA Processing,down,-2.52327827,-0.529806374,1.0221904599999998e-17,1.35014323e-15,5.604037500000001e-15,Reactome,208,83,0.399038462
Treg,SF_vs_PB_Treg,Reactome,dotplot,top 20 by pooled FDR,13,REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,Activation of the mRNA Upon Binding of the Cap Binding Complex and Eifs and Subsequent Binding to 43s,down,-2.84590679,-0.731141787,3.00314899e-15,3.66153165e-13,1.19225015e-12,Reactome,60,43,0.716666667
