population,configuration,n_donors_flipped,donors_flipped,is_observed,tf,score,rank
Treg,36,3,JIA_patient_1|JIA_patient_2|JIA_patient_7,FALSE,REL,1.44788455,169
Treg,36,3,JIA_patient_1|JIA_patient_2|JIA_patient_7,FALSE,HSF1,2.03040309,105
Treg,36,3,JIA_patient_1|JIA_patient_2|JIA_patient_7,FALSE,EPAS1,1.23862336,203
Treg,37,2,JIA_patient_3|JIA_patient_7,FALSE,HIF1A,4.30571343,9
Treg,37,2,JIA_patient_3|JIA_patient_7,FALSE,NFKB1,4.20138207,11
Treg,37,2,JIA_patient_3|JIA_patient_7,FALSE,STAT3,2.74224657,52
Treg,37,2,JIA_patient_3|JIA_patient_7,FALSE,CREB1,2.17964376,88
Treg,37,2,JIA_patient_3|JIA_patient_7,FALSE,ATF3,3.96249394,13
Treg,37,2,JIA_patient_3|JIA_patient_7,FALSE,REL,2.53197509,69
Treg,37,2,JIA_patient_3|JIA_patient_7,FALSE,HSF1,4.24577566,10
Treg,37,2,JIA_patient_3|JIA_patient_7,FALSE,EPAS1,1.18530484,212
Treg,38,3,JIA_patient_1|JIA_patient_3|JIA_patient_7,FALSE,HIF1A,1.08368349,151
Treg,38,3,JIA_patient_1|JIA_patient_3|JIA_patient_7,FALSE,NFKB1,-1.33894654,550
Treg,38,3,JIA_patient_1|JIA_patient_3|JIA_patient_7,FALSE,STAT3,-0.718248789,482
Treg,38,3,JIA_patient_1|JIA_patient_3|JIA_patient_7,FALSE,CREB1,-0.6720382,473
Treg,38,3,JIA_patient_1|JIA_patient_3|JIA_patient_7,FALSE,ATF3,2.01143755,50
Treg,38,3,JIA_patient_1|JIA_patient_3|JIA_patient_7,FALSE,REL,-0.900051809,504
Treg,38,3,JIA_patient_1|JIA_patient_3|JIA_patient_7,FALSE,HSF1,1.96195937,52
Treg,38,3,JIA_patient_1|JIA_patient_3|JIA_patient_7,FALSE,EPAS1,-1.15591749,530
Treg,39,3,JIA_patient_2|JIA_patient_3|JIA_patient_7,FALSE,HIF1A,1.2472082,158
Treg,39,3,JIA_patient_2|JIA_patient_3|JIA_patient_7,FALSE,NFKB1,1.40843295,136
Treg,39,3,JIA_patient_2|JIA_patient_3|JIA_patient_7,FALSE,STAT3,1.76635142,87
Treg,39,3,JIA_patient_2|JIA_patient_3|JIA_patient_7,FALSE,CREB1,-0.221330138,422
Treg,39,3,JIA_patient_2|JIA_patient_3|JIA_patient_7,FALSE,ATF3,0.695466438,241
Treg,39,3,JIA_patient_2|JIA_patient_3|JIA_patient_7,FALSE,REL,-0.515235866,466
Treg,39,3,JIA_patient_2|JIA_patient_3|JIA_patient_7,FALSE,HSF1,1.64614259,100
Treg,39,3,JIA_patient_2|JIA_patient_3|JIA_patient_7,FALSE,EPAS1,0.726015007,238
Treg,40,4,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_7,FALSE,HIF1A,-2.63438503,584
Treg,40,4,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_7,FALSE,NFKB1,-4.15462833,596
Treg,40,4,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_7,FALSE,STAT3,-2.23808058,577
Treg,40,4,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_7,FALSE,CREB1,-3.32285924,587
Treg,40,4,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_7,FALSE,ATF3,-1.91527878,565
Treg,40,4,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_7,FALSE,REL,-4.53820029,599
Treg,40,4,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_7,FALSE,HSF1,-1.65871566,549
Treg,40,4,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_7,FALSE,EPAS1,-1.34643525,520
Treg,41,2,JIA_patient_4|JIA_patient_7,FALSE,HIF1A,4.32420221,12
Treg,41,2,JIA_patient_4|JIA_patient_7,FALSE,NFKB1,4.4927051,9
Treg,41,2,JIA_patient_4|JIA_patient_7,FALSE,STAT3,3.00855673,38
Treg,41,2,JIA_patient_4|JIA_patient_7,FALSE,CREB1,2.42278153,70
Treg,41,2,JIA_patient_4|JIA_patient_7,FALSE,ATF3,4.21453301,13
Treg,41,2,JIA_patient_4|JIA_patient_7,FALSE,REL,4.65866373,7
Treg,41,2,JIA_patient_4|JIA_patient_7,FALSE,HSF1,3.69383703,21
Treg,41,2,JIA_patient_4|JIA_patient_7,FALSE,EPAS1,2.47721269,65
Treg,42,3,JIA_patient_1|JIA_patient_4|JIA_patient_7,FALSE,HIF1A,1.499376,100
Treg,42,3,JIA_patient_1|JIA_patient_4|JIA_patient_7,FALSE,NFKB1,-0.549844113,442
Treg,42,3,JIA_patient_1|JIA_patient_4|JIA_patient_7,FALSE,STAT3,-0.161553901,372
Treg,42,3,JIA_patient_1|JIA_patient_4|JIA_patient_7,FALSE,CREB1,-0.159087857,371
Treg,42,3,JIA_patient_1|JIA_patient_4|JIA_patient_7,FALSE,ATF3,2.37999578,25
Treg,42,3,JIA_patient_1|JIA_patient_4|JIA_patient_7,FALSE,REL,2.02734691,47
Treg,42,3,JIA_patient_1|JIA_patient_4|JIA_patient_7,FALSE,HSF1,1.17823728,133
Treg,42,3,JIA_patient_1|JIA_patient_4|JIA_patient_7,FALSE,EPAS1,0.494841353,240
Treg,43,3,JIA_patient_2|JIA_patient_4|JIA_patient_7,FALSE,HIF1A,2.05472528,76
Treg,43,3,JIA_patient_2|JIA_patient_4|JIA_patient_7,FALSE,NFKB1,2.24718107,62
Treg,43,3,JIA_patient_2|JIA_patient_4|JIA_patient_7,FALSE,STAT3,2.68578011,34
Treg,43,3,JIA_patient_2|JIA_patient_4|JIA_patient_7,FALSE,CREB1,0.47096354,289
Treg,43,3,JIA_patient_2|JIA_patient_4|JIA_patient_7,FALSE,ATF3,1.67528832,106
Treg,43,3,JIA_patient_2|JIA_patient_4|JIA_patient_7,FALSE,REL,2.28553104,56
Treg,43,3,JIA_patient_2|JIA_patient_4|JIA_patient_7,FALSE,HSF1,1.08161994,196
Treg,43,3,JIA_patient_2|JIA_patient_4|JIA_patient_7,FALSE,EPAS1,2.67600321,36
Treg,44,4,JIA_patient_1|JIA_patient_2|JIA_patient_4|JIA_patient_7,FALSE,HIF1A,-2.20645684,578
Treg,44,4,JIA_patient_1|JIA_patient_2|JIA_patient_4|JIA_patient_7,FALSE,NFKB1,-3.76660384,601
Treg,44,4,JIA_patient_1|JIA_patient_2|JIA_patient_4|JIA_patient_7,FALSE,STAT3,-1.56421612,541
Treg,44,4,JIA_patient_1|JIA_patient_2|JIA_patient_4|JIA_patient_7,FALSE,CREB1,-2.83783304,595
Treg,44,4,JIA_patient_1|JIA_patient_2|JIA_patient_4|JIA_patient_7,FALSE,ATF3,-1.26864672,514
Treg,44,4,JIA_patient_1|JIA_patient_2|JIA_patient_4|JIA_patient_7,FALSE,REL,-1.51767334,537
Treg,44,4,JIA_patient_1|JIA_patient_2|JIA_patient_4|JIA_patient_7,FALSE,HSF1,-2.22372321,580
Treg,44,4,JIA_patient_1|JIA_patient_2|JIA_patient_4|JIA_patient_7,FALSE,EPAS1,0.0914848245,251
Treg,45,3,JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,HIF1A,-0.0942887874,306
Treg,45,3,JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,NFKB1,0.0166037184,282
Treg,45,3,JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,STAT3,-2.41286736,580
Treg,45,3,JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,CREB1,-1.75214369,546
Treg,45,3,JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,ATF3,0.907507163,120
Treg,45,3,JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,REL,0.0231969992,280
Treg,45,3,JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,HSF1,0.245875032,231
Treg,45,3,JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,EPAS1,0.218877007,237
Treg,46,4,JIA_patient_1|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,HIF1A,-3.39586961,580
Treg,46,4,JIA_patient_1|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,NFKB1,-4.82383667,593
Treg,46,4,JIA_patient_1|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,STAT3,-5.4549724,596
Treg,46,4,JIA_patient_1|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,CREB1,-3.99235238,586
Treg,46,4,JIA_patient_1|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,ATF3,-1.18063296,426
Treg,46,4,JIA_patient_1|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,REL,-2.99377161,575
Treg,46,4,JIA_patient_1|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,HSF1,-2.18349655,549
Treg,46,4,JIA_patient_1|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,EPAS1,-1.78487332,515
Treg,47,4,JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,HIF1A,-3.66649937,592
Treg,47,4,JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,NFKB1,-3.17989058,589
Treg,47,4,JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,STAT3,-4.03117416,594
Treg,47,4,JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,CREB1,-4.22371137,595
Treg,47,4,JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,ATF3,-2.57823614,566
Treg,47,4,JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,REL,-3.54511021,591
Treg,47,4,JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,HSF1,-2.81083679,577
Treg,47,4,JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,EPAS1,-0.113356819,254
Treg,48,5,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,HIF1A,-5.79249434,592
Treg,48,5,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,NFKB1,-6.84347177,595
Treg,48,5,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,STAT3,-6.31136226,594
Treg,48,5,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,CREB1,-5.72108043,591
Treg,48,5,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,ATF3,-3.82423511,582
Treg,48,5,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,REL,-5.85851964,593
Treg,48,5,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,HSF1,-4.16920573,587
Treg,48,5,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_7,FALSE,EPAS1,-2.15834506,513
Treg,49,2,JIA_patient_6|JIA_patient_7,FALSE,HIF1A,4.72604926,8
Treg,49,2,JIA_patient_6|JIA_patient_7,FALSE,NFKB1,4.9211855,7
Treg,49,2,JIA_patient_6|JIA_patient_7,FALSE,STAT3,5.63309075,1
Treg,49,2,JIA_patient_6|JIA_patient_7,FALSE,CREB1,4.00992302,12
Treg,49,2,JIA_patient_6|JIA_patient_7,FALSE,ATF3,3.3062227,15
Treg,49,2,JIA_patient_6|JIA_patient_7,FALSE,REL,4.22793356,11
Treg,49,2,JIA_patient_6|JIA_patient_7,FALSE,HSF1,3.21284605,17
Treg,49,2,JIA_patient_6|JIA_patient_7,FALSE,EPAS1,2.02651804,64
Treg,50,3,JIA_patient_1|JIA_patient_6|JIA_patient_7,FALSE,HIF1A,1.46652016,53
Treg,50,3,JIA_patient_1|JIA_patient_6|JIA_patient_7,FALSE,NFKB1,-0.296943839,355
Treg,50,3,JIA_patient_1|JIA_patient_6|JIA_patient_7,FALSE,STAT3,2.65847018,5
Treg,50,3,JIA_patient_1|JIA_patient_6|JIA_patient_7,FALSE,CREB1,1.58507035,44
Treg,50,3,JIA_patient_1|JIA_patient_6|JIA_patient_7,FALSE,ATF3,1.01909772,93
Treg,50,3,JIA_patient_1|JIA_patient_6|JIA_patient_7,FALSE,REL,1.17734646,71
Treg,50,3,JIA_patient_1|JIA_patient_6|JIA_patient_7,FALSE,HSF1,0.852210601,121
Treg,50,3,JIA_patient_1|JIA_patient_6|JIA_patient_7,FALSE,EPAS1,-0.229914399,341
Treg,51,3,JIA_patient_2|JIA_patient_6|JIA_patient_7,FALSE,HIF1A,1.27850418,111
Treg,51,3,JIA_patient_2|JIA_patient_6|JIA_patient_7,FALSE,NFKB1,2.38355544,19
Treg,51,3,JIA_patient_2|JIA_patient_6|JIA_patient_7,FALSE,STAT3,4.54145171,6
Treg,51,3,JIA_patient_2|JIA_patient_6|JIA_patient_7,FALSE,CREB1,2.01913012,32
Treg,51,3,JIA_patient_2|JIA_patient_6|JIA_patient_7,FALSE,ATF3,-0.269931461,383
Treg,51,3,JIA_patient_2|JIA_patient_6|JIA_patient_7,FALSE,REL,0.854735851,156
Treg,51,3,JIA_patient_2|JIA_patient_6|JIA_patient_7,FALSE,HSF1,0.103594689,310
Treg,51,3,JIA_patient_2|JIA_patient_6|JIA_patient_7,FALSE,EPAS1,1.67198474,54
Treg,52,4,JIA_patient_1|JIA_patient_2|JIA_patient_6|JIA_patient_7,FALSE,HIF1A,-2.48097098,575
Treg,52,4,JIA_patient_1|JIA_patient_2|JIA_patient_6|JIA_patient_7,FALSE,NFKB1,-3.11884065,591
Treg,52,4,JIA_patient_1|JIA_patient_2|JIA_patient_6|JIA_patient_7,FALSE,STAT3,0.690773683,126
Treg,52,4,JIA_patient_1|JIA_patient_2|JIA_patient_6|JIA_patient_7,FALSE,CREB1,-0.918671241,415
Treg,52,4,JIA_patient_1|JIA_patient_2|JIA_patient_6|JIA_patient_7,FALSE,ATF3,-2.39717369,570
Treg,52,4,JIA_patient_1|JIA_patient_2|JIA_patient_6|JIA_patient_7,FALSE,REL,-2.28096636,562
Treg,52,4,JIA_patient_1|JIA_patient_2|JIA_patient_6|JIA_patient_7,FALSE,HSF1,-2.51746924,578
Treg,52,4,JIA_patient_1|JIA_patient_2|JIA_patient_6|JIA_patient_7,FALSE,EPAS1,-0.719613129,378
Treg,53,3,JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,HIF1A,-0.47952042,330
Treg,53,3,JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,NFKB1,0.136650957,175
Treg,53,3,JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,STAT3,-0.0940027327,227
Treg,53,3,JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,CREB1,-0.623930987,359
Treg,53,3,JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,ATF3,-0.403633705,305
Treg,53,3,JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,REL,-1.0360939,435
Treg,53,3,JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,HSF1,-0.24609186,262
Treg,53,3,JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,EPAS1,-0.766138672,384
Treg,54,4,JIA_patient_1|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,HIF1A,-4.07291272,584
Treg,54,4,JIA_patient_1|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,NFKB1,-5.39892828,593
Treg,54,4,JIA_patient_1|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,STAT3,-3.70241374,578
Treg,54,4,JIA_patient_1|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,CREB1,-3.3975318,571
Treg,54,4,JIA_patient_1|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,ATF3,-2.7343717,542
Treg,54,4,JIA_patient_1|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,REL,-4.15957673,585
Treg,54,4,JIA_patient_1|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,HSF1,-3.0225951,554
Treg,54,4,JIA_patient_1|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,EPAS1,-2.63117876,534
Treg,55,4,JIA_patient_2|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,HIF1A,-4.23177207,592
Treg,55,4,JIA_patient_2|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,NFKB1,-2.83383253,560
Treg,55,4,JIA_patient_2|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,STAT3,-1.63776344,464
Treg,55,4,JIA_patient_2|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,CREB1,-2.6320044,551
Treg,55,4,JIA_patient_2|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,ATF3,-3.72839535,585
Treg,55,4,JIA_patient_2|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,REL,-4.27090225,593
Treg,55,4,JIA_patient_2|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,HSF1,-3.27778135,575
Treg,55,4,JIA_patient_2|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,EPAS1,-1.04797966,374
Treg,56,5,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,HIF1A,-6.15200793,595
Treg,56,5,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,NFKB1,-6.72562636,596
Treg,56,5,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,STAT3,-4.21704588,578
Treg,56,5,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,CREB1,-4.40430608,582
Treg,56,5,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,ATF3,-4.42553814,583
Treg,56,5,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,REL,-6.03086131,593
Treg,56,5,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,HSF1,-4.86900656,586
Treg,56,5,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_6|JIA_patient_7,FALSE,EPAS1,-2.58144236,518
Treg,57,3,JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,HIF1A,-0.127425777,245
Treg,57,3,JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,NFKB1,0.533846941,119
Treg,57,3,JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,STAT3,0.2732368,169
Treg,57,3,JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,CREB1,0.108700627,205
Treg,57,3,JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,ATF3,0.180907615,188
Treg,57,3,JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,REL,1.7690782,18
Treg,57,3,JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,HSF1,-0.665987792,341
Treg,57,3,JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,EPAS1,0.995475092,59
Treg,58,4,JIA_patient_1|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,HIF1A,-3.24396682,566
Treg,58,4,JIA_patient_1|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,NFKB1,-4.24806062,584
Treg,58,4,JIA_patient_1|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,STAT3,-3.06539511,557
Treg,58,4,JIA_patient_1|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,CREB1,-2.4104089,524
Treg,58,4,JIA_patient_1|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,ATF3,-1.87859478,481
Treg,58,4,JIA_patient_1|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,REL,-1.70361541,461
Treg,58,4,JIA_patient_1|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,HSF1,-2.99303934,553
Treg,58,4,JIA_patient_1|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,EPAS1,-1.00619785,355
Treg,59,4,JIA_patient_2|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,HIF1A,-4.10030535,592
Treg,59,4,JIA_patient_2|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,NFKB1,-2.22665152,517
Treg,59,4,JIA_patient_2|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,STAT3,-1.18711994,374
Treg,59,4,JIA_patient_2|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,CREB1,-2.37729725,533
Treg,59,4,JIA_patient_2|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,ATF3,-3.6720566,587
Treg,59,4,JIA_patient_2|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,REL,-1.98322967,491
Treg,59,4,JIA_patient_2|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,HSF1,-4.12233749,593
Treg,59,4,JIA_patient_2|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,EPAS1,0.59316259,92
Treg,60,5,JIA_patient_1|JIA_patient_2|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,HIF1A,-5.85518312,595
Treg,60,5,JIA_patient_1|JIA_patient_2|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,NFKB1,-6.01125145,596
Treg,60,5,JIA_patient_1|JIA_patient_2|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,STAT3,-3.71864263,570
Treg,60,5,JIA_patient_1|JIA_patient_2|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,CREB1,-4.12206127,580
Treg,60,5,JIA_patient_1|JIA_patient_2|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,ATF3,-4.26942882,584
Treg,60,5,JIA_patient_1|JIA_patient_2|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,REL,-3.96861296,575
Treg,60,5,JIA_patient_1|JIA_patient_2|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,HSF1,-5.089997,592
Treg,60,5,JIA_patient_1|JIA_patient_2|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,EPAS1,-1.40269025,389
Treg,61,4,JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,HIF1A,-4.32979077,582
Treg,61,4,JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,NFKB1,-3.60149047,563
Treg,61,4,JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,STAT3,-4.72744091,588
Treg,61,4,JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,CREB1,-3.61643062,564
Treg,61,4,JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,ATF3,-2.83308325,538
Treg,61,4,JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,REL,-3.2082728,552
Treg,61,4,JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,HSF1,-3.6336782,567
Treg,61,4,JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,EPAS1,-1.40403846,380
Treg,62,5,JIA_patient_1|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,HIF1A,-5.45507006,588
Treg,62,5,JIA_patient_1|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,NFKB1,-5.4081265,587
Treg,62,5,JIA_patient_1|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,STAT3,-5.6079925,589
Treg,62,5,JIA_patient_1|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,CREB1,-4.57917085,581
Treg,62,5,JIA_patient_1|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,ATF3,-2.93066122,531
Treg,62,5,JIA_patient_1|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,REL,-4.05210816,569
Treg,62,5,JIA_patient_1|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,HSF1,-4.15742961,571
Treg,62,5,JIA_patient_1|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,EPAS1,-2.18308024,483
Treg,63,5,JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,HIF1A,-6.62634133,597
Treg,63,5,JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,NFKB1,-5.20987873,591
Treg,63,5,JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,STAT3,-5.28968755,593
Treg,63,5,JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,CREB1,-4.80539072,584
Treg,63,5,JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,ATF3,-5.01826648,588
Treg,63,5,JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,REL,-4.99087881,587
Treg,63,5,JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,HSF1,-5.21165333,592
Treg,63,5,JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,EPAS1,-1.03554913,298
Treg,64,6,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,HIF1A,-8.29858018,596
Treg,64,6,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,NFKB1,-8.2864824,595
Treg,64,6,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,STAT3,-6.89487265,592
Treg,64,6,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,CREB1,-6.86970008,591
Treg,64,6,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,ATF3,-3.95688097,542
Treg,64,6,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,REL,-7.5586492,594
Treg,64,6,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,HSF1,-5.59955767,581
Treg,64,6,JIA_patient_1|JIA_patient_2|JIA_patient_3|JIA_patient_4|JIA_patient_6|JIA_patient_7,FALSE,EPAS1,-2.79380722,462
