population,contrast,database,panel,selection_rule,rank_in_panel,pathway_id,display_name,direction,nes,enrichment_score,pvalue,padj_in_database,padj_pooled,pooled_under,set_size,leading_edge_size,gene_ratio
Treg,SF_vs_PB_Treg,project_frozen,running_sum_focus,"named pair, no ranking: HSR_core and HALLMARK_HYPOXIA",1,HSR_core,Hsr Core,up,1.48548119,0.425514082,0.0319525992,0.0319525992,0.150717832,project_frozen,44,20,0.454545455
Treg,SF_vs_PB_Treg,project_frozen,running_sum_focus,"named pair, no ranking: HSR_core and HALLMARK_HYPOXIA",2,HALLMARK_HYPOXIA,Hypoxia,up,2.2696215,0.530842472,2.94178162e-10,5.14811784e-10,1.42162841e-8,Hallmark,143,65,0.454545455
