population,contrast,database,panel,selection_rule,rank_in_panel,pathway_id,display_name,direction,nes,enrichment_score,pvalue,padj_in_database,padj_pooled,set_size,leading_edge_size,gene_ratio
Tcon,SF_vs_PB_Tcon,GO_MF,barplot,"pooled FDR < 0.05 only, then top 20 of those 151 by |NES|",1,GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,Structural Constituent of Ribosome,down,-3.1730959,-0.672298964,2.11598171e-30,2.9771862700000002e-27,1.73193103e-27,156,92,0.58974359
Tcon,SF_vs_PB_Tcon,GO_MF,barplot,"pooled FDR < 0.05 only, then top 20 of those 151 by |NES|",2,GOMF_CHEMOKINE_RECEPTOR_BINDING,Chemokine Receptor Binding,up,2.4495746,0.756448884,1.44069102e-8,5.06763068e-6,8.8757411e-7,29,20,0.689655172
Tcon,SF_vs_PB_Tcon,GO_MF,barplot,"pooled FDR < 0.05 only, then top 20 of those 151 by |NES|",3,GOMF_CYTOKINE_RECEPTOR_BINDING,Cytokine Receptor Binding,up,2.40894583,0.543660019,4.30070405e-13,3.0255453e-10,8.35284199e-11,153,73,0.477124183
Tcon,SF_vs_PB_Tcon,GO_MF,barplot,"pooled FDR < 0.05 only, then top 20 of those 151 by |NES|",4,GOMF_MHC_PROTEIN_COMPLEX_BINDING,MHC Protein Complex Binding,up,2.40196675,0.723568809,7.73201196e-8,1.81315681e-5,3.72519946e-6,32,22,0.6875
Tcon,SF_vs_PB_Tcon,GO_MF,barplot,"pooled FDR < 0.05 only, then top 20 of those 151 by |NES|",5,GOMF_MHC_CLASS_II_PROTEIN_COMPLEX_BINDING,MHC Class II Protein Complex Binding,up,2.39715815,0.766925569,1.14190402e-7,2.00832369e-5,5.13140319e-6,25,15,0.6
Tcon,SF_vs_PB_Tcon,GO_MF,barplot,"pooled FDR < 0.05 only, then top 20 of those 151 by |NES|",6,GOMF_CYTOKINE_ACTIVITY,Cytokine Activity,up,2.38472949,0.58161664,4.71226878e-10,2.21005406e-7,4.42605639e-8,92,51,0.554347826
Tcon,SF_vs_PB_Tcon,GO_MF,barplot,"pooled FDR < 0.05 only, then top 20 of those 151 by |NES|",7,GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING,Ccr Chemokine Receptor Binding,up,2.37410453,0.812772215,1.36694158e-7,2.13698533e-5,5.93325133e-6,19,15,0.789473684
Tcon,SF_vs_PB_Tcon,GO_MF,barplot,"pooled FDR < 0.05 only, then top 20 of those 151 by |NES|",8,GOMF_RRNA_BINDING,rRNA Binding,down,-2.30711812,-0.573930832,1.08789148e-7,2.00832369e-5,4.966593e-6,62,32,0.516129032
Tcon,SF_vs_PB_Tcon,GO_MF,barplot,"pooled FDR < 0.05 only, then top 20 of those 151 by |NES|",9,GOMF_CHEMOKINE_ACTIVITY,Chemokine Activity,up,2.27494868,0.768670342,7.6917838e-7,6.76396238e-5,2.67091365e-5,20,15,0.75
Tcon,SF_vs_PB_Tcon,GO_MF,barplot,"pooled FDR < 0.05 only, then top 20 of those 151 by |NES|",10,GOMF_ANTIGEN_BINDING,Antigen Binding,up,2.27353889,0.617039344,2.74333522e-7,3.50897515e-5,1.08027073e-5,52,33,0.634615385
