population,database,gene_set,n_unique_set_genes,n_matched,n_matched_via_alias,n_alias_flagged_for_review,n_alias_rejected_ambiguous,n_expression_filtered,n_below_detection,n_absent_from_reference,set_size_resolved,n_alias_collapsed,reference_vocabulary_available,alias_pairs_applied,alias_pairs_flagged,alias_pairs_rejected,set_size_scored
Treg,MitoPathways,MITOPATHWAYS_OXPHOS.OXPHOS_subunits,102,74,17,0,0,5,4,2,91,0,TRUE,ATP5F1A->ATP5A1/ATP5F1B->ATP5B/ATP5F1C->ATP5C1/ATP5F1D->ATP5D/ATP5F1E->ATP5E/ATP5IF1->ATPIF1/ATP5MC1->ATP5G1/ATP5MC2->ATP5G2/ATP5MC3->ATP5G3/ATP5ME->ATP5I/ATP5MF->ATP5J2/ATP5MG->ATP5L/ATP5PB->ATP5F1/ATP5PD->ATP5H/ATP5PF->ATP5J/ATP5PO->ATP5O/DMAC2L->ATP5S,->,->,91
Treg,MitoPathways,MITOPATHWAYS_Protein_import_sorting_and_homeostasis,86,76,6,0,0,3,1,0,82,0,TRUE,AFG1L->LACE1/ATP23->XRCC6BP1/MAIP1->C2orf47/NRDC->NRD1/TIMM29->C19orf52/TOMM70->TOMM70A,->,->,82
Treg,MitoPathways,MITOPATHWAYS_Protein_import_sorting_and_homeostasis.Protein_homeostasis,51,45,4,0,0,2,0,0,49,0,TRUE,AFG1L->LACE1/ATP23->XRCC6BP1/MAIP1->C2orf47/NRDC->NRD1,->,->,49
Treg,MitoPathways,MITOPATHWAYS_Protein_import_sorting_and_homeostasis.Protein_homeostasis.Chaperones,16,13,2,0,0,1,0,0,15,0,TRUE,MAIP1->C2orf47/NRDC->NRD1,->,->,15
Treg,MitoPathways,MITOPATHWAYS_Protein_import_sorting_and_homeostasis.Protein_homeostasis.Proteases,28,26,2,0,0,0,0,0,28,0,TRUE,AFG1L->LACE1/ATP23->XRCC6BP1,->,->,28
Treg,MitoPathways,MITOPATHWAYS_Protein_import_sorting_and_homeostasis.Protein_import_and_sorting,48,43,3,0,0,1,1,0,46,0,TRUE,NRDC->NRD1/TIMM29->C19orf52/TOMM70->TOMM70A,->,->,46
Treg,MitoPathways,MITOPATHWAYS_Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.TOM,9,7,1,0,0,0,1,0,8,0,TRUE,TOMM70->TOMM70A,->,->,8
Treg,MitoPathways,MITOPATHWAYS_Signaling,48,39,4,0,1,2,2,0,43,0,TRUE,CSKMT->METTL12/DELE1->KIAA0141/MCRIP2->FAM195A/MCUB->CCDC109B,->,ACOD1->CAD,43
Treg,MitoPathways,MITOPATHWAYS_Signaling.Calcium_homeostasis,24,22,1,0,0,0,1,0,23,0,TRUE,MCUB->CCDC109B,->,->,23
Treg,MitoPathways,MITOPATHWAYS_Signaling.Calcium_homeostasis.Calcium_cycle,9,8,1,0,0,0,0,0,9,0,TRUE,MCUB->CCDC109B,->,->,9
Treg,MitoPathways,MITOPATHWAYS_Signaling.Immune_response,5,4,0,0,1,0,0,0,4,0,TRUE,->,->,ACOD1->CAD,4
Treg,MitoPathways,MITOPATHWAYS_Small_molecule_transport,85,71,1,0,1,6,5,1,72,0,TRUE,MCUB->CCDC109B,->,SLC25A21->ODC1,72
Treg,MitoPathways,MITOPATHWAYS_Small_molecule_transport.Calcium_uniporter,6,5,1,0,0,0,0,0,6,0,TRUE,MCUB->CCDC109B,->,->,6
Treg,MitoPathways,MITOPATHWAYS_Small_molecule_transport.SLC25A_family,51,41,0,0,1,4,5,0,41,0,TRUE,->,->,SLC25A21->ODC1,41
Treg,KEGG,KEGG_ADHERENS_JUNCTION,73,52,2,0,0,11,5,3,54,0,TRUE,AFDN->MLLT4/NECTIN1->PVRL1,->,->,54
Treg,KEGG,KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,67,53,0,0,0,3,11,0,53,0,TRUE,->,->,->,53
Treg,KEGG,KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,32,21,1,0,0,7,3,0,22,0,TRUE,ADSS2->ADSS,->,->,22
Treg,KEGG,KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,42,28,0,0,0,9,5,0,28,0,TRUE,->,->,->,28
Treg,KEGG,KEGG_ALLOGRAFT_REJECTION,37,33,0,0,1,1,1,1,33,0,TRUE,->,->,HLA-DRB3->HLA-DPB1,33
Treg,KEGG,KEGG_ALZHEIMERS_DISEASE,167,119,12,0,1,20,11,4,131,0,TRUE,ATP5F1A->ATP5A1/ATP5F1B->ATP5B/ATP5F1C->ATP5C1/ATP5F1D->ATP5D/ATP5F1E->ATP5E/ATP5MC1->ATP5G1/ATP5MC2->ATP5G2/ATP5MC3->ATP5G3/ATP5PB->ATP5F1/ATP5PD->ATP5H/ATP5PF->ATP5J/ATP5PO->ATP5O,->,SDHCP5->SDHC,131
Treg,KEGG,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,44,38,2,0,0,3,1,0,40,0,TRUE,FCSK->FUK/GFUS->TSTA3,->,->,40
Treg,KEGG,KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,41,22,16,0,0,0,0,3,38,0,TRUE,AARS1->AARS/CARS1->CARS/DARS1->DARS/HARS1->HARS/IARS1->IARS/KARS1->KARS/LARS1->LARS/MARS1->MARS/NARS1->NARS/QARS1->QARS/RARS1->RARS/SARS1->SARS/TARS1->TARS/TARS3->TARSL2/WARS1->WARS/YARS1->YARS,->,->,38
Treg,KEGG,KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,88,59,0,0,1,10,12,6,59,0,TRUE,->,->,HLA-DRB3->HLA-DPB1,59
Treg,KEGG,KEGG_ARGININE_AND_PROLINE_METABOLISM,54,35,1,0,0,11,6,1,36,0,TRUE,PYCR3->PYCRL,->,->,36
Treg,KEGG,KEGG_ASTHMA,30,21,0,0,2,2,4,1,21,0,TRUE,->,->,EPX->EPO/HLA-DRB3->HLA-DPB1,21
Treg,KEGG,KEGG_AUTOIMMUNE_THYROID_DISEASE,52,35,0,0,1,2,13,1,35,0,TRUE,->,->,HLA-DRB3->HLA-DPB1,35
Treg,KEGG,KEGG_AXON_GUIDANCE,129,77,0,0,1,29,20,2,77,0,TRUE,->,->,SLIT1->SLIT3,77
Treg,KEGG,KEGG_BASAL_CELL_CARCINOMA,55,21,0,0,1,23,10,0,21,0,TRUE,->,->,FZD9->FZD3,21
Treg,KEGG,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,22,16,2,0,0,3,1,0,18,0,TRUE,HACD1->PTPLA/HACD2->PTPLB,->,->,18
Treg,KEGG,KEGG_BLADDER_CANCER,42,32,0,0,1,5,3,1,32,0,TRUE,->,->,MMP1->CLGN,32
Treg,KEGG,KEGG_BUTANOATE_METABOLISM,34,24,0,0,1,3,6,0,24,0,TRUE,->,->,AKR1B10->ARL1,24
Treg,KEGG,KEGG_CALCIUM_SIGNALING_PATHWAY,178,88,0,0,1,49,39,1,88,0,TRUE,->,->,ADCY8->ADCY3,88
Treg,KEGG,KEGG_CARDIAC_MUSCLE_CONTRACTION,79,44,0,0,1,14,17,3,44,0,TRUE,->,->,TNNI3->TNNC1,44
Treg,KEGG,KEGG_CELL_ADHESION_MOLECULES_CAMS,133,77,1,0,2,33,17,3,78,0,TRUE,NECTIN1->PVRL1,->,CNTN1->F3/HLA-DRB3->HLA-DPB1,78
Treg,KEGG,KEGG_CHEMOKINE_SIGNALING_PATHWAY,188,134,2,0,1,33,17,1,136,0,TRUE,GRK2->ADRBK1/GRK3->ADRBK2,->,ADCY8->ADCY3,136
Treg,KEGG,KEGG_CIRCADIAN_RHYTHM_MAMMAL,13,10,1,0,0,2,0,0,11,0,TRUE,BMAL1->ARNTL,->,->,11
Treg,KEGG,KEGG_CITRATE_CYCLE_TCA_CYCLE,32,27,0,0,1,1,2,1,27,0,TRUE,->,->,SDHCP5->SDHC,27
Treg,KEGG,KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,69,23,0,0,1,29,16,0,23,0,TRUE,->,->,MBL2->MBP,23
Treg,KEGG,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,264,149,0,0,0,60,53,2,149,0,TRUE,->,->,->,149
Treg,KEGG,KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,55,36,2,0,0,4,13,0,38,0,TRUE,RIGI->DDX58/STING1->TMEM173,->,->,38
Treg,KEGG,KEGG_DILATED_CARDIOMYOPATHY,90,46,0,0,2,25,17,0,46,0,TRUE,->,->,ADCY8->ADCY3/TNNI3->TNNC1,46
Treg,KEGG,KEGG_ECM_RECEPTOR_INTERACTION,84,34,0,0,1,39,10,0,34,0,TRUE,->,->,LAMA4->LAMA3,34
Treg,KEGG,KEGG_ENDOCYTOSIS,181,146,3,0,0,23,9,0,149,0,TRUE,GRK2->ADRBK1/GRK3->ADRBK2/RBSN->ZFYVE20,->,->,149
Treg,KEGG,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,68,54,0,0,0,8,5,1,54,0,TRUE,->,->,->,54
Treg,KEGG,KEGG_ETHER_LIPID_METABOLISM,33,16,2,0,0,9,6,0,18,0,TRUE,PLPP1->PPAP2A/PLPP2->PPAP2C,->,->,18
Treg,KEGG,KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,96,77,2,0,0,12,4,1,79,0,TRUE,PLPP1->PPAP2A/PLPP2->PPAP2C,->,->,79
Treg,KEGG,KEGG_FOCAL_ADHESION,199,124,1,0,1,51,19,3,125,0,TRUE,MYL11->MYLPF,->,LAMA4->LAMA3,125
Treg,KEGG,KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,34,27,2,0,1,2,2,0,29,0,TRUE,FCSK->FUK/GFUS->TSTA3,->,AKR1B10->ARL1,29
Treg,KEGG,KEGG_GALACTOSE_METABOLISM,26,20,0,0,0,4,2,0,20,0,TRUE,->,->,->,20
Treg,KEGG,KEGG_GAP_JUNCTION,90,49,0,0,1,21,18,1,49,0,TRUE,->,->,ADCY8->ADCY3,49
Treg,KEGG,KEGG_GLYCEROLIPID_METABOLISM,49,28,5,0,0,8,7,1,33,0,TRUE,GPAT3->AGPAT9/GPAT4->AGPAT6/PLPP1->PPAP2A/PLPP2->PPAP2C/TKFC->DAK,->,->,33
Treg,KEGG,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,77,50,5,0,0,15,7,0,55,0,TRUE,GPAT3->AGPAT9/GPAT4->AGPAT6/PLPP1->PPAP2A/PLPP2->PPAP2C/TAFAZZIN->TAZ,->,->,55
Treg,KEGG,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,62,40,0,0,0,10,11,1,40,0,TRUE,->,->,->,40
Treg,KEGG,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,15,10,1,0,0,2,2,0,11,0,TRUE,B4GAT1->B3GNT1,->,->,11
Treg,KEGG,KEGG_GLYCOSAMINOGLYCAN_DEGRADATION,21,17,0,0,0,2,2,0,17,0,TRUE,->,->,->,17
Treg,KEGG,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,26,14,1,0,0,7,3,1,15,0,TRUE,B4GAT1->B3GNT1,->,->,15
Treg,KEGG,KEGG_GNRH_SIGNALING_PATHWAY,101,67,0,0,1,19,14,0,67,0,TRUE,->,->,ADCY8->ADCY3,67
Treg,KEGG,KEGG_GRAFT_VERSUS_HOST_DISEASE,41,31,0,0,1,7,0,2,31,0,TRUE,->,->,HLA-DRB3->HLA-DPB1,31
Treg,KEGG,KEGG_HEMATOPOIETIC_CELL_LINEAGE,87,58,0,0,2,21,5,1,58,0,TRUE,->,->,HLA-DRB3->HLA-DPB1/THPO->TPO,58
Treg,KEGG,KEGG_HISTIDINE_METABOLISM,29,12,1,0,0,12,4,0,13,0,TRUE,BUD23->WBSCR22,->,->,13
Treg,KEGG,KEGG_HOMOLOGOUS_RECOMBINATION,28,25,1,0,0,1,0,1,26,0,TRUE,MRE11->MRE11A,->,->,26
Treg,KEGG,KEGG_HUNTINGTONS_DISEASE,183,140,12,0,1,15,10,5,152,0,TRUE,ATP5F1A->ATP5A1/ATP5F1B->ATP5B/ATP5F1C->ATP5C1/ATP5F1D->ATP5D/ATP5F1E->ATP5E/ATP5MC1->ATP5G1/ATP5MC2->ATP5G2/ATP5MC3->ATP5G3/ATP5PB->ATP5F1/ATP5PD->ATP5H/ATP5PF->ATP5J/ATP5PO->ATP5O,->,SDHCP5->SDHC,152
Treg,KEGG,KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,83,43,0,0,1,21,18,0,43,0,TRUE,->,->,TNNI3->TNNC1,43
Treg,KEGG,KEGG_INSULIN_SIGNALING_PATHWAY,137,105,0,0,0,15,17,0,105,0,TRUE,->,->,->,105
Treg,KEGG,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,48,37,0,0,1,7,1,2,37,0,TRUE,->,->,HLA-DRB3->HLA-DPB1,37
Treg,KEGG,KEGG_LEISHMANIA_INFECTION,72,60,0,0,1,8,1,2,60,0,TRUE,->,->,HLA-DRB3->HLA-DPB1,60
Treg,KEGG,KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,116,74,2,0,0,20,18,2,76,0,TRUE,AFDN->MLLT4/MYL11->MYLPF,->,->,76
Treg,KEGG,KEGG_LIMONENE_AND_PINENE_DEGRADATION,10,8,1,0,0,1,0,0,9,0,TRUE,NAA80->NAT6,->,->,9
Treg,KEGG,KEGG_LINOLEIC_ACID_METABOLISM,29,8,0,0,1,9,11,0,8,0,TRUE,->,->,AKR1B10->ARL1,8
Treg,KEGG,KEGG_LONG_TERM_DEPRESSION,70,41,0,0,0,14,15,0,41,0,TRUE,->,->,->,41
Treg,KEGG,KEGG_LONG_TERM_POTENTIATION,70,45,0,0,1,12,12,0,45,0,TRUE,->,->,ADCY8->ADCY3,45
Treg,KEGG,KEGG_LYSINE_DEGRADATION,44,34,5,0,0,3,2,0,39,0,TRUE,KMT5A->SETD8/KMT5B->SUV420H1/KMT5C->SUV420H2/NSD2->WHSC1/NSD3->WHSC1L1,->,->,39
Treg,KEGG,KEGG_LYSOSOME,121,108,1,0,0,8,4,0,109,0,TRUE,GBA1->GBA,->,->,109
Treg,KEGG,KEGG_MAPK_SIGNALING_PATHWAY,267,183,1,0,0,43,39,1,184,0,TRUE,MAP3K20->MLTK,->,->,184
Treg,KEGG,KEGG_MELANOGENESIS,101,53,0,0,2,33,13,0,53,0,TRUE,->,->,ADCY8->ADCY3/FZD9->FZD3,53
Treg,KEGG,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,70,19,0,0,1,17,32,1,19,0,TRUE,->,->,CYP1A1->AHRR,19
Treg,KEGG,KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,272,66,0,0,2,82,120,2,66,0,TRUE,->,->,ADRA2A->ZNF32/HCRTR1->OXR1,66
Treg,KEGG,KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,126,105,1,0,0,12,8,0,106,0,TRUE,BEX3->NGFRAP1,->,->,106
Treg,KEGG,KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,62,47,1,0,0,10,4,0,48,0,TRUE,ERBIN->ERBB2IP,->,->,48
Treg,KEGG,KEGG_NON_HOMOLOGOUS_END_JOINING,13,11,1,0,0,0,1,0,12,0,TRUE,MRE11->MRE11A,->,->,12
Treg,KEGG,KEGG_O_GLYCAN_BIOSYNTHESIS,30,17,0,0,2,5,5,1,17,0,TRUE,->,->,GALNT14->GALNT15/GALNTL5->GALNT15,17
Treg,KEGG,KEGG_OLFACTORY_TRANSDUCTION,389,11,1,0,3,40,327,7,12,0,TRUE,GRK3->ADRBK2,->,CNGB1->GAR1/OR1L6->OR1K1/OR2A4->OR2A7,12
Treg,KEGG,KEGG_OOCYTE_MEIOSIS,113,90,1,0,1,10,10,1,91,0,TRUE,SGO1->SGOL1,->,ADCY8->ADCY3,91
Treg,KEGG,KEGG_OTHER_GLYCAN_DEGRADATION,16,13,1,0,0,1,1,0,14,0,TRUE,GBA1->GBA,->,->,14
Treg,KEGG,KEGG_OXIDATIVE_PHOSPHORYLATION,133,97,15,0,1,9,7,4,112,0,TRUE,ATP5F1A->ATP5A1/ATP5F1B->ATP5B/ATP5F1C->ATP5C1/ATP5F1D->ATP5D/ATP5F1E->ATP5E/ATP5MC1->ATP5G1/ATP5MC2->ATP5G2/ATP5MC3->ATP5G3/ATP5ME->ATP5I/ATP5MF->ATP5J2/ATP5MG->ATP5L/ATP5PB->ATP5F1/ATP5PD->ATP5H/ATP5PF->ATP5J/ATP5PO->ATP5O,->,SDHCP5->SDHC,112
Treg,KEGG,KEGG_P53_SIGNALING_PATHWAY,68,59,3,0,0,4,2,0,62,0,TRUE,ADGRB1->BAI1/COP1->RFWD2/PIDD1->PIDD,->,->,62
Treg,KEGG,KEGG_PARKINSONS_DISEASE,131,93,13,0,2,10,8,5,106,0,TRUE,ATP5F1A->ATP5A1/ATP5F1B->ATP5B/ATP5F1C->ATP5C1/ATP5F1D->ATP5D/ATP5F1E->ATP5E/ATP5MC1->ATP5G1/ATP5MC2->ATP5G2/ATP5MC3->ATP5G3/ATP5PB->ATP5F1/ATP5PD->ATP5H/ATP5PF->ATP5J/ATP5PO->ATP5O/PRKN->PARK2,->,SDHCP5->SDHC/SLC18A1->VAT1,106
Treg,KEGG,KEGG_PATHWAYS_IN_CANCER,325,218,2,0,3,68,33,1,220,0,TRUE,ELOB->TCEB2/ELOC->TCEB1,->,FZD9->FZD3/LAMA4->LAMA3/MMP1->CLGN,220
Treg,KEGG,KEGG_PHENYLALANINE_METABOLISM,18,5,1,0,0,10,2,0,6,0,TRUE,NAA80->NAT6,->,->,6
Treg,KEGG,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,41,20,0,0,0,1,19,1,20,0,TRUE,->,->,->,20
Treg,KEGG,KEGG_PPAR_SIGNALING_PATHWAY,69,40,0,0,1,11,17,0,40,0,TRUE,->,->,MMP1->CLGN,40
Treg,KEGG,KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,85,69,0,0,1,8,7,0,69,0,TRUE,->,->,ADCY8->ADCY3,69
Treg,KEGG,KEGG_PROPANOATE_METABOLISM,33,28,1,0,0,2,1,1,29,0,TRUE,MMUT->MUT,->,->,29
Treg,KEGG,KEGG_PROTEASOME,47,41,0,0,0,1,1,4,41,0,TRUE,->,->,->,41
Treg,KEGG,KEGG_PROTEIN_EXPORT,24,22,1,0,1,0,0,0,23,0,TRUE,SRPRA->SRPR,->,SRP9P1->SRP9,23
Treg,KEGG,KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,23,12,0,0,1,6,4,0,12,0,TRUE,->,->,SLC38A3->NAT1,12
Treg,KEGG,KEGG_PURINE_METABOLISM,159,116,3,0,2,28,10,0,119,0,TRUE,ADSS2->ADSS/POLR1H->ZNRD1/PRUNE1->PRUNE,->,ADCY8->ADCY3/GUCY2C->STAR,119
Treg,KEGG,KEGG_PYRIMIDINE_METABOLISM,98,89,1,0,0,5,3,0,90,0,TRUE,POLR1H->ZNRD1,->,->,90
Treg,KEGG,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,213,139,1,0,0,43,27,3,140,0,TRUE,MYL11->MYLPF,->,->,140
Treg,KEGG,KEGG_RENAL_CELL_CARCINOMA,70,56,2,0,0,9,1,2,58,0,TRUE,ELOB->TCEB2/ELOC->TCEB1,->,->,58
Treg,KEGG,KEGG_RETINOL_METABOLISM,64,12,0,0,1,13,36,2,12,0,TRUE,->,->,CYP1A1->AHRR,12
Treg,KEGG,KEGG_RIBOFLAVIN_METABOLISM,16,12,0,0,0,2,1,1,12,0,TRUE,->,->,->,12
Treg,KEGG,KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,71,49,3,0,0,4,15,0,52,0,TRUE,RIGI->DDX58/STING1->TMEM173/TKFC->DAK,->,->,52
Treg,KEGG,KEGG_RNA_DEGRADATION,59,49,5,0,1,1,0,3,54,0,TRUE,CNOT9->RQCD1/MTREX->SKIV2L2/SKIC2->SKIV2L/SKIC3->TTC37/SKIC8->WDR61,->,LSM8->NAA38,54
Treg,KEGG,KEGG_RNA_POLYMERASE,29,28,1,0,0,0,0,0,29,0,TRUE,POLR1H->ZNRD1,->,->,29
Treg,KEGG,KEGG_SELENOAMINO_ACID_METABOLISM,26,19,2,0,0,4,1,0,21,0,TRUE,BUD23->WBSCR22/MARS1->MARS,->,->,21
Treg,KEGG,KEGG_SMALL_CELL_LUNG_CANCER,84,67,0,0,1,13,3,0,67,0,TRUE,->,->,LAMA4->LAMA3,67
Treg,KEGG,KEGG_SPHINGOLIPID_METABOLISM,39,27,3,0,0,8,1,0,30,0,TRUE,GBA1->GBA/PLPP1->PPAP2A/PLPP2->PPAP2C,->,->,30
Treg,KEGG,KEGG_SPLICEOSOME,127,122,2,0,1,0,0,2,124,0,TRUE,SF3B6->SF3B14/SNU13->NHP2L1,->,LSM8->NAA38,124
Treg,KEGG,KEGG_STARCH_AND_SUCROSE_METABOLISM,52,20,0,0,0,8,23,1,20,0,TRUE,->,->,->,20
Treg,KEGG,KEGG_STEROID_HORMONE_BIOSYNTHESIS,55,14,0,0,1,11,28,1,14,0,TRUE,->,->,CYP1A1->AHRR,14
Treg,KEGG,KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,139,36,61,0,1,15,8,18,97,0,TRUE,H2AC11->HIST1H2AG/H2AC12->HIST1H2AH/H2AC13->HIST1H2AI/H2AC14->HIST1H2AJ/H2AC15->HIST1H2AK/H2AC16->HIST1H2AL/H2AC17->HIST1H2AM/H2AC18->HIST2H2AA3/H2AC20->HIST2H2AC/H2AC21->HIST2H2AB/H2AC25->HIST3H2A/H2AC4->HIST1H2AB/H2AC6->HIST1H2AC/H2AC8->HIST1H2AE/H2AJ->H2AFJ/H2AX->H2AFX/H2AZ1->H2AFZ/H2AZ2->H2AFV/H2BC10->HIST1H2BI/H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK/H2BC13->HIST1H2BL/H2BC14->HIST1H2BM/H2BC15->HIST1H2BN/H2BC17->HIST1H2BO/H2BC18->HIST2H2BF/H2BC21->HIST2H2BE/H2BC26->HIST3H2BB/H2BC3->HIST1H2BB/H2BC4->HIST1H2BC/H2BC6->HIST1H2BE/H2BC7->HIST1H2BF/H2BC8->HIST1H2BG/H2BC9->HIST1H2BH/H3-3A->H3F3A/H3-3B->H3F3B/H3-5->H3F3C/H3C1->HIST1H3A/H3C10->HIST1H3H/H3C11->HIST1H3I/H3C12->HIST1H3J/H3C13->HIST2H3D/H3C2->HIST1H3B/H3C3->HIST1H3C/H3C4->HIST1H3D/H3C7->HIST1H3F/H3C8->HIST1H3G/H4C1->HIST1H4A/H4C11->HIST1H4J/H4C13->HIST1H4L/H4C16->HIST4H4/H4C2->HIST1H4B/H4C3->HIST1H4C/H4C4->HIST1H4D/H4C5->HIST1H4E/H4C6->HIST1H4F/H4C8->HIST1H4H/H4C9->HIST1H4I/MACROH2A1->H2AFY/MACROH2A2->H2AFY2/RO60->TROVE2,->,HLA-DRB3->HLA-DPB1,97
Treg,KEGG,KEGG_TASTE_TRANSDUCTION,52,11,0,0,1,25,14,1,11,0,TRUE,->,->,ADCY8->ADCY3,11
Treg,KEGG,KEGG_TIGHT_JUNCTION,132,80,5,0,1,23,22,1,85,0,TRUE,AFDN->MLLT4/MAP3K20->MLTK/MYL11->MYLPF/PALS1->MPP5/PATJ->INADL,->,MYH2->MYPOP,85
Treg,KEGG,KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,102,77,0,0,0,10,15,0,77,0,TRUE,->,->,->,77
Treg,KEGG,KEGG_TRYPTOPHAN_METABOLISM,40,21,1,0,2,10,6,0,22,0,TRUE,WARS1->WARS,->,CYP1A1->AHRR/TDO2->TPH2,22
Treg,KEGG,KEGG_TYPE_I_DIABETES_MELLITUS,43,35,0,0,1,3,3,1,35,0,TRUE,->,->,HLA-DRB3->HLA-DPB1,35
Treg,KEGG,KEGG_TYROSINE_METABOLISM,42,15,2,0,0,14,10,1,17,0,TRUE,BUD23->WBSCR22/NAA80->NAT6,->,->,17
Treg,KEGG,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,135,125,4,0,0,1,4,1,129,0,TRUE,COP1->RFWD2/ELOB->TCEB2/ELOC->TCEB1/PRKN->PARK2,->,->,129
Treg,KEGG,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,11,7,2,0,0,0,1,1,9,0,TRUE,IARS1->IARS/LARS1->LARS,->,->,9
Treg,KEGG,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,44,39,1,0,0,2,2,0,40,0,TRUE,MMUT->MUT,->,->,40
Treg,KEGG,KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,115,62,0,0,1,30,22,0,62,0,TRUE,->,->,ADCY8->ADCY3,62
Treg,KEGG,KEGG_VIBRIO_CHOLERAE_INFECTION,54,44,1,0,0,5,4,0,45,0,TRUE,ERO1A->ERO1L,->,->,45
Treg,KEGG,KEGG_VIRAL_MYOCARDITIS,70,54,0,0,2,7,6,1,54,0,TRUE,->,->,HLA-DRB3->HLA-DPB1/MYH2->MYPOP,54
Treg,KEGG,KEGG_WNT_SIGNALING_PATHWAY,151,94,0,0,1,33,22,1,94,0,TRUE,->,->,FZD9->FZD3,94
Treg,TF_Targets,AHR,194,115,0,0,6,43,29,1,115,0,TRUE,->,->,CYP1A1->AHRR/DPEP1->MBD1/MMP1->CLGN/SLCO1B1->LST1/SMOC2->SMAP2/TDO2->TPH2,115
Treg,TF_Targets,AHRR,6,4,0,0,1,0,1,0,4,0,TRUE,->,->,CYP1A1->AHRR,4
Treg,TF_Targets,AIRE,24,15,1,0,0,3,5,0,16,0,TRUE,TSPOAP1->BZRAP1,->,->,16
Treg,TF_Targets,ALX1,4,2,1,0,0,1,0,0,3,0,TRUE,OGA->MGEA5,->,->,3
Treg,TF_Targets,APEX1,42,27,0,0,0,8,7,0,27,0,TRUE,->,->,->,27
Treg,TF_Targets,ARID3B,6,5,0,0,0,0,0,1,5,0,TRUE,->,->,->,5
Treg,TF_Targets,ARNT,69,47,0,0,1,9,11,1,47,0,TRUE,->,->,CYP1A1->AHRR,47
Treg,TF_Targets,ARX,28,12,1,0,1,5,9,0,13,0,TRUE,PLPP1->PPAP2A,->,CHGA->CGA,13
Treg,TF_Targets,ASCL1,72,32,1,0,2,17,19,1,33,0,TRUE,DLX5->SHFM1,->,CHGA->CGA/PHOX2A->NCAM2,33
Treg,TF_Targets,ATF1,86,58,1,0,0,14,13,0,59,0,TRUE,H4C9->HIST1H4I,->,->,59
Treg,TF_Targets,ATF2,119,83,0,0,1,18,17,0,83,0,TRUE,->,->,MMP1->CLGN,83
Treg,TF_Targets,ATF3,110,72,1,0,1,22,14,0,73,0,TRUE,KIFBP->KIAA1279,->,MMP1->CLGN,73
Treg,TF_Targets,ATF4,128,81,5,0,0,27,15,0,86,0,TRUE,CARS1->CARS/IARS1->IARS/LARS1->LARS/NARS1->NARS/PRKN->PARK2,->,->,86
Treg,TF_Targets,ATF6,58,42,1,0,1,6,8,0,43,0,TRUE,PRKN->PARK2,->,DSPP->DSP,43
Treg,TF_Targets,ATRX,5,1,1,0,0,1,2,0,2,0,TRUE,H3-3A->H3F3A,->,->,2
Treg,TF_Targets,BACH1,16,12,0,0,1,3,0,0,12,0,TRUE,->,->,MMP1->CLGN,12
