"pathway_id","pathway_name","database","nes","pvalue","padj","set_size","core_enrichment","contrast","direction"
"WT_heat_up","WT_heat_up","mouse_projection",2.5717486418013,2.23512474621087e-15,4.47024949242174e-15,111,"RGS16/CDKN1A/ATP2B4/CYSTM1/SDC4/SEMA4A/CD70/FASLG/UPP1/EOMES/FOSL2/CCL3/PLAUR/CCL4/ANXA2/OAS3/P4HA2/CLU/ITGA3/CCL20/TNFSF14/PLXNB2/DENND3/TIMP1/ADAM8/HSPA1A/ATF3/CAMK2N1/GFI1/BATF3/FAM83G/NR4A1/EGR1/C15orf48/CD53/SPINT1/EMILIN2/FAH/CD80/HBEGF/AK4/RAB34/FAM110C/CSF2/CD83/EGR3","SF_vs_PB_Tcon_full","up"
"WT_heat_down","WT_heat_down","mouse_projection",1.33729657883217,0.0740384455906987,0.0740384455906987,61,"PDE4A/HLA-DRB5/HLA-DRB1/ENTPD1/SAMD9L/RHOB/ITGAE/GALNT10/CIITA/BMF/CEACAM1","SF_vs_PB_Tcon_full","down"
