population,contrast,database,panel,selection_rule,rank_in_panel,pathway_id,display_name,direction,nes,enrichment_score,pvalue,padj_in_database,padj_pooled,set_size,leading_edge_size,gene_ratio
Tcon,SF_vs_PB_Tcon,WikiPathways,running_sum,top 5 by |NES|,1,WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS,Cytoplasmic Ribosomal Proteins,down,-3.64097443,-0.848988147,3.02661855e-41,2.56657253e-38,1.1560674e-37,86,72,0.837209302
Tcon,SF_vs_PB_Tcon,WikiPathways,running_sum,top 5 by |NES|,2,WP_OVERVIEW_OF_PROINFLAMMATORY_AND_PROFIBROTIC_MEDIATORS,Overview of Proinflammatory and Profibrotic Mediators,up,2.64477342,0.724464023,2.14090777e-11,9.07744895e-9,2.72585135e-9,49,32,0.653061224
Tcon,SF_vs_PB_Tcon,WikiPathways,running_sum,top 5 by |NES|,3,WP_CELL_INTERACTIONS_IN_PANCREATIC_CANCER_MICROENVIRONMENT,Cell Interactions in Pancreatic Cancer Microenvironment,up,2.55587756,0.822401425,9.65513911e-10,1.36459299e-7,8.13516463e-8,24,19,0.791666667
Tcon,SF_vs_PB_Tcon,WikiPathways,running_sum,top 5 by |NES|,4,WP_ALLOGRAFT_REJECTION,Allograft Rejection,up,2.55192319,0.658681407,4.04930738e-11,1.14460422e-8,4.88431719e-9,67,36,0.537313433
Tcon,SF_vs_PB_Tcon,WikiPathways,running_sum,top 5 by |NES|,5,WP_T_CELL_MODULATION_AND_DESMOPLASIA_IN_PANCREATIC_CANCER,T Cell Modulation and Desmoplasia in Pancreatic Cancer,up,2.44832525,0.693743054,1.8049113e-8,1.66442319e-6,1.06063993e-6,42,18,0.428571429
