population,contrast,database,panel,selection_rule,rank_in_panel,pathway_id,display_name,direction,nes,enrichment_score,pvalue,padj_in_database,padj_pooled,pooled_under,set_size,leading_edge_size,gene_ratio
Tcon,SF_vs_PB_Tcon,GO_BP,running_sum,top 5 by |NES|,1,GOBP_CYTOPLASMIC_TRANSLATION,Cytoplasmic Translation,down,-3.38237534,-0.715280263,3.70529876e-38,2.18686733e-34,7.14381602e-35,GO_BP,158,91,0.575949367
Tcon,SF_vs_PB_Tcon,GO_BP,running_sum,top 5 by |NES|,2,GOBP_NEGATIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION,Negative Regulation of Syncytium Formation by Plasma Membrane Fusion,down,-3.25232607,-0.855410593,5.8337556399999994e-24,1.72154129e-20,3.0674947900000005e-21,GO_BP,47,41,0.872340426
Tcon,SF_vs_PB_Tcon,GO_BP,running_sum,top 5 by |NES|,3,GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION,Regulation of Syncytium Formation by Plasma Membrane Fusion,down,-2.91057314,-0.729643341,3.5389552e-16,4.17738272e-13,1.02346584e-13,GO_BP,59,42,0.711864407
Tcon,SF_vs_PB_Tcon,GO_BP,running_sum,top 5 by |NES|,4,GOBP_MYOBLAST_FUSION,Myoblast Fusion,down,-2.65632414,-0.645942879,6.04404492e-12,1.23006735e-9,8.42379658e-10,GO_BP,69,42,0.608695652
Tcon,SF_vs_PB_Tcon,GO_BP,running_sum,top 5 by |NES|,5,GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION,Negative Regulation of Viral Genome Replication,up,2.62181809,0.750211852,3.57892223e-11,6.59337207e-9,4.45171746e-9,GO_BP,40,20,0.5
