built_by,org_hs_eg_db_version,msigdbr_version,species,matrix_vocabulary_path,matrix_vocabulary_sha256,n_matrix_symbols,n_reference_symbols,n_reference_sources,reference_sources,n_frozen_list_files,n_reference_absent_from_vocabulary,n_reference_not_in_org_db,n_reference_no_alias_in_vocabulary,n_candidate_pairs,n_accepted,n_flagged_for_review,n_rejected,flagged_for_review
02_analysis/scripts/00_symbol_alias_map.R,3.22.0,26.1.0,Homo sapiens,03_results/03_pseudobulk/tables/gene_symbols.csv,175fd8a14d588133269b029acf4a5eb26eb4df6a7aea11757c353cc4e9b13536,21740,20149,10,msigdb:Hallmark; msigdb:KEGG; msigdb:Reactome; msigdb:WikiPathways; msigdb:GO_BP; msigdb:GO_MF; msigdb:GO_CC; collectri:targets; custom_rds:MitoPathways; frozen_gene_lists,33,6288,129,5062,1097,932,1,164,MIR4435-2HG->MIR4435-1HG
