coarse_label,readout,n_donors_paired,n_donors_sf,n_donors_pb,donor_mean_sf,donor_mean_pb,sf_minus_pb_mean,sf_minus_pb_sd,sf_minus_pb_dz,dz_se,dz_ci_low,dz_ci_high,dz_pvalue,sf_minus_pb_smd_unpaired,min_cells_per_donor_stratum
Treg,HALLMARK_HYPOXIA,6,6,7,0.09740180642232292,0.07344021193232468,0.023128790613500056,0.0053484818742203935,4.324365522295308,1.3133969053062486,1.7501075878950605,6.898623456695555,0.0001296317590350303,4.918192606926593,266
Treg,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,6,6,7,0.08639916200615598,0.08324587124758338,0.003182905078019204,0.0031276444995637564,1.017668433373152,0.502961980031308,0.03186295251178839,2.0034739142345157,0.05497443564387971,1.2364167357001383,266
Treg,WT_heat_down,6,6,7,0.015124725570886744,-0.011731820177867185,0.026306934793446146,0.007524536503933453,3.4961535211762467,1.0886952988031542,1.3623107355220645,5.629996306830429,0.0003577094528914113,3.964339276619437,266
Treg,WT_heat_up,6,6,7,-0.046983821045132684,-0.06980644984979666,0.02273139115368726,0.01044384089075146,2.176535566892544,0.7492945056266955,0.7079183358642207,3.645152797920867,0.003111032383108568,3.8555039341782447,266
Treg,WT_heat_updown,6,6,7,-0.06210854661601945,-0.058074629671929466,-0.003575543639758908,0.009335631404088858,-0.38299965851188994,0.4229547590483944,-1.211990986246743,0.4459916692229631,0.39123576590692016,-0.5168431980014877,266
Treg,score_HSP,6,6,7,0.08292697741579755,0.0214943708254783,0.06092640235076471,0.020401309619852228,2.986396632669017,0.9538765140038149,1.1167986652215396,4.855994600116494,0.0007480650508349584,2.155909149751432,266
Treg,score_eTreg,6,6,7,0.10517889435333193,-0.05536905995550046,0.1606825892503589,0.028197672508931595,5.698434478925974,1.6948981166678903,2.376434170256909,9.02043478759504,3.392789789192697e-05,8.986821713723565,266
Tcon,HALLMARK_HYPOXIA,6,7,6,0.08993819838712702,0.06815055019020544,0.021124399531604898,0.006465699329453938,3.267148448331723,1.0277101968063267,1.2528364625913229,5.281460434072123,0.0004920851275414481,3.018986282245286,1653
Tcon,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,6,7,6,0.08454728333755542,0.08921255500101778,-0.004464623235505577,0.003280037872604169,-1.3611499040286728,0.5666222331528347,-2.4717294810082286,-0.25057032704911686,0.020685263208817684,-1.0770016080725935,1653
Tcon,WT_heat_down,6,7,6,-0.027768678558313838,-0.0441781897412491,0.0167351547186366,0.007015979114603763,2.385291410546301,0.8005006305028728,0.8163101747606705,3.9542726463319315,0.002078441912844819,3.4389354983785023,1653
Tcon,WT_heat_up,6,7,6,-0.04325600211193654,-0.060726435386670496,0.0190848654879328,0.0060446756838752926,3.1573018117156177,0.9986889209634935,1.1998715266271704,5.114732096804065,0.0005774754420894017,2.508103474661237,1653
Tcon,WT_heat_updown,6,7,6,-0.015487323553622699,-0.016548245645421386,0.0023497107692961906,0.0031535564849008296,0.7450986784433901,0.4614444748665223,-0.15933249229499358,1.6495298491817736,0.1275674119972414,0.18861554610403156,1653
Tcon,score_HSP,6,7,6,0.019048600354125513,0.04551931976264925,-0.025183695701020553,0.037717800420248825,-0.6676872834689658,0.45146117482626774,-1.5525511861284507,0.217176619190519,0.16287303458830424,-1.0160973604326018,1653
Tcon,score_eTreg,6,7,6,0.0369414999408129,-0.059308430719043466,0.09839723969207644,0.0249830271789835,3.9385635290366756,1.2080384469688121,1.570808172977804,6.306318885095547,0.00020300101089034962,5.737542215175477,1653
CD8,HALLMARK_HYPOXIA,6,7,6,0.08332010976736584,0.07010651974478757,0.011989106722373119,0.0074862068864316,1.6014928393313328,0.6167643603536614,0.39263469303815635,2.8103509856245092,0.011150142001365661,1.6977648926629139,1637
CD8,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,6,7,6,0.07904292670855011,0.08997282572361946,-0.011257455610576115,0.004075299508989785,-2.762362762722854,0.8958537842415022,-4.518236179836198,-1.0064893456095099,0.0010712859872888574,-3.079767570988838,1637
CD8,WT_heat_down,6,7,6,0.00866687365477914,-0.029503588921499627,0.037087711997342974,0.00867969489727866,4.272928073655108,1.2992919328949248,1.7263158851810556,6.819540262129161,0.00013731974871689323,3.9134792282737036,1637
CD8,WT_heat_up,6,7,6,-0.04130303432218507,-0.05355862130091063,0.012033393223045488,0.0036883767720503912,3.2625173529536275,1.0264834581522955,1.2506097749751284,5.274424930932127,0.0004953686572293268,3.009606197657704,1637
CD8,WT_heat_updown,6,7,6,-0.049969907976964226,-0.024055032379410996,-0.025054318774297507,0.005409570139391883,-4.631480529636684,1.3979333525006268,-7.371429900537912,-1.891531158735455,9.3075545348138e-05,-2.6180103219393915,1637
CD8,score_HSP,6,7,6,-0.020007899675421714,0.00710891586146624,-0.027967041690530454,0.036825381176233775,-0.7594501617427851,0.4633900937808898,-1.667694745553329,0.14879442206775884,0.12192918986305554,-1.061823424070433,1637
CD8,score_eTreg,6,7,6,0.0913481671113581,-7.286176102676608e-05,0.08723921238133346,0.012706316336755145,6.865814612924397,2.023598492353127,2.899561567912268,10.832067657936525,1.358791451445697e-05,7.331693798344625,1637
