gene_set,display_name,database,population,contrast,nes,pvalue,padj_in_database,padj_pooled,direction,set_size,leading_edge_size,n_ranked,peak_running_es,peak_rank,peak_rank_fraction,emitted_because_named
KO_heat_up,KO_heat_up,mouse_projection,Treg,SF_vs_PB_Treg,2.60127691,6.60370203e-16,1.98111061e-15,2.81586746e-13,up,136.0,72.0,13999.0,0.612074003,2634.0,0.188156297,True
KO_heat_up,KO_heat_up,mouse_projection,Tcon,SF_vs_PB_Tcon,2.65683946,1.7916907e-17,5.37507209e-17,6.19239923e-15,up,147.0,75.0,14411.0,0.603337165,2972.0,0.206231351,True
KO_heat_up,KO_heat_up,mouse_projection,CD8,SF_vs_PB_CD8,2.06409275,6.26766629e-08,1.88029989e-07,7.68855957e-06,up,129.0,55.0,14014.0,0.496989841,2315.0,0.165191951,True
