gene_set,display_name,database,population,contrast,nes,pvalue,padj_in_database,padj_pooled,direction,set_size,leading_edge_size,n_ranked,peak_running_es,peak_rank,peak_rank_fraction,emitted_because_named
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,Eukaryotic translation elongation,Reactome,Treg,SF_vs_PB_Treg,-3.3885622,7.14825944e-33,1.13299912e-29,4.11489555e-29,down,92.0,80.0,13999.0,-0.803100388,11891.0,0.849417816,False
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,Eukaryotic translation elongation,Reactome,Tcon,SF_vs_PB_Tcon,-3.66078275,2.26090371e-43,1.82341884e-40,1.32839398e-39,down,92.0,76.0,14411.0,-0.845680372,13229.0,0.917979321,False
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,Eukaryotic translation elongation,Reactome,CD8,SF_vs_PB_CD8,-3.75800103,5.28034665e-50,4.18995506e-47,2.02958924e-46,down,92.0,80.0,14014.0,-0.882296005,13154.0,0.938632796,False
