"population","database","pathway_id","direction","nes","padj","padj_pooled","set_size","n_tests_in_db","n_tests_pooled","n_sig_pooled_in_database","n_sig_per_database_only"
"CD8","GO_BP","GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE","up",1.79743729,0.00527842842,0.00473194513,101,5777,11242,501,482
"CD8","GO_BP","GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS","up",1.73829729,0.00531021409,0.00477605118,138,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY","up",1.9061647,0.00536782484,0.00484355919,74,5777,11242,501,482
"CD8","GO_BP","GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE","up",1.69396433,0.00554087694,0.00501581767,201,5777,11242,501,482
"CD8","GO_BP","GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT","up",1.92289767,0.00561389666,0.00510671593,49,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION","up",1.89992101,0.00561389666,0.00510671593,72,5777,11242,501,482
"CD8","GO_BP","GOBP_SYMBIONT_ENTRY_INTO_HOST","up",1.81187375,0.00562108158,0.00512275279,91,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION","up",1.83213273,0.00566170854,0.00516488697,78,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION","up",1.62697019,0.00566170854,0.00517769046,234,5777,11242,501,482
"CD8","GO_BP","GOBP_LEUKOCYTE_APOPTOTIC_PROCESS","up",1.84659031,0.00577793827,0.00530022309,88,5777,11242,501,482
"CD8","GO_BP","GOBP_TRNA_METABOLIC_PROCESS","down",-1.63638863,0.00596656076,0.00548992878,178,5777,11242,501,482
"CD8","GO_BP","GOBP_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS","up",1.83613849,0.00614476858,0.00567264366,79,5777,11242,501,482
"CD8","GO_BP","GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS","up",1.57820134,0.00614476858,0.00567264366,297,5777,11242,501,482
"CD8","GO_BP","GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY","up",1.59466431,0.00631618176,0.00583257413,241,5777,11242,501,482
"CD8","GO_BP","GOBP_SPINDLE_LOCALIZATION","up",1.89737061,0.00638563388,0.005913184,53,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS","up",1.64680653,0.00638563388,0.005913184,204,5777,11242,501,482
"CD8","GO_BP","GOBP_MICROTUBULE_POLYMERIZATION","up",1.8226918,0.006406628,0.00593678643,87,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT","up",1.58717767,0.00655957178,0.00606415511,259,5777,11242,501,482
"CD8","GO_BP","GOBP_GRANULOCYTE_CHEMOTAXIS","up",1.86748838,0.00656694374,0.00610279146,71,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY","up",1.88898015,0.00656694374,0.00610600035,56,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_NEUROGENESIS","up",1.62768316,0.00663133932,0.00616736366,210,5777,11242,501,482
"CD8","GO_BP","GOBP_STRIATED_MUSCLE_ADAPTATION","up",2.01998497,0.00669496663,0.00626169067,21,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE","up",1.91630346,0.00669496663,0.00626169067,45,5777,11242,501,482
"CD8","GO_BP","GOBP_CALCINEURIN_MEDIATED_SIGNALING","up",1.95248397,0.006744134,0.00628035595,38,5777,11242,501,482
"CD8","GO_BP","GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE","up",1.98941631,0.00691590366,0.00643806634,26,5777,11242,501,482
"CD8","GO_BP","GOBP_NEURON_APOPTOTIC_PROCESS","up",1.65627549,0.00694931724,0.00648707522,194,5777,11242,501,482
"CD8","GO_BP","GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION","up",1.67935347,0.00697919199,0.00655065218,173,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION","up",1.61322872,0.00697919199,0.00655065218,240,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_PROTEIN_POLYMERIZATION","up",1.72058708,0.00710567618,0.00665582505,146,5777,11242,501,482
"CD8","GO_BP","GOBP_BASE_CONVERSION_OR_SUBSTITUTION_EDITING","up",1.99738081,0.0072912693,0.00679667804,12,5777,11242,501,482
"CD8","GO_BP","GOBP_ACTOMYOSIN_CONTRACTILE_RING_ORGANIZATION","up",1.95297085,0.0075894651,0.00695475398,10,5777,11242,501,482
"CD8","GO_BP","GOBP_DNA_REPLICATION","up",1.56216008,0.00761893854,0.00698344881,280,5777,11242,501,482
"CD8","GO_BP","GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS","up",1.85740938,0.00765556662,0.00703799128,53,5777,11242,501,482
"CD8","GO_BP","GOBP_RIBONUCLEOTIDE_CATABOLIC_PROCESS","up",1.77563417,0.00765556662,0.00703799128,101,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE","up",1.98531252,0.00773339954,0.00712081405,24,5777,11242,501,482
"CD8","GO_BP","GOBP_MUSCLE_HYPERTROPHY_IN_RESPONSE_TO_STRESS","up",1.9865027,0.00773339954,0.00713042552,16,5777,11242,501,482
"CD8","GO_BP","GOBP_MITOTIC_CYTOKINETIC_PROCESS","up",1.96736006,0.00775566953,0.00716982257,36,5777,11242,501,482
"CD8","GO_BP","GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS","up",1.95777901,0.00783130647,0.0072591748,29,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_OSSIFICATION","up",1.84472132,0.00783130647,0.00727757074,62,5777,11242,501,482
"CD8","GO_BP","GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY","up",1.7190432,0.00805422718,0.007468812,135,5777,11242,501,482
"CD8","GO_BP","GOBP_FOREBRAIN_CELL_MIGRATION","up",1.9471379,0.00811764045,0.00754698205,34,5777,11242,501,482
"CD8","GO_BP","GOBP_GRANULOCYTE_MIGRATION","up",1.7778744,0.0083433987,0.00770467502,87,5777,11242,501,482
"CD8","GO_BP","GOBP_MEMBRANE_FUSION","up",1.69194907,0.00839380105,0.00771022739,130,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION","up",1.5890404,0.0085635713,0.00784015622,224,5777,11242,501,482
"CD8","GO_BP","GOBP_VASCULAR_TRANSPORT","up",1.90782548,0.0085635713,0.00785996979,48,5777,11242,501,482
"CD8","GO_BP","GOBP_RESPONSE_TO_ACTIVITY","up",1.84726529,0.00909397872,0.0082558809,49,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_CELL_MORPHOGENESIS","up",1.66087741,0.0091862167,0.00832383838,164,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS","up",1.56098634,0.00930592461,0.00843499825,273,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION","up",1.64463892,0.00938750472,0.00851441443,173,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_AUTOPHAGY","up",1.52751573,0.00938750472,0.00851441443,319,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION","up",1.73525407,0.00947797285,0.00860753238,105,5777,11242,501,482
"CD8","GO_BP","GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION","up",1.94095667,0.00951462973,0.00864980076,34,5777,11242,501,482
"CD8","GO_BP","GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION","up",1.68282145,0.0095151036,0.00865698192,141,5777,11242,501,482
"CD8","GO_BP","GOBP_PROTEIN_LOCALIZATION_TO_MEMBRANE","up",1.52857522,0.0095901008,0.00872782719,309,5777,11242,501,482
"CD8","GO_BP","GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION","up",1.67662573,0.0097891455,0.00891161825,145,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT","up",1.57788118,0.00984508566,0.00896517919,241,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_TRANSLATION","down",-1.52525741,0.0100043053,0.00907421017,312,5777,11242,501,482
"CD8","GO_BP","GOBP_ENDONUCLEOLYTIC_CLEAVAGE_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA","down",-2.02224065,0.0101399595,0.00921952547,23,5777,11242,501,482
"CD8","GO_BP","GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_DEVELOPMENT","up",1.84494717,0.0102251511,0.00931934906,6,5777,11242,501,482
"CD8","GO_BP","GOBP_LIPID_LOCALIZATION","up",1.55331721,0.010615693,0.0095852938,263,5777,11242,501,482
"CD8","GO_BP","GOBP_AMELOGENESIS","up",1.93385148,0.0107243425,0.00966821612,11,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION","up",1.62447777,0.0107463213,0.00968160331,172,5777,11242,501,482
"CD8","GO_BP","GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION","up",1.64430017,0.0107626125,0.00971937626,164,5777,11242,501,482
"CD8","GO_BP","GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION","up",1.97158763,0.0110048103,0.00990075103,28,5777,11242,501,482
"CD8","GO_BP","GOBP_MEIOTIC_CELL_CYCLE","up",1.5917722,0.0110470774,0.00996227108,211,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS","up",1.96557911,0.0111478494,0.010048742,10,5777,11242,501,482
"CD8","GO_BP","GOBP_EPITHELIAL_TUBE_MORPHOGENESIS","up",1.61746578,0.0111478494,0.010048742,185,5777,11242,501,482
"CD8","GO_BP","GOBP_VESICLE_CYTOSKELETAL_TRAFFICKING","up",1.85800309,0.0112077575,0.0100923429,43,5777,11242,501,482
"CD8","GO_BP","GOBP_MEMBRANE_RAFT_ORGANIZATION","up",1.94185592,0.0112589328,0.0101458561,22,5777,11242,501,482
"CD8","GO_BP","GOBP_MEIOTIC_SPINDLE_ASSEMBLY","up",1.96851006,0.0112592862,0.0101696095,13,5777,11242,501,482
"CD8","GO_BP","GOBP_OSSIFICATION","up",1.5698641,0.0113481325,0.0102529994,227,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_PROTEOLYSIS","up",1.50947522,0.0117790986,0.0106246143,319,5777,11242,501,482
"CD8","GO_BP","GOBP_SINGLE_STRANDED_VIRAL_RNA_REPLICATION_VIA_DOUBLE_STRANDED_DNA_INTERMEDIATE","up",1.95901708,0.0117830263,0.0106523727,12,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING","up",1.92978178,0.011919151,0.0107786583,40,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_GTPASE_ACTIVITY","up",1.7366375,0.0120136776,0.0108811172,91,5777,11242,501,482
"CD8","GO_BP","GOBP_BIOMINERAL_TISSUE_DEVELOPMENT","up",1.73851699,0.0120136776,0.0108871457,89,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING","down",-1.99500323,0.0120136776,0.0108948486,26,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_EXTENT_OF_CELL_GROWTH","up",1.80946525,0.0120349759,0.0109383994,58,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS","up",1.93861348,0.0121160261,0.0110179504,20,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT","up",1.59225743,0.0121160261,0.0110392693,200,5777,11242,501,482
"CD8","GO_BP","GOBP_CEREBRAL_CORTEX_RADIALLY_ORIENTED_CELL_MIGRATION","up",1.92572534,0.0123521709,0.0112143122,22,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS","up",1.93550926,0.012383589,0.011245908,20,5777,11242,501,482
"CD8","GO_BP","GOBP_DNA_MODIFICATION","up",1.91259177,0.012491994,0.011369002,27,5777,11242,501,482
"CD8","GO_BP","GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS","up",1.68033477,0.0127317966,0.0115465433,118,5777,11242,501,482
"CD8","GO_BP","GOBP_FIBROBLAST_MIGRATION","up",1.86992089,0.0127884497,0.0116229474,40,5777,11242,501,482
"CD8","GO_BP","GOBP_TRNA_TRANSPORT","down",-1.83089097,0.0128219378,0.0116783797,5,5777,11242,501,482
"CD8","GO_BP","GOBP_DEFENSE_RESPONSE_TO_VIRUS","up",1.53842706,0.0129695825,0.011815877,260,5777,11242,501,482
"CD8","GO_BP","GOBP_ERBB_SIGNALING_PATHWAY","up",1.72213856,0.0130987593,0.0119589023,97,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_ENDOCYTOSIS","up",1.57629557,0.0132729224,0.012098347,203,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION","up",1.87345429,0.0133298164,0.0122012785,38,5777,11242,501,482
"CD8","GO_BP","GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS","up",1.56181846,0.0133298164,0.0122012785,224,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE","up",1.68984875,0.0134007944,0.0122769191,114,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS","up",1.68288276,0.0135469978,0.0124058161,162,5777,11242,501,482
"CD8","GO_BP","GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT","up",1.7941828,0.0141119953,0.0128790017,63,5777,11242,501,482
"CD8","GO_BP","GOBP_MITOCHONDRIAL_GENE_EXPRESSION","down",-1.60446018,0.0141574816,0.0129236216,156,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","up",1.67974468,0.0141855059,0.0129758019,116,5777,11242,501,482
"CD8","GO_BP","GOBP_NUCLEUS_LOCALIZATION","up",1.9070096,0.0141924445,0.0130086637,26,5777,11242,501,482
"CD8","GO_BP","GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR","up",1.81985436,0.0146005703,0.0134099269,46,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION","up",1.92866246,0.0148803988,0.0136452747,16,5777,11242,501,482
"CD8","GO_BP","GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION","up",1.57646983,0.0148835477,0.0136873403,201,5777,11242,501,482
"CD8","GO_BP","GOBP_NEGATIVE_REGULATION_OF_SECRETION","up",1.71504222,0.0148835477,0.0136899784,91,5777,11242,501,482
"CD8","GO_BP","GOBP_MICROTUBULE_BASED_TRANSPORT","up",1.60211402,0.0148835477,0.0136899784,168,5777,11242,501,482
"CD8","GO_BP","GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE","up",1.81871914,0.0149681309,0.0137865026,50,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION","up",1.50190385,0.0153367658,0.0141038543,303,5777,11242,501,482
"CD8","GO_BP","GOBP_MEIOTIC_SPINDLE_ORGANIZATION","up",1.91899062,0.015471785,0.0141729256,20,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_CYTOKINESIS","up",1.75129596,0.0155358594,0.0142457605,76,5777,11242,501,482
"CD8","GO_BP","GOBP_ATP_METABOLIC_PROCESS","up",1.6004115,0.0155358594,0.0142457605,166,5777,11242,501,482
"CD8","GO_BP","GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS","up",1.62868695,0.0156113828,0.0143429995,154,5777,11242,501,482
"CD8","GO_BP","GOBP_T_CELL_CHEMOTAXIS","up",1.91262965,0.0159773404,0.0146270209,20,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT","up",1.70826762,0.0159773404,0.0146270209,96,5777,11242,501,482
"CD8","GO_BP","GOBP_T_CELL_DIFFERENTIATION","up",1.51359663,0.0161784043,0.014795313,288,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION","up",1.89082034,0.0161784043,0.0147997277,9,5777,11242,501,482
"CD8","GO_BP","GOBP_NEGATIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY","down",-1.94659658,0.0166597187,0.0152145003,10,5777,11242,501,482
"CD8","GO_BP","GOBP_MITOTIC_CHROMOSOME_CONDENSATION","up",1.91659993,0.0166597187,0.0152145003,16,5777,11242,501,482
"CD8","GO_BP","GOBP_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT","up",1.66345025,0.0166597187,0.0152145003,116,5777,11242,501,482
"CD8","GO_BP","GOBP_CLEARANCE_OF_FOREIGN_INTRACELLULAR_NUCLEIC_ACIDS","up",1.81941925,0.0166597187,0.0152274309,6,5777,11242,501,482
"CD8","GO_BP","GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION","up",1.79451636,0.0171131993,0.0155410087,55,5777,11242,501,482
"CD8","GO_BP","GOBP_CEREBRAL_CORTEX_CELL_MIGRATION","up",1.87706515,0.0171564832,0.0156099435,29,5777,11242,501,482
"CD8","GO_BP","GOBP_RRNA_METHYLATION","down",-1.95197746,0.0172730717,0.0156543342,21,5777,11242,501,482
"CD8","GO_BP","GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS","up",1.5085458,0.0172730717,0.0156543342,266,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_AXON_EXTENSION","up",1.8086071,0.01735741,0.0157516909,50,5777,11242,501,482
"CD8","GO_BP","GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS","up",1.55547718,0.0174289679,0.0158113898,208,5777,11242,501,482
"CD8","GO_BP","GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT","up",1.58572432,0.0174784834,0.0158431897,173,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_PROTEIN_TRANSPORT","up",1.50211602,0.0176196155,0.0160009004,291,5777,11242,501,482
"CD8","GO_BP","GOBP_CALCIUM_ION_TRANSPORT","up",1.55146607,0.0176684574,0.0160712769,221,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR","down",-1.91348528,0.0180134908,0.016339744,31,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT","up",1.62003185,0.0182791078,0.0165579345,143,5777,11242,501,482
"CD8","GO_BP","GOBP_CELL_ADHESION_INVOLVED_IN_HEART_MORPHOGENESIS","up",1.76142815,0.0183681612,0.0166324903,5,5777,11242,501,482
"CD8","GO_BP","GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS","up",1.50336138,0.0185059921,0.0167118924,279,5777,11242,501,482
"CD8","GO_BP","GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION","up",1.76701275,0.0190554978,0.0171642733,62,5777,11242,501,482
"CD8","GO_BP","GOBP_LEUKOCYTE_CHEMOTAXIS","up",1.61013929,0.0193248864,0.0173481184,150,5777,11242,501,482
"CD8","GO_BP","GOBP_CELL_CHEMOTAXIS","up",1.55794018,0.0198938918,0.0178816992,198,5777,11242,501,482
"CD8","GO_BP","GOBP_EXOCYTOSIS","up",1.51817085,0.0198938918,0.0178816992,249,5777,11242,501,482
"CD8","GO_BP","GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION","up",1.6830644,0.0198938918,0.0179094556,105,5777,11242,501,482
"CD8","GO_BP","GOBP_AXON_EXTENSION","up",1.75732081,0.0201199885,0.0181501583,66,5777,11242,501,482
"CD8","GO_BP","GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE","up",1.63540793,0.0201199885,0.0181501583,122,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY","up",1.76892611,0.0202718169,0.0182641566,58,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_PLASMA_MEMBRANE_REPAIR","up",1.80797442,0.0204697139,0.0183717241,6,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION","up",1.78255752,0.0205877273,0.0185368979,52,5777,11242,501,482
"CD8","GO_BP","GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS","up",1.52752407,0.0205877273,0.018560642,237,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT","up",1.78714159,0.0205877273,0.0185987643,49,5777,11242,501,482
"CD8","GO_BP","GOBP_T_CELL_PROLIFERATION","up",1.56947821,0.0205877273,0.0185987643,169,5777,11242,501,482
"CD8","GO_BP","GOBP_NEUROTRANSMITTER_TRANSPORT","up",1.65119895,0.0206651887,0.0186731076,110,5777,11242,501,482
"CD8","GO_BP","GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE","up",1.75684128,0.0208537428,0.018880694,62,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE","up",1.68721284,0.0208537428,0.018880694,94,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION","up",1.71204928,0.0208806106,0.0189377927,78,5777,11242,501,482
"CD8","GO_BP","GOBP_MODULATION_OF_PROCESS_OF_ANOTHER_ORGANISM","up",1.69701751,0.02089375,0.0189824044,88,5777,11242,501,482
"CD8","GO_BP","GOBP_RESPONSE_TO_THYROID_HORMONE","up",1.87010049,0.0214433596,0.0194318358,11,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION","up",1.84497058,0.0214433596,0.0194318358,29,5777,11242,501,482
"CD8","GO_BP","GOBP_PHOSPHOLIPID_TRANSPORT","up",1.71042421,0.0215508758,0.0195626622,76,5777,11242,501,482
"CD8","GO_BP","GOBP_RRNA_MODIFICATION","down",-1.8813907,0.021933588,0.0199224048,32,5777,11242,501,482
"CD8","GO_BP","GOBP_ORGANELLE_MEMBRANE_FUSION","up",1.66865491,0.021933588,0.0199492553,101,5777,11242,501,482
"CD8","GO_BP","GOBP_PYRUVATE_METABOLIC_PROCESS","up",1.67059333,0.021933588,0.0199522226,97,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION","up",1.84006221,0.0219517535,0.0200023501,31,5777,11242,501,482
"CD8","GO_BP","GOBP_NATURAL_KILLER_CELL_CHEMOTAXIS","up",1.85637963,0.0219854775,0.0200666346,9,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY","up",1.8327537,0.0221531169,0.0201673477,37,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT","up",1.61914462,0.0222158963,0.020255097,127,5777,11242,501,482
"CD8","GO_BP","GOBP_ESTABLISHMENT_OF_SPINDLE_ORIENTATION","up",1.83177418,0.0223166678,0.0203807186,37,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_CELL_SHAPE","up",1.66576636,0.0223923772,0.0204537607,96,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION","up",1.80168702,0.0224220694,0.0204847652,6,5777,11242,501,482
"CD8","GO_BP","GOBP_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE","up",1.8616554,0.0227215467,0.020792413,10,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_PHOSPHORYLATION","up",1.46374819,0.0227503689,0.0208226007,313,5777,11242,501,482
"CD8","GO_BP","GOBP_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION","up",1.66012567,0.0227914035,0.0208941058,103,5777,11242,501,482
"CD8","GO_BP","GOBP_OVULATION","down",-1.8653976,0.0229596257,0.0209915511,7,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_MITOTIC_CYTOKINESIS","up",1.8725089,0.023005058,0.0210666802,18,5777,11242,501,482
"CD8","GO_BP","GOBP_IMMUNE_RESPONSE_IN_GUT_ASSOCIATED_LYMPHOID_TISSUE","down",-1.85237504,0.023005058,0.0210709089,6,5777,11242,501,482
"CD8","GO_BP","GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION","up",1.87118048,0.0230348678,0.0210757128,23,5777,11242,501,482
"CD8","GO_BP","GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS","up",1.86408581,0.0230348678,0.0210757128,11,5777,11242,501,482
"CD8","GO_BP","GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS","down",-1.42093894,0.0231038576,0.0211726237,294,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY","up",1.60421284,0.0231609831,0.0212587505,140,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_BINDING","up",1.84046183,0.0232673235,0.0213867874,28,5777,11242,501,482
"CD8","GO_BP","GOBP_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING","up",1.83935323,0.0232673235,0.0213867874,28,5777,11242,501,482
"CD8","GO_BP","GOBP_POSITIVE_REGULATION_OF_SECRETION","up",1.55887167,0.0232673235,0.0214112612,175,5777,11242,501,482
"CD8","GO_BP","GOBP_MYELOID_LEUKOCYTE_ACTIVATION","up",1.55214945,0.0232673235,0.0214407272,184,5777,11242,501,482
