gene_set,display_name,database,population,contrast,nes,pvalue,padj_in_database,padj_pooled,direction,set_size,leading_edge_size,n_ranked,peak_running_es,peak_rank,peak_rank_fraction,emitted_because_named
sting_specific_up,sting_specific_up,sting_axes,Treg,SF_vs_PB_Treg,1.6609432,0.0183588638,0.0183588638,0.104516443,up,13.0,7.0,13999.0,0.638501485,2064.0,0.147439103,True
sting_specific_up,sting_specific_up,sting_axes,Tcon,SF_vs_PB_Tcon,1.95353868,0.000855416086,0.000855416086,0.00923896546,up,16.0,9.0,14411.0,0.699476704,2315.0,0.160641177,True
sting_specific_up,sting_specific_up,sting_axes,CD8,SF_vs_PB_CD8,1.69445452,0.0114651739,0.0114651739,0.0956620259,up,13.0,7.0,14014.0,0.659078125,3045.0,0.217282717,True
