gene_set,display_name,database,population,contrast,nes,pvalue,padj_in_database,padj_pooled,direction,set_size,leading_edge_size,n_ranked,peak_running_es,peak_rank,peak_rank_fraction,emitted_because_named
HSR_core,HSR_core,project_frozen,Treg,SF_vs_PB_Treg,1.48548119,0.0319525992,0.0319525992,0.150766506,up,44.0,20.0,13999.0,0.425514082,3284.0,0.234588185,True
HSR_core,HSR_core,project_frozen,Tcon,SF_vs_PB_Tcon,-1.3293108,0.084939843,0.0990964835,0.233589538,down,44.0,10.0,14411.0,-0.354888888,13050.0,0.905558254,True
HSR_core,HSR_core,project_frozen,CD8,SF_vs_PB_CD8,-1.12795746,0.257263391,0.257263391,0.523367424,down,44.0,9.0,14014.0,-0.306450053,12792.0,0.912801484,True
