population,contrast,database,panel,selection_rule,rank_in_panel,pathway_id,display_name,direction,nes,enrichment_score,pvalue,padj_in_database,padj_pooled,pooled_under,set_size,leading_edge_size,gene_ratio
Treg,SF_vs_PB_Treg,GO_CC,facet,top 10 per direction by pooled FDR,1,GOCC_TRANSPORT_VESICLE,Transport Vesicle,up,2.41863523,0.51414540500000006,8.894234160000001e-20,2.8766716799999995e-17,7.320665019999999e-17,GO_CC,316,141,0.446202532
Treg,SF_vs_PB_Treg,GO_CC,facet,top 10 per direction by pooled FDR,2,GOCC_COPII_COATED_ER_TO_GOLGI_TRANSPORT_VESICLE,Copii Coated ER to Golgi Transport Vesicle,up,2.63137573,0.672785375,7.38617377e-14,1.05376079e-11,2.26476058e-11,GO_CC,80,41,0.5125
Treg,SF_vs_PB_Treg,GO_CC,facet,top 10 per direction by pooled FDR,3,GOCC_FICOLIN_1_RICH_GRANULE,Ficolin 1 Rich Granule,up,2.37541662,0.546580513,9.660989e-14,1.18140094e-11,2.88431369e-11,GO_CC,160,69,0.43125
Treg,SF_vs_PB_Treg,GO_CC,facet,top 10 per direction by pooled FDR,4,GOCC_VESICLE_LUMEN,Vesicle Lumen,up,2.279744,0.500551867,1.55200049e-13,1.66064053e-11,4.4018614e-11,GO_CC,235,103,0.438297872
Treg,SF_vs_PB_Treg,GO_CC,facet,top 10 per direction by pooled FDR,5,GOCC_SECRETORY_GRANULE_MEMBRANE,Secretory Granule Membrane,up,2.22922764,0.493328328,2.548833e-12,2.18180105e-10,6.72476987e-10,GO_CC,219,108,0.493150685
Treg,SF_vs_PB_Treg,GO_CC,facet,top 10 per direction by pooled FDR,6,GOCC_COATED_VESICLE,Coated Vesicle,up,2.21317869,0.484784157,3.07945648e-12,2.39637704e-10,7.94009858e-10,GO_CC,240,109,0.454166667
Treg,SF_vs_PB_Treg,GO_CC,facet,top 10 per direction by pooled FDR,7,GOCC_LATE_ENDOSOME,Late Endosome,up,2.16249764,0.470300468,5.95844186e-12,4.25035519e-10,1.46953311e-9,GO_CC,255,86,0.337254902
Treg,SF_vs_PB_Treg,GO_CC,facet,top 10 per direction by pooled FDR,8,GOCC_ENDOPLASMIC_RETICULUM_PROTEIN_CONTAINING_COMPLEX,Endoplasmic Reticulum Protein Containing Complex,up,2.37021645,0.571471076,2.16335051e-11,1.4244831e-9,4.42569459e-9,GO_CC,115,60,0.52173913
Treg,SF_vs_PB_Treg,GO_CC,facet,top 10 per direction by pooled FDR,9,GOCC_LATE_ENDOSOME_MEMBRANE,Late Endosome Membrane,up,2.27128373,0.526704145,3.85026105e-11,2.35264978e-9,6.7201864e-9,GO_CC,151,57,0.377483444
Treg,SF_vs_PB_Treg,GO_CC,facet,top 10 per direction by pooled FDR,10,GOCC_TRANSPORT_VESICLE_MEMBRANE,Transport Vesicle Membrane,up,2.27302238,0.520027288,4.12263397e-11,2.35264978e-9,6.98078841e-9,GO_CC,167,81,0.48502994
Treg,SF_vs_PB_Treg,GO_CC,facet,top 10 per direction by pooled FDR,11,GOCC_CYTOSOLIC_RIBOSOME,Cytosolic Ribosome,down,-3.13910317,-0.722565171,2.9491906799999996e-26,2.5245072200000002e-23,3.7176187e-23,GO_CC,110,77,0.7
Treg,SF_vs_PB_Treg,GO_CC,facet,top 10 per direction by pooled FDR,12,GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT,Cytosolic Large Ribosomal Subunit,down,-3.07173418,-0.813758909,1.00817933e-19,2.8766716799999995e-17,7.6251963e-17,GO_CC,52,47,0.903846154
Treg,SF_vs_PB_Treg,GO_CC,facet,top 10 per direction by pooled FDR,13,GOCC_RIBOSOMAL_SUBUNIT,Ribosomal Subunit,down,-2.57959596,-0.556516158,1.87249579e-16,4.00714099e-14,8.17056335e-14,GO_CC,170,81,0.476470588
