population,contrast,database,panel,selection_rule,rank_in_panel,pathway_id,display_name,direction,nes,enrichment_score,pvalue,padj_in_database,padj_pooled,pooled_under,set_size,leading_edge_size,gene_ratio
Tcon,SF_vs_PB_Tcon,TF_Targets,running_sum,top 5 by |NES|,1,TBX21,Tbx21,up,2.57623922,0.71711276,8.51931102e-11,3.65113329e-9,9.47609518e-9,TF_Targets,46,24,0.52173913
Tcon,SF_vs_PB_Tcon,TF_Targets,running_sum,top 5 by |NES|,2,CEBPD,Cebpd,up,2.53087359,0.698066349,4.53735233e-10,1.81494093e-8,4.33785883e-8,TF_Targets,48,28,0.583333333
Tcon,SF_vs_PB_Tcon,TF_Targets,running_sum,top 5 by |NES|,3,ATF3,Atf3,up,2.49595794,0.627053718,7.02225648e-11,3.24104145e-9,7.88674398e-9,TF_Targets,78,44,0.564102564
Tcon,SF_vs_PB_Tcon,TF_Targets,running_sum,top 5 by |NES|,4,RFXAP,Rfxap,up,2.46136932,0.881069546,8.47168584e-10,2.99000677e-8,7.53849706e-8,TF_Targets,16,12,0.75
Tcon,SF_vs_PB_Tcon,TF_Targets,running_sum,top 5 by |NES|,5,RFXANK,Rfxank,up,2.44610132,0.849187751,1.064937e-8,2.77809652e-7,6.73179847e-7,TF_Targets,18,13,0.722222222
