population,contrast,database,panel,selection_rule,rank_in_panel,pathway_id,display_name,direction,nes,enrichment_score,pvalue,padj_in_database,padj_pooled,pooled_under,set_size,leading_edge_size,gene_ratio
Tcon,SF_vs_PB_Tcon,Hallmark,running_sum,top 5 by |NES|,1,HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon-gamma Response,up,2.75117581,0.605976294,2.1047386500000004e-21,1.05236932e-19,1.01448403e-18,Hallmark,183,85,0.464480874
Tcon,SF_vs_PB_Tcon,Hallmark,running_sum,top 5 by |NES|,2,HALLMARK_INFLAMMATORY_RESPONSE,Inflammatory Response,up,2.57596727,0.582874893,5.18641659e-16,6.483020740000001e-15,1.42848731e-13,Hallmark,150,75,0.5
Tcon,SF_vs_PB_Tcon,Hallmark,running_sum,top 5 by |NES|,3,HALLMARK_IL2_STAT5_SIGNALING,IL-2/STAT5 Signaling,up,2.54183941,0.56271082,6.810125399999999e-17,1.7025313500000002e-15,2.1291765e-14,Hallmark,176,96,0.545454545
Tcon,SF_vs_PB_Tcon,Hallmark,running_sum,top 5 by |NES|,4,HALLMARK_TNFA_SIGNALING_VIA_NFKB,TNF-alpha Signaling via NF-kappaB,up,2.49960205,0.552217099,5.14225592e-16,6.483020740000001e-15,1.42848731e-13,Hallmark,179,80,0.446927374
Tcon,SF_vs_PB_Tcon,Hallmark,running_sum,top 5 by |NES|,5,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,up,2.48476006,0.592833335,5.67538949e-12,4.72949124e-11,8.10529699e-10,Hallmark,106,65,0.613207547
