population,contrast,database,panel,selection_rule,rank_in_panel,pathway_id,display_name,direction,nes,enrichment_score,pvalue,padj_in_database,padj_pooled,pooled_under,set_size,leading_edge_size,gene_ratio
CD8,SF_vs_PB_CD8,WikiPathways,running_sum,top 5 by |NES|,1,WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS,Cytoplasmic Ribosomal Proteins,down,-3.74953763,-0.889536678,1.4660266399999998e-49,1.2168021099999998e-46,3.783923219999999e-46,WikiPathways,86,75,0.872093023
CD8,SF_vs_PB_CD8,WikiPathways,running_sum,top 5 by |NES|,2,WP_22Q112_DISTAL_CNV,22q112 Distal Cnv,down,-2.52971757,-0.568421815,4.90887575e-13,2.03718344e-10,1.25787214e-10,WikiPathways,119,37,0.31092437
CD8,SF_vs_PB_CD8,WikiPathways,running_sum,top 5 by |NES|,3,WP_ALLOGRAFT_REJECTION,Allograft Rejection,up,2.25978762,0.607680204,1.40263526e-7,2.91046816e-5,1.60136507e-5,WikiPathways,65,34,0.523076923
CD8,SF_vs_PB_CD8,WikiPathways,running_sum,top 5 by |NES|,4,WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS,Calcium Regulation in Cardiac Cells,up,2.17774037,0.558690346,1.05674905e-7,2.91046816e-5,1.24340544e-5,WikiPathways,85,34,0.4
CD8,SF_vs_PB_CD8,WikiPathways,running_sum,top 5 by |NES|,5,WP_CELL_INTERACTIONS_IN_PANCREATIC_CANCER_MICROENVIRONMENT,Cell Interactions in Pancreatic Cancer Microenvironment,up,2.1761402,0.730316692,1.14157031e-5,9.47503358e-4,6.54897873e-4,WikiPathways,23,13,0.565217391
