source_label,source_path,sha256
WT_heat_up,mouse_anchor/03_results/human_projection/signatures/WT_heat/WT_heat_up.txt,d0228111b89ae913eb63cf03e3d9aa9731d8b85646a8631e86dac00d2dad3957
WT_heat_down,mouse_anchor/03_results/human_projection/signatures/WT_heat/WT_heat_down.txt,074e7bb6287406cfd0b8df9b123d5a559afd379499d29c68bedb8910551c7090
WT_heat_ranked,mouse_anchor/03_results/human_projection/signatures/WT_heat/WT_heat_ranked.rnk,1228028724fe997e5d5d4c4cbd4c5ad956660c37a5bf9a1b486b63e16ab28440
