population,contrast,database,panel,selection_rule,rank_in_panel,pathway_id,display_name,direction,nes,enrichment_score,pvalue,padj_in_database,padj_pooled,set_size,leading_edge_size,gene_ratio
CD8,SF_vs_PB_CD8,GO_BP,running_sum,top 5 by |NES|,1,GOBP_CYTOPLASMIC_TRANSLATION,Cytoplasmic Translation,down,-3.62187354,-0.778814107,4.2655305399999996e-50,2.4641969899999996e-46,1.9827553099999997e-46,159,93,0.58490566
CD8,SF_vs_PB_CD8,GO_BP,running_sum,top 5 by |NES|,2,GOBP_NEGATIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION,Negative Regulation of Syncytium Formation by Plasma Membrane Fusion,down,-3.35938921,-0.898974923,1.01421153e-29,2.9295500099999995e-26,5.4294124e-27,47,42,0.893617021
CD8,SF_vs_PB_CD8,GO_BP,running_sum,top 5 by |NES|,3,GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION,Regulation of Syncytium Formation by Plasma Membrane Fusion,down,-3.15061071,-0.801078118,8.00118971e-22,1.15557182e-18,3.10170258e-19,60,43,0.716666667
CD8,SF_vs_PB_CD8,GO_BP,running_sum,top 5 by |NES|,4,GOBP_MYOBLAST_FUSION,Myoblast Fusion,down,-3.09314222,-0.766043269,7.66406731e-21,8.85506337e-18,2.77933693e-18,69,45,0.652173913
CD8,SF_vs_PB_CD8,GO_BP,running_sum,top 5 by |NES|,5,GOBP_SYNCYTIUM_FORMATION,Syncytium Formation,down,-2.91371732,-0.705139687,1.14080804e-17,1.09840801e-14,3.6642754300000005e-15,78,45,0.576923077
