population,contrast,database,panel,selection_rule,rank_in_panel,pathway_id,display_name,direction,nes,enrichment_score,pvalue,padj_in_database,padj_pooled,pooled_under,set_size,leading_edge_size,gene_ratio
CD8,SF_vs_PB_CD8,GO_BP,barplot,"pooled FDR < 0.05 only, then top 20 of those 500 by |NES|",1,GOBP_CYTOPLASMIC_TRANSLATION,Cytoplasmic Translation,down,-3.62187354,-0.778814107,4.2655305399999996e-50,2.4641969899999996e-46,2.00197967e-46,GO_BP,159,93,0.58490566
CD8,SF_vs_PB_CD8,GO_BP,barplot,"pooled FDR < 0.05 only, then top 20 of those 500 by |NES|",2,GOBP_NEGATIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION,Negative Regulation of Syncytium Formation by Plasma Membrane Fusion,down,-3.35938921,-0.898974923,1.01421153e-29,2.9295500099999995e-26,5.4820548e-27,GO_BP,47,42,0.893617021
CD8,SF_vs_PB_CD8,GO_BP,barplot,"pooled FDR < 0.05 only, then top 20 of those 500 by |NES|",3,GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION,Regulation of Syncytium Formation by Plasma Membrane Fusion,down,-3.15061071,-0.801078118,8.00118971e-22,1.15557182e-18,3.13177601e-19,GO_BP,60,43,0.716666667
CD8,SF_vs_PB_CD8,GO_BP,barplot,"pooled FDR < 0.05 only, then top 20 of those 500 by |NES|",4,GOBP_MYOBLAST_FUSION,Myoblast Fusion,down,-3.09314222,-0.766043269,7.66406731e-21,8.85506337e-18,2.80628478e-18,GO_BP,69,45,0.652173913
CD8,SF_vs_PB_CD8,GO_BP,barplot,"pooled FDR < 0.05 only, then top 20 of those 500 by |NES|",5,GOBP_SYNCYTIUM_FORMATION,Syncytium Formation,down,-2.91371732,-0.705139687,1.14080804e-17,1.09840801e-14,3.69980346e-15,GO_BP,78,45,0.576923077
CD8,SF_vs_PB_CD8,GO_BP,barplot,"pooled FDR < 0.05 only, then top 20 of those 500 by |NES|",6,GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,Ribosomal Small Subunit Biogenesis,down,-2.74023966,-0.630100215,2.04533392e-15,1.31287712e-12,6.10962772e-13,GO_BP,104,39,0.375
CD8,SF_vs_PB_CD8,GO_BP,barplot,"pooled FDR < 0.05 only, then top 20 of those 500 by |NES|",7,GOBP_MYOTUBE_DIFFERENTIATION,Myotube Differentiation,down,-2.71554987,-0.614446679,7.74164992e-16,6.38907308e-13,2.44098523e-13,GO_BP,114,50,0.438596491
CD8,SF_vs_PB_CD8,GO_BP,barplot,"pooled FDR < 0.05 only, then top 20 of those 500 by |NES|",8,GOBP_RIBOSOME_BIOGENESIS,Ribosome Biogenesis,down,-2.70544379,-0.538834954,1.84066756e-26,3.54451216e-23,8.70559061e-24,GO_BP,295,123,0.416949153
CD8,SF_vs_PB_CD8,GO_BP,barplot,"pooled FDR < 0.05 only, then top 20 of those 500 by |NES|",9,GOBP_RIBOSOME_ASSEMBLY,Ribosome Assembly,down,-2.58977132,-0.661003347,2.24089743e-10,6.47283222e-8,4.10264947e-8,GO_BP,59,26,0.440677966
CD8,SF_vs_PB_CD8,GO_BP,barplot,"pooled FDR < 0.05 only, then top 20 of those 500 by |NES|",10,GOBP_STRIATED_MUSCLE_CONTRACTION,Striated Muscle Contraction,down,-2.55134579,-0.564032131,2.61295085e-13,1.25791809e-10,6.74081935e-11,GO_BP,132,52,0.393939394
CD8,SF_vs_PB_CD8,GO_BP,barplot,"pooled FDR < 0.05 only, then top 20 of those 500 by |NES|",11,GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION,Negative Regulation of Viral Genome Replication,up,2.54411801,0.752495462,1.45153453e-10,4.93265587e-8,2.84075318e-8,GO_BP,40,20,0.5
CD8,SF_vs_PB_CD8,GO_BP,barplot,"pooled FDR < 0.05 only, then top 20 of those 500 by |NES|",12,GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,Ribosomal Large Subunit Biogenesis,down,-2.54226559,-0.629613934,8.13597532e-11,2.93759559e-8,1.64913314e-8,GO_BP,69,32,0.463768116
CD8,SF_vs_PB_CD8,GO_BP,barplot,"pooled FDR < 0.05 only, then top 20 of those 500 by |NES|",13,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II,Antigen Processing and Presentation of Exogenous Peptide Antigen via MHC Class II,up,2.45939707,0.794375159,7.55373941e-9,1.45459842e-6,1.07810096e-6,GO_BP,27,15,0.555555556
CD8,SF_vs_PB_CD8,GO_BP,barplot,"pooled FDR < 0.05 only, then top 20 of those 500 by |NES|",14,GOBP_RRNA_PROCESSING,rRNA Processing,down,-2.44012574,-0.504605326,1.1992255300000002e-15,8.65990737e-13,3.67902946e-13,GO_BP,213,84,0.394366197
CD8,SF_vs_PB_CD8,GO_BP,barplot,"pooled FDR < 0.05 only, then top 20 of those 500 by |NES|",15,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II,Antigen Processing and Presentation of Peptide or Polysaccharide Antigen via MHC Class II,up,2.42608979,0.759185021,2.35630376e-8,4.0036373e-6,2.93916527e-6,GO_BP,31,15,0.483870968
CD8,SF_vs_PB_CD8,GO_BP,barplot,"pooled FDR < 0.05 only, then top 20 of those 500 by |NES|",16,GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION,Regulation of Viral Genome Replication,up,2.42466371,0.651527458,4.13253144e-10,1.03798409e-7,7.10732794e-8,GO_BP,66,25,0.378787879
CD8,SF_vs_PB_CD8,GO_BP,barplot,"pooled FDR < 0.05 only, then top 20 of those 500 by |NES|",17,GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE,Regulation of Viral Life Cycle,up,2.40247403,0.615256704,1.93881885e-10,5.89502973e-8,3.66792212e-8,GO_BP,87,33,0.379310345
CD8,SF_vs_PB_CD8,GO_BP,barplot,"pooled FDR < 0.05 only, then top 20 of those 500 by |NES|",18,GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS,Negative Regulation of Viral Process,up,2.39889633,0.657718042,6.48494434e-9,1.29184564e-6,9.5598186e-7,GO_BP,59,28,0.474576271
