population,contrast,database,panel,selection_rule,rank_in_panel,pathway_id,display_name,direction,nes,enrichment_score,pvalue,padj_in_database,padj_pooled,pooled_under,set_size,leading_edge_size,gene_ratio
CD8,SF_vs_PB_CD8,GO_BP,dotplot,top 20 by pooled FDR,1,GOBP_CYTOPLASMIC_TRANSLATION,Cytoplasmic Translation,down,-3.62722434,-0.777112431,9.976785659999999e-51,5.86634997e-47,5.75211577e-47,GO_BP,164,95,0.579268293
CD8,SF_vs_PB_CD8,GO_BP,dotplot,top 20 by pooled FDR,2,GOBP_NEGATIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION,Negative Regulation of Syncytium Formation by Plasma Membrane Fusion,down,-3.35793572,-0.898974923,7.873155499999999e-29,2.3147077199999996e-25,4.1266070899999995e-26,GO_BP,47,42,0.893617021
CD8,SF_vs_PB_CD8,GO_BP,dotplot,top 20 by pooled FDR,3,GOBP_RIBOSOME_BIOGENESIS,Ribosome Biogenesis,down,-2.7141707,-0.535895654,4.17122645e-28,8.175603839999999e-25,2.09123531e-25,GO_BP,321,138,0.429906542
CD8,SF_vs_PB_CD8,GO_BP,dotplot,top 20 by pooled FDR,4,GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION,Regulation of Syncytium Formation by Plasma Membrane Fusion,down,-3.1914154,-0.805161816,2.21878767e-22,3.26161788e-19,8.82235884e-20,GO_BP,62,44,0.709677419
CD8,SF_vs_PB_CD8,GO_BP,dotplot,top 20 by pooled FDR,5,GOBP_MYOBLAST_FUSION,Myoblast Fusion,down,-3.13882571,-0.771655195,1.9739301000000003e-21,2.3213418e-18,7.34238323e-19,GO_BP,71,46,0.647887324
CD8,SF_vs_PB_CD8,GO_BP,dotplot,top 20 by pooled FDR,6,GOBP_SYNCYTIUM_FORMATION,Syncytium Formation,down,-2.97086737,-0.713364701,7.23121753e-19,7.08659318e-16,2.45244616e-16,GO_BP,80,46,0.575
CD8,SF_vs_PB_CD8,GO_BP,dotplot,top 20 by pooled FDR,7,GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,Ribosomal Small Subunit Biogenesis,down,-2.75247128,-0.624599185,3.52057879e-17,2.95728618e-14,1.12766094e-14,GO_BP,112,41,0.366071429
CD8,SF_vs_PB_CD8,GO_BP,dotplot,top 20 by pooled FDR,8,GOBP_MYOTUBE_DIFFERENTIATION,Myotube Differentiation,down,-2.73303291,-0.614689854,2.0412324400000001e-16,1.50030585e-13,6.36147333e-14,GO_BP,118,51,0.43220339
CD8,SF_vs_PB_CD8,GO_BP,dotplot,top 20 by pooled FDR,9,GOBP_RRNA_PROCESSING,rRNA Processing,down,-2.44760601,-0.501891631,4.11229771e-16,2.68670117e-13,1.24786592e-13,GO_BP,229,89,0.388646288
CD8,SF_vs_PB_CD8,GO_BP,dotplot,top 20 by pooled FDR,10,GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION,Protein RNA Complex Organization,down,-2.34741411,-0.481049975,9.955054150000002e-15,5.85357184e-12,2.86979323e-12,GO_BP,230,82,0.356521739
CD8,SF_vs_PB_CD8,GO_BP,dotplot,top 20 by pooled FDR,11,GOBP_RRNA_METABOLIC_PROCESS,rRNA Metabolic Process,down,-2.23028798,-0.446673852,9.18968186e-14,4.91230267e-11,2.52300527e-11,GO_BP,279,97,0.347670251
CD8,SF_vs_PB_CD8,GO_BP,dotplot,top 20 by pooled FDR,12,GOBP_STRIATED_MUSCLE_CONTRACTION,Striated Muscle Contraction,down,-2.50973797,-0.553860264,3.38475685e-13,1.65853085e-10,8.87037072e-11,GO_BP,134,52,0.388059701
CD8,SF_vs_PB_CD8,GO_BP,dotplot,top 20 by pooled FDR,13,GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,Striated Muscle Cell Differentiation,down,-2.25519448,-0.468327944,2.76852523e-12,1.25222526e-9,6.65080509e-10,GO_BP,207,56,0.270531401
CD8,SF_vs_PB_CD8,GO_BP,dotplot,top 20 by pooled FDR,14,GOBP_VIRAL_LIFE_CYCLE,Viral Life Cycle,up,2.15157596,0.48277556,7.7870371e-12,3.27055558e-9,1.7958465e-9,GO_BP,227,82,0.36123348
CD8,SF_vs_PB_CD8,GO_BP,dotplot,top 20 by pooled FDR,15,GOBP_RIBOSOME_ASSEMBLY,Ribosome Assembly,down,-2.60399404,-0.647293663,2.93634261e-11,1.1510463e-8,6.63901306e-9,GO_BP,67,29,0.432835821
CD8,SF_vs_PB_CD8,GO_BP,dotplot,top 20 by pooled FDR,16,GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,Ribosomal Large Subunit Biogenesis,down,-2.55322902,-0.61629322,1.19958839e-10,4.40848732e-8,2.60989692e-8,GO_BP,78,35,0.448717949
CD8,SF_vs_PB_CD8,GO_BP,dotplot,top 20 by pooled FDR,17,GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION,Negative Regulation of Viral Genome Replication,up,2.51913699,0.743058763,1.40306699e-10,4.83091835e-8,2.99606767e-8,GO_BP,41,20,0.487804878
CD8,SF_vs_PB_CD8,GO_BP,dotplot,top 20 by pooled FDR,18,GOBP_MUSCLE_CELL_DIFFERENTIATION,Muscle Cell Differentiation,down,-2.06413885,-0.414401363,1.47885256e-10,4.83091835e-8,3.1004816e-8,GO_BP,274,63,0.229927007
CD8,SF_vs_PB_CD8,GO_BP,dotplot,top 20 by pooled FDR,19,GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE,Regulation of Viral Life Cycle,up,2.37528176,0.603965516,1.9935146e-10,6.16940309e-8,4.10486016e-8,GO_BP,91,33,0.362637363
CD8,SF_vs_PB_CD8,GO_BP,dotplot,top 20 by pooled FDR,20,GOBP_MUSCLE_CONTRACTION,Muscle Contraction,down,-2.13066072,-0.44156636,2.50392027e-10,7.36152558e-8,4.97805251e-8,GO_BP,210,60,0.285714286
