gene,median_mthi_eff,median_mthi_noneff,median_normal,frac_expr_mthi_eff,frac_expr_mthi_noneff,frac_expr_normal,mannwhitney_u,rank_biserial,pvalue,fdr,comparison,evidence_tier
FOXP3,1.4307115077972412,0.0,1.85452401638031,0.5532646048109966,0.26851851851851855,0.8043722813859308,2925281.5,-0.24609916411395927,3.862983816889202e-13,6.438306361482003e-13,mt_hi_effector_vs_normal_Treg,secondary_percell
IKZF2,2.118095874786377,2.1164939403533936,0.6543624401092529,0.7697594501718213,0.7083333333333334,0.5230988450577471,6191830.0,0.5957526865924745,1.3600793649679065e-76,6.800396824839532e-76,mt_hi_effector_vs_normal_Treg,secondary_percell
CTLA4,1.8224053382873535,0.0,1.086103916168213,0.7353951890034365,0.36574074074074076,0.6533673316334183,5311827.0,0.36895912936311936,1.6862044344897995e-28,4.215511086224499e-28,mt_hi_effector_vs_normal_Treg,secondary_percell
IL2RA,1.5209428071975708,0.0,1.1406108140945435,0.5670103092783505,0.3055555555555556,0.6724538773061347,4047056.5,0.043003648786632764,0.19817822562814058,0.24772278203517573,mt_hi_effector_vs_normal_Treg,secondary_percell
TIGIT,1.5178755521774292,0.0,1.279977798461914,0.5910652920962199,0.25462962962962965,0.7027898605069747,3912067.0,0.00821428000764901,0.8067237224794173,0.8067237224794173,mt_hi_effector_vs_normal_Treg,secondary_percell
