population,contrast,database,panel,selection_rule,rank_in_panel,pathway_id,display_name,direction,nes,enrichment_score,pvalue,padj_in_database,padj_pooled,pooled_under,set_size,leading_edge_size,gene_ratio
CD8,SF_vs_PB_CD8,GO_MF,dotplot,top 20 by pooled FDR,1,GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,Structural Constituent of Ribosome,down,-3.3761621,-0.727127309,2.02496025e-38,2.85519396e-35,1.37363774e-35,GO_MF,158,91,0.575949367
CD8,SF_vs_PB_CD8,GO_MF,dotplot,top 20 by pooled FDR,2,GOMF_RRNA_BINDING,rRNA Binding,down,-2.55126853,-0.631872602,7.68277586e-11,5.41635698e-8,1.67165606e-8,GO_MF,68,35,0.514705882
CD8,SF_vs_PB_CD8,GO_MF,dotplot,top 20 by pooled FDR,3,GOMF_MHC_CLASS_II_PROTEIN_COMPLEX_BINDING,MHC Class II Protein Complex Binding,up,2.46910502,0.811457328,3.7477549e-9,1.7614448e-6,6.1741585e-7,GO_MF,25,15,0.6
CD8,SF_vs_PB_CD8,GO_MF,dotplot,top 20 by pooled FDR,4,GOMF_MICROTUBULE_BINDING,Microtubule Binding,up,1.9465415,0.435103165,1.69770876e-8,5.98442337e-6,2.276509e-6,GO_MF,232,88,0.379310345
CD8,SF_vs_PB_CD8,GO_MF,dotplot,top 20 by pooled FDR,5,GOMF_ACTIN_BINDING,Actin Binding,up,1.86925492,0.407302804,2.53104366e-8,6.13704244e-6,3.31681766e-6,GO_MF,295,112,0.379661017
CD8,SF_vs_PB_CD8,GO_MF,dotplot,top 20 by pooled FDR,6,GOMF_TUBULIN_BINDING,Tubulin Binding,up,1.84797241,0.400109466,2.61150742e-8,6.13704244e-6,3.38380939e-6,GO_MF,317,112,0.353312303
CD8,SF_vs_PB_CD8,GO_MF,dotplot,top 20 by pooled FDR,7,GOMF_POLYPEPTIDE_CONFORMATION_OR_ASSEMBLY_ISOMERASE_ACTIVITY,Polypeptide Conformation or Assembly Isomerase Activity,up,2.19178545,0.56700456,2.00948756e-7,4.04768209e-5,2.16573931e-5,GO_MF,81,41,0.50617284
CD8,SF_vs_PB_CD8,GO_MF,dotplot,top 20 by pooled FDR,8,GOMF_CYTOSKELETAL_MOTOR_ACTIVITY,Cytoskeletal Motor Activity,up,2.17512531,0.574790991,3.61038979e-7,6.36331201e-5,3.75090226e-5,GO_MF,71,37,0.521126761
CD8,SF_vs_PB_CD8,GO_MF,dotplot,top 20 by pooled FDR,9,GOMF_ACTIN_FILAMENT_BINDING,Actin Filament Binding,up,1.96614099,0.467263956,7.5182251e-7,1.17785527e-4,6.77345093e-5,GO_MF,141,60,0.425531915
CD8,SF_vs_PB_CD8,GO_MF,dotplot,top 20 by pooled FDR,10,GOMF_PEPTIDE_ANTIGEN_BINDING,Peptide Antigen Binding,up,2.24099199,0.722671884,2.64355683e-6,3.72741514e-4,1.97957775e-4,GO_MF,27,17,0.62962963
CD8,SF_vs_PB_CD8,GO_MF,dotplot,top 20 by pooled FDR,11,GOMF_MHC_PROTEIN_COMPLEX_BINDING,MHC Protein Complex Binding,up,2.16595344,0.658309057,3.29012648e-6,4.21734395e-4,2.38627287e-4,GO_MF,35,16,0.457142857
CD8,SF_vs_PB_CD8,GO_MF,dotplot,top 20 by pooled FDR,12,GOMF_CALMODULIN_BINDING,Calmodulin Binding,up,1.90039379,0.462715109,6.12590079e-6,7.19793343e-4,3.86032174e-4,GO_MF,119,44,0.369747899
CD8,SF_vs_PB_CD8,GO_MF,dotplot,top 20 by pooled FDR,13,GOMF_TRANSLATION_INITIATION_FACTOR_ACTIVITY,Translation Initiation Factor Activity,down,-2.14100715,-0.564772943,7.86871894e-6,8.53453362e-4,4.75089355e-4,GO_MF,50,13,0.26
CD8,SF_vs_PB_CD8,GO_MF,dotplot,top 20 by pooled FDR,14,GOMF_TRANSLATION_FACTOR_ACTIVITY,Translation Factor Activity,down,-2.05000085,-0.490262101,8.9161493e-6,8.97983608e-4,5.35526217e-4,GO_MF,82,21,0.256097561
CD8,SF_vs_PB_CD8,GO_MF,dotplot,top 20 by pooled FDR,15,GOMF_CYTIDINE_DEAMINASE_ACTIVITY,Cytidine Deaminase Activity,up,2.03404901,0.907647496,1.12604538e-5,0.00105848266,6.49277768e-4,GO_MF,8,5,0.625
CD8,SF_vs_PB_CD8,GO_MF,dotplot,top 20 by pooled FDR,16,GOMF_CCR1_CHEMOKINE_RECEPTOR_BINDING,Ccr1 Chemokine Receptor Binding,up,1.86521504,0.955118159,1.55371901e-5,0.00136921488,8.4516451e-4,GO_MF,5,4,0.8
CD8,SF_vs_PB_CD8,GO_MF,dotplot,top 20 by pooled FDR,17,GOMF_RNA_METHYLTRANSFERASE_ACTIVITY,RNA Methyltransferase Activity,down,-2.00770835,-0.504755666,4.81106795e-5,0.00399035636,0.0019642566,GO_MF,63,30,0.476190476
