population,contrast,database,panel,selection_rule,rank_in_panel,pathway_id,display_name,direction,nes,enrichment_score,pvalue,padj_in_database,padj_pooled,set_size,leading_edge_size,gene_ratio
CD8,SF_vs_PB_CD8,GO_MF,running_sum,top 5 by |NES|,1,GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,Structural Constituent of Ribosome,down,-3.36650469,-0.726979598,2.78250443e-38,3.84263862e-35,1.95505718e-35,156,90,0.576923077
CD8,SF_vs_PB_CD8,GO_MF,running_sum,top 5 by |NES|,2,GOMF_RRNA_BINDING,rRNA Binding,down,-2.5634873,-0.646742493,7.88392863e-11,5.44385272e-8,1.61147501e-8,62,34,0.548387097
CD8,SF_vs_PB_CD8,GO_MF,running_sum,top 5 by |NES|,3,GOMF_MHC_CLASS_II_PROTEIN_COMPLEX_BINDING,MHC Class II Protein Complex Binding,up,2.46436401,0.811457328,3.72878335e-9,1.71648327e-6,5.74232636e-7,25,15,0.6
CD8,SF_vs_PB_CD8,GO_MF,running_sum,top 5 by |NES|,4,GOMF_PEPTIDE_ANTIGEN_BINDING,Peptide Antigen Binding,up,2.23520574,0.722671884,2.63075203e-6,3.30278959e-4,1.84888058e-4,27,17,0.62962963
CD8,SF_vs_PB_CD8,GO_MF,running_sum,top 5 by |NES|,5,GOMF_POLYPEPTIDE_CONFORMATION_OR_ASSEMBLY_ISOMERASE_ACTIVITY,Polypeptide Conformation or Assembly Isomerase Activity,up,2.19083946,0.56700456,2.00512708e-7,3.95582928e-5,2.03077825e-5,81,41,0.50617284
