population,contrast,database,panel,selection_rule,rank_in_panel,pathway_id,display_name,direction,nes,enrichment_score,pvalue,padj_in_database,padj_pooled,set_size,leading_edge_size,gene_ratio
CD8,SF_vs_PB_CD8,KEGG,running_sum,top 5 by |NES|,1,KEGG_RIBOSOME,Ribosome,down,-3.73688362,-0.888091305,3.0920277099999993e-49,5.72025127e-47,6.952115109999999e-46,85,76,0.894117647
CD8,SF_vs_PB_CD8,KEGG,running_sum,top 5 by |NES|,2,KEGG_TYPE_I_DIABETES_MELLITUS,Type I Diabetes Mellitus,up,2.29831292,0.709785048,1.70780777e-7,1.57972218e-5,1.77770138e-5,33,21,0.636363636
CD8,SF_vs_PB_CD8,KEGG,running_sum,top 5 by |NES|,3,KEGG_ALLOGRAFT_REJECTION,Allograft Rejection,up,2.26916858,0.700784438,3.96777682e-7,2.44679571e-5,3.7483821e-5,33,21,0.636363636
CD8,SF_vs_PB_CD8,KEGG,running_sum,top 5 by |NES|,4,KEGG_AUTOIMMUNE_THYROID_DISEASE,Autoimmune Thyroid Disease,up,2.25977694,0.702661738,7.27313133e-7,2.99446863e-5,6.19428351e-5,32,19,0.59375
CD8,SF_vs_PB_CD8,KEGG,running_sum,top 5 by |NES|,5,KEGG_GRAFT_VERSUS_HOST_DISEASE,Graft Versus Host Disease,up,2.25521504,0.68745435,8.09315847e-7,2.99446863e-5,6.73950278e-5,35,20,0.571428571
