population,contrast,database,panel,selection_rule,rank_in_panel,pathway_id,display_name,direction,nes,enrichment_score,pvalue,padj_in_database,padj_pooled,set_size,leading_edge_size,gene_ratio
CD8,SF_vs_PB_CD8,KEGG,dotplot,top 20 by pooled FDR,1,KEGG_RIBOSOME,Ribosome,down,-3.73688362,-0.888091305,3.0920277099999993e-49,5.72025127e-47,6.952115109999999e-46,85,76,0.894117647
CD8,SF_vs_PB_CD8,KEGG,dotplot,top 20 by pooled FDR,2,KEGG_TYPE_I_DIABETES_MELLITUS,Type I Diabetes Mellitus,up,2.29831292,0.709785048,1.70780777e-7,1.57972218e-5,1.77770138e-5,33,21,0.636363636
CD8,SF_vs_PB_CD8,KEGG,dotplot,top 20 by pooled FDR,3,KEGG_ALLOGRAFT_REJECTION,Allograft Rejection,up,2.26916858,0.700784438,3.96777682e-7,2.44679571e-5,3.7483821e-5,33,21,0.636363636
CD8,SF_vs_PB_CD8,KEGG,dotplot,top 20 by pooled FDR,4,KEGG_AUTOIMMUNE_THYROID_DISEASE,Autoimmune Thyroid Disease,up,2.25977694,0.702661738,7.27313133e-7,2.99446863e-5,6.19428351e-5,32,19,0.59375
CD8,SF_vs_PB_CD8,KEGG,dotplot,top 20 by pooled FDR,5,KEGG_GRAFT_VERSUS_HOST_DISEASE,Graft Versus Host Disease,up,2.25521504,0.68745435,8.09315847e-7,2.99446863e-5,6.73950278e-5,35,20,0.571428571
CD8,SF_vs_PB_CD8,KEGG,dotplot,top 20 by pooled FDR,6,KEGG_ASTHMA,Asthma,up,2.20688919,0.766726828,5.14656e-6,1.586856e-4,3.17899052e-4,20,11,0.55
CD8,SF_vs_PB_CD8,KEGG,dotplot,top 20 by pooled FDR,7,KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,Antigen Processing and Presentation,up,2.05513395,0.551901748,9.47793075e-6,2.13901954e-4,5.24881268e-4,66,22,0.333333333
CD8,SF_vs_PB_CD8,KEGG,dotplot,top 20 by pooled FDR,8,KEGG_CHEMOKINE_SIGNALING_PATHWAY,Chemokine Signaling Pathway,up,1.85828109,0.44488741,1.0406041e-5,2.13901954e-4,5.62426504e-4,135,56,0.414814815
CD8,SF_vs_PB_CD8,KEGG,dotplot,top 20 by pooled FDR,9,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,Regulation of Actin Cytoskeleton,up,1.83178796,0.436024728,1.03576537e-5,2.13901954e-4,5.62426504e-4,141,62,0.439716312
CD8,SF_vs_PB_CD8,KEGG,dotplot,top 20 by pooled FDR,10,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,Intestinal Immune Network For Iga Production,up,2.07045283,0.623760181,1.96747267e-5,3.63982444e-4,9.53376196e-4,37,13,0.351351351
CD8,SF_vs_PB_CD8,KEGG,dotplot,top 20 by pooled FDR,11,KEGG_AXON_GUIDANCE,Axon Guidance,up,1.97613674,0.517291975,2.35034645e-5,3.95285539e-4,0.00109637323,76,42,0.552631579
CD8,SF_vs_PB_CD8,KEGG,dotplot,top 20 by pooled FDR,12,KEGG_VIRAL_MYOCARDITIS,Viral Myocarditis,up,2.03997501,0.566435164,4.30496895e-5,6.63682712e-4,0.00171618656,55,23,0.418181818
CD8,SF_vs_PB_CD8,KEGG,dotplot,top 20 by pooled FDR,13,KEGG_CELL_ADHESION_MOLECULES_CAMS,Cell Adhesion Molecules Cams,up,1.9083301,0.492897589,1.38257523e-4,0.00196751091,0.00441559965,82,31,0.37804878
CD8,SF_vs_PB_CD8,KEGG,dotplot,top 20 by pooled FDR,14,KEGG_ENDOCYTOSIS,Endocytosis,up,1.7095061,0.404076114,2.05405088e-4,0.00271428152,0.00606415511,148,76,0.513513514
CD8,SF_vs_PB_CD8,KEGG,dotplot,top 20 by pooled FDR,15,KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,Systemic Lupus Erythematosus,up,1.90317717,0.566396318,4.16604176e-4,0.00513811817,0.00966821612,39,21,0.538461538
CD8,SF_vs_PB_CD8,KEGG,dotplot,top 20 by pooled FDR,16,KEGG_OOCYTE_MEIOSIS,Oocyte Meiosis,up,1.7415836,0.444825286,5.73945956e-4,0.00663625012,0.012037874,88,42,0.477272727
CD8,SF_vs_PB_CD8,KEGG,dotplot,top 20 by pooled FDR,17,KEGG_VEGF_SIGNALING_PATHWAY,VEGF Signaling Pathway,up,1.8012483,0.498465475,7.17231486e-4,0.00780516618,0.0141729256,56,28,0.5
CD8,SF_vs_PB_CD8,KEGG,dotplot,top 20 by pooled FDR,18,KEGG_INSULIN_SIGNALING_PATHWAY,Insulin Signaling Pathway,up,1.6924608,0.420789616,8.23698099e-4,0.00846578602,0.0155109113,104,44,0.423076923
CD8,SF_vs_PB_CD8,KEGG,dotplot,top 20 by pooled FDR,19,KEGG_GAP_JUNCTION,Gap Junction,up,1.78798857,0.50360916,9.65077288e-4,0.00939680517,0.0171642733,51,23,0.450980392
CD8,SF_vs_PB_CD8,KEGG,dotplot,top 20 by pooled FDR,20,KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,Neurotrophin Signaling Pathway,up,1.65994506,0.412705361,0.00129656182,0.0119931969,0.0209915511,104,34,0.326923077
