"population","tf","target","mor","sign_decision","stat","contrib","n_regulons","n_other_regulons","selective","promiscuity_band","avg_expr","padj_gene"
"Treg","HIF1A","TLR2",1,"default activation",-1.17322616,-1.17322616,17,16,FALSE,"<=25",-1.54637364,0.393320729
"Treg","HIF1A","BCR",1,"default activation",-1.24534281,-1.24534281,14,13,FALSE,"<=25",2.74869183,0.36385051
"Treg","HIF1A","SDHB",-1,"PMID",1.25969708,-1.25969708,6,5,FALSE,"<=10",6.33483821,0.358405404
"Treg","HIF1A","NT5E",1,"PMID",-1.28818454,-1.28818454,11,10,FALSE,"<=25",0.276994705,0.355458469
"Treg","HIF1A","ERBB2",1,"default activation",-1.35504819,-1.35504819,63,62,FALSE,">25",0.592255829,0.322553768
"Treg","HIF1A","CDKN1C",1,"default activation",-1.37095206,-1.37095206,39,38,FALSE,">25",-0.937591543,0.316733784
"Treg","HIF1A","GYS1",1,"PMID",-1.39725208,-1.39725208,1,0,TRUE,"<=1",3.80140533,0.307409029
"Treg","HIF1A","SIM1",1,"default activation",-1.48014325,-1.48014325,6,5,FALSE,"<=10",-2.86501096,0.279635173
"Treg","HIF1A","CDH1",-1,"PMID",1.59196071,-1.59196071,132,131,FALSE,">25",-0.754823521,0.248504959
"Treg","HIF1A","ITGA5",1,"PMID",-1.59282575,-1.59282575,12,11,FALSE,"<=25",4.03354307,0.24688104
"Treg","HIF1A","KDM5A",1,"PMID",-1.61520314,-1.61520314,3,2,FALSE,"<=5",6.56655656,0.238795696
"Treg","HIF1A","MAT2A",1,"default activation",-1.64224645,-1.64224645,21,20,FALSE,"<=25",6.19679577,0.231035537
"Treg","HIF1A","BCL2",1,"default activation",-1.6427138,-1.6427138,135,134,FALSE,">25",5.56774617,0.23543661
"Treg","HIF1A","NAA10",1,"default activation",-1.73038955,-1.73038955,1,0,TRUE,"<=1",5.12603712,0.207231612
"Treg","HIF1A","CP",1,"default activation",-1.76300552,-1.76300552,10,9,FALSE,"<=10",-0.856376634,0.199079149
"Treg","HIF1A","RGCC",1,"PMID",-1.78027557,-1.78027557,9,8,FALSE,"<=10",4.97718458,0.195071016
"Treg","HIF1A","KDM3A",1,"PMID",-1.79051586,-1.79051586,12,11,FALSE,"<=25",4.82523054,0.192703529
"Treg","HIF1A","ACKR3",1,"PMID",-1.82724988,-1.82724988,10,9,FALSE,"<=10",-1.80443847,0.184470812
"Treg","HIF1A","PTEN",1,"default activation",-1.88516142,-1.88516142,52,51,FALSE,">25",4.24995633,0.172005195
"Treg","HIF1A","ANGPT2",1,"PMID",-1.91291348,-1.91291348,21,20,FALSE,"<=25",-1.30267041,0.166333283
"Treg","HIF1A","NRP2",-1,"PMID",1.92765337,-1.92765337,7,6,FALSE,"<=10",-1.85961752,0.165261608
"Treg","HIF1A","PDK3",1,"default activation",-1.93499883,-1.93499883,2,1,FALSE,"<=2",3.8828503,0.168413347
"Treg","HIF1A","MAD1L1",1,"default activation",-1.98652497,-1.98652497,8,7,FALSE,"<=10",7.00848675,0.153501281
"Treg","HIF1A","ESR1",1,"default activation",-2.11588194,-2.11588194,111,110,FALSE,">25",0.564287311,0.129274989
"Treg","HIF1A","MAPK14",1,"default activation",-2.13049958,-2.13049958,25,24,FALSE,"<=25",3.8698656,0.127036662
"Treg","HIF1A","S100A9",1,"PMID",-2.1815448,-2.1815448,14,13,FALSE,"<=25",0.523779565,0.135984565
"Treg","HIF1A","KDM5C",1,"PMID",-2.23341095,-2.23341095,8,7,FALSE,"<=10",4.8594815,0.111444795
"Treg","HIF1A","POLM",1,"default activation",-2.26701379,-2.26701379,1,0,TRUE,"<=1",4.66948303,0.10678406
"Treg","HIF1A","UTS2",1,"default activation",-2.28864593,-2.28864593,1,0,TRUE,"<=1",4.56284598,0.109888691
"Treg","HIF1A","XPA",1,"default activation",-2.29086179,-2.29086179,4,3,FALSE,"<=5",5.45834016,0.103454214
"Treg","HIF1A","MEN1",1,"default activation",-2.29482372,-2.29482372,11,10,FALSE,"<=25",2.9071845,0.102965058
"Treg","HIF1A","COX4I1",1,"default activation",-2.46601876,-2.46601876,6,5,FALSE,"<=10",9.60353909,0.0832514774
"Treg","HIF1A","ZNF217",1,"PMID",-2.48080049,-2.48080049,3,2,FALSE,"<=5",5.31116707,0.0818023584
"Treg","HIF1A","SMAD4",1,"PMID",-2.49127177,-2.49127177,13,12,FALSE,"<=25",3.49045143,0.0806311875
"Treg","HIF1A","PFKL",1,"PMID",-2.54732618,-2.54732618,1,0,TRUE,"<=1",6.73440128,0.0749820834
"Treg","HIF1A","CDKN1B",1,"PMID",-2.60246282,-2.60246282,107,106,FALSE,">25",7.66560291,0.0701078993
"Treg","HIF1A","PIK3C3",1,"default activation",-2.60400332,-2.60400332,22,21,FALSE,"<=25",5.31670415,0.0700096667
"Treg","HIF1A","ZNF667",1,"default activation",-2.6477181,-2.6477181,3,2,FALSE,"<=5",-3.20288154,0.066170026
"Treg","HIF1A","MAP3K11",1,"default activation",-2.71875017,-2.71875017,3,2,FALSE,"<=5",4.08376532,0.0603851663
"Treg","HIF1A","ATRIP",1,"PMID",-2.8163751,-2.8163751,1,0,TRUE,"<=1",1.896355,0.0534205131
"Treg","HIF1A","KDM7A",1,"PMID",-2.83705444,-2.83705444,2,1,FALSE,"<=2",3.61893859,0.0586608708
"Treg","HIF1A","LPIN1",1,"default activation",-2.84743822,-2.84743822,17,16,FALSE,"<=25",5.30296448,0.0514434925
"Treg","HIF1A","BTG2",1,"PMID",-2.87514285,-2.87514285,14,13,FALSE,"<=25",6.48990539,0.0495843527
"Treg","HIF1A","HS2ST1",1,"PMID",-2.95140611,-2.95140611,1,0,TRUE,"<=1",3.46025074,0.0450931306
"Treg","HIF1A","CD36",1,"default activation",-2.96974574,-2.96974574,24,23,FALSE,"<=25",-3.68855135,0.0441793152
"Treg","HIF1A","SLC29A1",-1,"PMID",2.99351777,-2.99351777,7,6,FALSE,"<=10",2.42330859,0.0497258903
"Treg","HIF1A","AR",1,"PMID",-3.07412715,-3.07412715,100,99,FALSE,">25",-1.10558124,0.0387385107
"Treg","HIF1A","CREBBP",1,"default activation",-3.22572387,-3.22572387,91,90,FALSE,">25",5.03617235,0.0322324262
"Treg","HIF1A","TLR6",1,"default activation",-3.34040472,-3.34040472,1,0,TRUE,"<=1",0.364375162,0.028018594
"Treg","HIF1A","CTF1",1,"PMID",-3.41245409,-3.41245409,1,0,TRUE,"<=1",-1.51520524,0.0257363044
"Treg","HIF1A","RORA",1,"PMID",-3.53299799,-3.53299799,10,9,FALSE,"<=10",6.93676256,0.0223383081
"Treg","HIF1A","HBB",1,"default activation",-3.62240725,-3.62240725,59,58,FALSE,">25",-4.00342087,0.0200473424
"Treg","HIF1A","SETD2",1,"PMID",-3.82990239,-3.82990239,1,0,TRUE,"<=1",5.72858405,0.0159194171
"Treg","HIF1A","PEPD",1,"default activation",-4.21829972,-4.21829972,1,0,TRUE,"<=1",5.65133308,0.0102966299
"Treg","HIF1A","TKTL1",1,"default activation",-4.24566208,-4.24566208,1,0,TRUE,"<=1",1.94633709,0.0117977245
"Treg","HIF1A","SLC11A1",1,"default activation",-4.30521822,-4.30521822,15,14,FALSE,"<=25",1.31820268,0.00934043933
"Treg","HIF1A","PDK1",1,"PMID",-4.64562045,-4.64562045,9,8,FALSE,"<=10",4.67663788,0.00649141024
"Treg","HIF1A","NBN",-1,"PMID",4.67079833,-4.67079833,8,7,FALSE,"<=10",4.98787624,0.00628516094
"Treg","HIF1A","PIK3R1",1,"default activation",-4.90674558,-4.90674558,39,38,FALSE,">25",6.18207642,0.00554122109
"Treg","HIF1A","CCR7",1,"PMID",-4.98514319,-4.98514319,14,13,FALSE,"<=25",6.77232649,0.00917073129
"Treg","HIF1A","KDM4C",1,"PMID",-5.30515716,-5.30515716,4,3,FALSE,"<=5",5.27816554,0.00347374777
"Treg","HIF1A","RPSA",1,"default activation",-5.35022596,-5.35022596,5,4,FALSE,"<=5",11.058622,0.00334533783
"Treg","HIF1A","HIF1A",-1,"PMID",5.46125534,-5.46125534,44,43,FALSE,">25",5.83450363,0.00301551103
"Treg","HIF1A","DNASE1",1,"default activation",-5.93770346,-5.93770346,9,8,FALSE,"<=10",3.87926851,0.00196670911
"Treg","HIF1A","TP53",1,"PMID",-6.09927181,-6.09927181,141,140,FALSE,">25",4.11033174,0.0017105871
"Treg","HIF1A","VHL",1,"default activation",-6.63591958,-6.63591958,3,2,FALSE,"<=5",5.56565976,0.0011248471
"Treg","HIF1A","CITED2",1,"default activation",-7.463356,-7.463356,18,17,FALSE,"<=25",4.64346971,0.000621159064
"Treg","HIF1A","BID",-1,"PMID",7.68953809,-7.68953809,6,5,FALSE,"<=10",5.58972429,0.000523242841
"Treg","HIF1A","TNFSF13B",1,"PMID",-7.80922177,-7.80922177,18,17,FALSE,"<=25",3.64212828,0.00049592377
"Treg","HIF1A","FBLN5",1,"default activation",-8.57713713,-8.57713713,4,3,FALSE,"<=5",3.44413835,0.000505742386
"Treg","HIF1A","CD151",-1,"PMID",9.23054713,-9.23054713,2,1,FALSE,"<=2",4.93812473,0.000280173955
"Treg","HIF1A","LGALS1",-1,"PMID",9.48601729,-9.48601729,14,13,FALSE,"<=25",9.66998465,0.00034790423
"Treg","HIF1A","APP",1,"default activation",-13.5671772,-13.5671772,49,48,FALSE,">25",2.3917898,2.95181696e-05
"Treg","NFKB1","NAMPT",1,"PMID",16.6631169,16.6631169,12,11,FALSE,"<=25",5.78837824,1.47149244e-05
"Treg","NFKB1","TNFRSF4",1,"default activation",16.2519253,16.2519253,5,4,FALSE,"<=5",7.82480282,2.39251458e-05
"Treg","NFKB1","IL1RN",1,"PMID",15.8995376,15.8995376,18,17,FALSE,"<=25",0.997343614,1.5269018e-05
"Treg","NFKB1","CD74",1,"default activation",14.1146737,14.1146737,18,17,FALSE,"<=25",11.0493099,2.63365836e-05
"Treg","NFKB1","SERPINB1",1,"PMID",13.1508343,13.1508343,6,5,FALSE,"<=10",7.21252782,3.48869055e-05
"Treg","NFKB1","SDC4",1,"default activation",12.9888734,12.9888734,11,10,FALSE,"<=25",3.22158465,3.74197788e-05
"Treg","NFKB1","TNFRSF18",1,"default activation",12.8886747,12.8886747,7,6,FALSE,"<=10",7.15949488,0.000136157827
"Treg","NFKB1","CCL4",1,"PMID",12.5429132,12.5429132,18,17,FALSE,"<=25",1.23527461,4.48385061e-05
"Treg","NFKB1","GADD45G",1,"default activation",12.1337052,12.1337052,16,15,FALSE,"<=25",1.70459777,5.33056121e-05
"Treg","NFKB1","CCR5",1,"default activation",11.5252681,11.5252681,18,17,FALSE,"<=25",5.2102055,9.95074676e-05
"Treg","NFKB1","BCL3",1,"PMID",11.4320545,11.4320545,9,8,FALSE,"<=10",3.00173206,7.15450878e-05
"Treg","NFKB1","CTSB",1,"PMID",11.3185984,11.3185984,16,15,FALSE,"<=25",7.31247813,7.62640939e-05
"Treg","NFKB1","FOXP3",1,"PMID",11.1296594,11.1296594,64,63,FALSE,">25",9.30552756,7.83020492e-05
"Treg","NFKB1","CD58",1,"PMID",10.9771089,10.9771089,3,2,FALSE,"<=5",6.82523905,8.476309e-05
"Treg","NFKB1","IL2RA",1,"PMID",10.9205285,10.9205285,42,41,FALSE,">25",8.28866635,0.000105736397
"Treg","NFKB1","IL10",1,"PMID",10.834723,10.834723,91,90,FALSE,">25",1.56628485,0.000105736397
"Treg","NFKB1","STAT4",1,"default activation",10.4995169,10.4995169,14,13,FALSE,"<=25",5.36832796,0.000105736397
"Treg","NFKB1","CD2",1,"default activation",10.4818302,10.4818302,13,12,FALSE,"<=25",9.27286921,0.000105736397
"Treg","NFKB1","EBI3",1,"PMID",10.4359184,10.4359184,3,2,FALSE,"<=5",0.992367328,0.000107476331
"Treg","NFKB1","LGALS1",1,"default activation",9.48601729,9.48601729,14,13,FALSE,"<=25",9.66998465,0.00034790423
"Treg","NFKB1","CSF1",1,"PMID",9.1239691,9.1239691,36,35,FALSE,">25",4.10784856,0.000367434796
"Treg","NFKB1","TNF",1,"PMID",8.96441554,8.96441554,159,158,FALSE,">25",4.21615689,0.000489811258
"Treg","NFKB1","HSPA1A",1,"PMID",8.65372464,8.65372464,26,25,FALSE,">25",7.5872371,0.000293310322
"Treg","NFKB1","CD80",1,"PMID",8.55435563,8.55435563,15,14,FALSE,"<=25",2.85068227,0.000309255357
"Treg","NFKB1","FASLG",1,"PMID",8.50345957,8.50345957,51,50,FALSE,">25",0.502885827,0.000317800577
"Treg","NFKB1","NR4A1",1,"default activation",8.48336695,8.48336695,28,27,FALSE,">25",1.17542325,0.000339699959
"Treg","NFKB1","S100A6",1,"PMID",8.31388131,8.31388131,9,8,FALSE,"<=10",10.899825,0.000363214751
"Treg","NFKB1","LTA",1,"PMID",8.26047253,8.26047253,17,16,FALSE,"<=25",5.11341828,0.000698326764
"Treg","NFKB1","MIF",1,"default activation",8.20224071,8.20224071,14,13,FALSE,"<=25",9.45015533,0.000389326098
"Treg","NFKB1","CRMP1",1,"default activation",7.9869633,7.9869633,3,2,FALSE,"<=5",-1.71553541,0.000447253535
"Treg","NFKB1","PTHLH",1,"PMID",7.89668209,7.89668209,32,31,FALSE,">25",-0.345673444,0.00047297818
"Treg","NFKB1","CCND2",1,"PMID",7.66155521,7.66155521,60,59,FALSE,">25",7.12163267,0.000530161194
"Treg","NFKB1","VIM",1,"PMID",7.42342055,7.42342055,51,50,FALSE,">25",11.4317475,0.000645655352
"Treg","NFKB1","PDGFA",1,"PMID",7.37615248,7.37615248,19,18,FALSE,"<=25",-0.20881867,0.00075157189
"Treg","NFKB1","MAF",1,"default activation",7.2892244,7.2892244,17,16,FALSE,"<=25",6.50192159,0.000711278494
"Treg","NFKB1","IL32",1,"PMID",7.22618818,7.22618818,9,8,FALSE,"<=10",12.5508448,0.000740619575
"Treg","NFKB1","BCL2L1",1,"PMID",7.18409357,7.18409357,68,67,FALSE,">25",5.63063593,0.000772957972
"Treg","NFKB1","CCL20",1,"PMID",7.04247056,7.04247056,18,17,FALSE,"<=25",1.49067512,0.000825331455
"Treg","NFKB1","CCL5",1,"PMID",6.94581787,6.94581787,42,41,FALSE,">25",5.11987052,0.0028494388
"Treg","NFKB1","CSF2",1,"PMID",6.82331957,6.82331957,49,48,FALSE,">25",-1.03386709,0.00106120599
"Treg","NFKB1","NFKBID",1,"default activation",6.55353937,6.55353937,2,1,FALSE,"<=2",3.10750216,0.00119417941
"Treg","NFKB1","ICAM1",1,"PMID",6.41382272,6.41382272,53,52,FALSE,">25",3.57243824,0.001330314
"Treg","NFKB1","CD99",1,"default activation",6.20157762,6.20157762,7,6,FALSE,"<=10",9.44248333,0.00158499053
"Treg","NFKB1","CEACAM1",1,"PMID",5.96221163,5.96221163,13,12,FALSE,"<=25",3.7121244,0.00328104637
"Treg","NFKB1","TBX21",1,"PMID",5.92777172,5.92777172,18,17,FALSE,"<=25",1.81953818,0.00198910985
"Treg","NFKB1","TANK",1,"default activation",5.79477021,5.79477021,5,4,FALSE,"<=5",6.51276132,0.00226085522
"Treg","NFKB1","CCL3",1,"PMID",5.76927326,5.76927326,27,26,FALSE,">25",-1.37130543,0.0023162222
"Treg","NFKB1","CREB3",1,"default activation",5.76882391,5.76882391,6,5,FALSE,"<=10",4.58366627,0.00230866018
"Treg","NFKB1","ITGAX",1,"default activation",5.75552996,5.75552996,26,25,FALSE,">25",-0.288831553,0.00240238056
"Treg","NFKB1","NCOR2",1,"default activation",5.55755722,5.55755722,10,9,FALSE,"<=10",4.06755587,0.00278349561
"Treg","NFKB1","HIF1A",1,"default activation",5.46125534,5.46125534,44,43,FALSE,">25",5.83450363,0.00301551103
"Treg","NFKB1","BCL2L11",-1,"PMID",-5.21465116,5.21465116,25,24,FALSE,"<=25",4.51379802,0.00375263615
"Treg","NFKB1","UPP1",1,"PMID",5.21071365,5.21071365,12,11,FALSE,"<=25",6.54891902,0.00407935577
"Treg","NFKB1","NOS3",1,"PMID",5.12745915,5.12745915,43,42,FALSE,">25",2.93591207,0.00404231289
"Treg","NFKB1","CCR2",1,"PMID",5.0599159,5.0599159,10,9,FALSE,"<=10",4.58581185,0.00784245817
"Treg","NFKB1","TNIP3",1,"default activation",5.02779387,5.02779387,3,2,FALSE,"<=5",3.56404805,0.00887166638
"Treg","NFKB1","ALOX5AP",1,"default activation",4.92691061,4.92691061,9,8,FALSE,"<=10",8.29750737,0.00547875581
"Treg","NFKB1","NQO1",1,"default activation",4.91341757,4.91341757,28,27,FALSE,">25",3.55667849,0.00498246862
"Treg","NFKB1","IRF7",1,"PMID",4.91208388,4.91208388,15,14,FALSE,"<=25",6.5700782,0.00505534904
"Treg","NFKB1","ATF3",1,"default activation",4.85006588,4.85006588,22,21,FALSE,"<=25",-0.850187365,0.00528197715
"Treg","NFKB1","MMP9",1,"PMID",4.63314572,4.63314572,87,86,FALSE,">25",-1.68928051,0.00653721446
"Treg","NFKB1","CASP9",1,"default activation",4.47634805,4.47634805,13,12,FALSE,"<=25",2.99352582,0.00775410897
"Treg","NFKB1","TRAF1",1,"PMID",4.41858384,4.41858384,6,5,FALSE,"<=10",6.20523267,0.00830187439
"Treg","NFKB1","CCL22",1,"default activation",4.36533339,4.36533339,7,6,FALSE,"<=10",-2.61402545,0.00878540974
"Treg","NFKB1","CXCR4",1,"PMID",4.30511877,4.30511877,52,51,FALSE,">25",7.5075089,0.016117247
"Treg","NFKB1","PRF1",1,"PMID",4.24194626,4.24194626,16,15,FALSE,"<=25",6.54841486,0.0106333714
"Treg","NFKB1","TAP1",1,"default activation",4.14437965,4.14437965,9,8,FALSE,"<=10",8.11650288,0.0111904076
"Treg","NFKB1","NCAM1",1,"PMID",4.05133848,4.05133848,31,30,FALSE,">25",-1.55467589,0.0124959445
"Treg","NFKB1","HLA-F",1,"default activation",4.03501484,4.03501484,7,6,FALSE,"<=10",7.99781361,0.0126831273
"Treg","NFKB1","SERPINE1",1,"PMID",4.01368388,4.01368388,81,80,FALSE,">25",-2.69259395,0.0129664819
"Treg","NFKB1","TCIRG1",1,"default activation",3.99718328,3.99718328,9,8,FALSE,"<=10",6.16986575,0.0132162156
"Treg","NFKB1","TNFRSF9",1,"default activation",3.99486368,3.99486368,5,4,FALSE,"<=5",4.71663897,0.0222384577
"Treg","NFKB1","TNFSF4",1,"default activation",3.9933317,3.9933317,6,5,FALSE,"<=10",-1.06286801,0.0132642739
"Treg","NFKB1","PLAU",1,"PMID",3.98782562,3.98782562,49,48,FALSE,">25",-2.64734828,0.0133573473
"Treg","NFKB1","PLAUR",1,"PMID",3.96145054,3.96145054,27,26,FALSE,">25",0.897809352,0.015475186
"Treg","NFKB1","HBEGF",1,"PMID",3.90080644,3.90080644,19,18,FALSE,"<=25",-1.51170962,0.0150081143
"Treg","NFKB1","SQSTM1",1,"default activation",3.89567593,3.89567593,20,19,FALSE,"<=25",7.6545891,0.0147882796
"Treg","NFKB1","HSPA1B",1,"PMID",3.8638917,3.8638917,15,14,FALSE,"<=25",4.15776328,0.0206460195
"Treg","NFKB1","EIF4E",1,"default activation",3.77874953,3.77874953,9,8,FALSE,"<=10",6.26809172,0.0168229151
"Treg","NFKB1","FN1",1,"PMID",3.62619286,3.62619286,65,64,FALSE,">25",-1.74802651,0.023348234
"Treg","NFKB1","NFKB2",1,"default activation",3.51901227,3.51901227,13,12,FALSE,"<=25",4.61482694,0.0230115248
"Treg","NFKB1","NFKBIA",1,"default activation",3.51109775,3.51109775,34,33,FALSE,">25",6.80356321,0.0272079886
"Treg","NFKB1","PTGS1",1,"default activation",3.32773736,3.32773736,12,11,FALSE,"<=25",-0.9740411,0.0323020922
"Treg","NFKB1","FAS",1,"PMID",3.23515598,3.23515598,44,43,FALSE,">25",7.32759217,0.0318366808
"Treg","NFKB1","IFNL1",1,"PMID",3.22018116,3.22018116,12,11,FALSE,"<=25",-0.967811327,0.0333521255
"Treg","NFKB1","ME3",1,"default activation",3.16897405,3.16897405,46,45,FALSE,">25",-0.150354995,0.0345885053
"Treg","NFKB1","B2M",1,"PMID",3.10387771,3.10387771,8,7,FALSE,"<=10",14.2855479,0.037349
"Treg","NFKB1","FAF1",1,"PMID",3.08724654,3.08724654,4,3,FALSE,"<=5",3.07473843,0.0381712675
"Treg","NFKB1","UBE2B",1,"default activation",3.07697023,3.07697023,11,10,FALSE,"<=25",7.406245,0.0386330649
"Treg","NFKB1","AR",-1,"PMID",-3.07412715,3.07412715,100,99,FALSE,">25",-1.10558124,0.0387385107
"Treg","NFKB1","VEGFA",1,"PMID",2.96684273,2.96684273,142,141,FALSE,">25",-3.10640236,0.0443147155
"Treg","NFKB1","ADORA2A",1,"default activation",2.9204665,2.9204665,6,5,FALSE,"<=10",4.64826133,0.0480025635
"Treg","NFKB1","PADI4",-1,"PMID",-2.91428097,2.91428097,8,7,FALSE,"<=10",-1.20400339,0.0473941742
"Treg","NFKB1","CCL2",1,"PMID",2.86992976,2.86992976,85,84,FALSE,">25",-3.39928566,0.0499163056
"Treg","NFKB1","PGLYRP2",1,"default activation",2.84390171,2.84390171,4,3,FALSE,"<=5",-1.15470633,0.0516466917
"Treg","NFKB1","TAPBP",1,"default activation",2.82209276,2.82209276,6,5,FALSE,"<=10",7.860433,0.0530233937
"Treg","NFKB1","HMOX1",1,"PMID",2.81969713,2.81969713,64,63,FALSE,">25",2.76530029,0.0583146941
"Treg","NFKB1","SOCS3",1,"default activation",2.80664811,2.80664811,37,36,FALSE,">25",3.15078055,0.0663843625
"Treg","NFKB1","GCA",1,"default activation",2.79738093,2.79738093,1,0,TRUE,"<=1",4.70245465,0.0578102776
"Treg","NFKB1","OPTN",1,"PMID",2.74829189,2.74829189,4,3,FALSE,"<=5",8.17714049,0.0582005595
"Treg","NFKB1","CD40LG",1,"PMID",2.73838969,2.73838969,22,21,FALSE,"<=25",3.82639447,0.0703355491
"Treg","NFKB1","GADD45B",1,"default activation",2.64589463,2.64589463,23,22,FALSE,"<=25",6.3628486,0.0716284905
"Treg","NFKB1","CFLAR",1,"PMID",2.64103523,2.64103523,23,22,FALSE,"<=25",7.73416914,0.0665621417
"Treg","NFKB1","HSPA5",1,"default activation",2.58114541,2.58114541,40,39,FALSE,">25",7.32039549,0.0719954259
"Treg","NFKB1","NCOR1",1,"default activation",2.5426203,2.5426203,11,10,FALSE,"<=25",7.62929804,0.0754174829
"Treg","NFKB1","TRAF2",1,"default activation",2.50715622,2.50715622,11,10,FALSE,"<=25",4.35015254,0.079003377
"Treg","NFKB1","CXCL10",1,"PMID",2.50693267,2.50693267,17,16,FALSE,"<=25",-3.08184168,0.0790192466
"Treg","NFKB1","IFNG",1,"PMID",2.49873973,2.49873973,110,109,FALSE,">25",1.82235706,0.0980070417
"Treg","NFKB1","STK39",1,"PMID",2.45041785,2.45041785,4,3,FALSE,"<=5",3.12968166,0.0849492176
"Treg","NFKB1","IER3",1,"PMID",2.44701728,2.44701728,13,12,FALSE,"<=25",1.80086468,0.0919084699
"Treg","NFKB1","PTPN13",1,"default activation",2.37268745,2.37268745,12,11,FALSE,"<=25",0.830608908,0.101585177
"Treg","NFKB1","ISG20",1,"PMID",2.22637014,2.22637014,6,5,FALSE,"<=10",9.2014157,0.115356669
"Treg","NFKB1","PSMB9",1,"default activation",2.21497421,2.21497421,7,6,FALSE,"<=10",8.96577562,0.114304072
"Treg","NFKB1","TRIM21",1,"default activation",2.21451124,2.21451124,7,6,FALSE,"<=10",5.63864599,0.114356991
"Treg","NFKB1","OLR1",1,"default activation",2.16349706,2.16349706,9,8,FALSE,"<=10",-3.58421119,0.121969587
"Treg","NFKB1","IL15",1,"PMID",2.15469475,2.15469475,17,16,FALSE,"<=25",1.07620867,0.12334457
"Treg","NFKB1","MYB",1,"PMID",2.10992007,2.10992007,42,41,FALSE,">25",0.953980772,0.13088807
"Treg","NFKB1","TNFSF14",1,"default activation",2.00086745,2.00086745,12,11,FALSE,"<=25",3.88630948,0.165776182
"Treg","NFKB1","HSP90AA1",1,"default activation",1.95536103,1.95536103,20,19,FALSE,"<=25",9.51776721,0.159434955
"Treg","NFKB1","HPSE",1,"PMID",1.94187613,1.94187613,13,12,FALSE,"<=25",3.92719557,0.171704213
"Treg","NFKB1","ATF6",1,"default activation",1.93483898,1.93483898,7,6,FALSE,"<=10",4.92887959,0.161894549
"Treg","NFKB1","TREM1",1,"default activation",1.91043301,1.91043301,6,5,FALSE,"<=10",-3.31943751,0.166687641
"Treg","NFKB1","IL18",1,"PMID",1.86485287,1.86485287,16,15,FALSE,"<=25",-2.42456934,0.176359106
"Treg","NFKB1","MDM2",1,"PMID",1.86428577,1.86428577,68,67,FALSE,">25",5.15214206,0.176450354
"Treg","NFKB1","CASP3",1,"default activation",1.8118575,1.8118575,37,36,FALSE,">25",5.74010582,0.188919203
"Treg","NFKB1","FGFR1",1,"default activation",1.71911231,1.71911231,84,83,FALSE,">25",2.23717857,0.212195043
"Treg","NFKB1","APOE",1,"default activation",1.65354371,1.65354371,24,23,FALSE,"<=25",-3.70599526,0.227617378
"Treg","NFKB1","NOD2",1,"PMID",1.64930337,1.64930337,4,3,FALSE,"<=5",0.546166222,0.228886133
"Treg","NFKB1","CDH1",1,"PMID",1.59196071,1.59196071,132,131,FALSE,">25",-0.754823521,0.248504959
"Treg","NFKB1","RELB",1,"PMID",1.58785131,1.58785131,15,14,FALSE,"<=25",2.89842278,0.254337437
"Treg","NFKB1","TLR3",1,"default activation",1.56380158,1.56380158,10,9,FALSE,"<=10",-1.5015632,0.253715038
"Treg","NFKB1","GSK3A",1,"default activation",1.52653871,1.52653871,4,3,FALSE,"<=5",2.45891607,0.265010657
"Treg","NFKB1","CDK4",1,"PMID",1.51165815,1.51165815,36,35,FALSE,">25",5.4662946,0.269688396
"Treg","NFKB1","PPARA",1,"default activation",1.47615833,1.47615833,31,30,FALSE,">25",2.05435935,0.280877458
"Treg","NFKB1","CXCL9",1,"PMID",1.41683349,1.41683349,14,13,FALSE,"<=25",-3.87651212,0.301649646
"Treg","NFKB1","CYP27B1",1,"default activation",1.38827033,1.38827033,11,10,FALSE,"<=25",-1.29095267,0.31174278
"Treg","NFKB1","CCND1",1,"PMID",1.38472565,1.38472565,174,173,FALSE,">25",-1.97139472,0.31174278
"Treg","NFKB1","TRADD",1,"default activation",1.31743346,1.31743346,6,5,FALSE,"<=10",6.30619616,0.340143819
"Treg","NFKB1","E2F1",1,"default activation",1.28760046,1.28760046,55,54,FALSE,">25",-0.456804845,0.353567745
"Treg","NFKB1","MICA",1,"default activation",1.26519158,1.26519158,10,9,FALSE,"<=10",3.7227726,0.356117061
"Treg","NFKB1","IL21",1,"default activation",1.22011282,1.22011282,29,28,FALSE,">25",-0.427218245,0.378573733
"Treg","NFKB1","PDGFB",1,"PMID",1.18129618,1.18129618,28,27,FALSE,">25",0.322344447,0.389796813
"Treg","NFKB1","LTB",1,"default activation",1.17662535,1.17662535,13,12,FALSE,"<=25",10.5296175,0.400265894
"Treg","NFKB1","MAP3K8",1,"default activation",1.17647011,1.17647011,6,5,FALSE,"<=10",1.8508218,0.396428287
"Treg","NFKB1","SIN3A",1,"default activation",1.12916502,1.12916502,17,16,FALSE,"<=25",5.22325923,0.412130687
"Treg","NFKB1","RIPK1",1,"default activation",1.10962658,1.10962658,6,5,FALSE,"<=10",4.175483,0.420447092
"Treg","NFKB1","TNFRSF11A",1,"default activation",1.08425071,1.08425071,31,30,FALSE,">25",0.320547485,0.431650666
"Treg","NFKB1","TNFSF10",1,"PMID",1.04095476,1.04095476,39,38,FALSE,">25",6.65963327,0.45152918
"Treg","NFKB1","TNFAIP3",1,"PMID",0.900616987,0.900616987,12,11,FALSE,"<=25",6.90757103,0.518331572
"Treg","NFKB1","BRCA2",1,"PMID",0.880345711,0.880345711,19,18,FALSE,"<=25",3.36253063,0.531011017
