population,contrast,database,panel,selection_rule,rank_in_panel,pathway_id,display_name,direction,nes,enrichment_score,pvalue,padj_in_database,padj_pooled,set_size,leading_edge_size,gene_ratio
Treg,SF_vs_PB_Treg,WikiPathways,running_sum,top 5 by |NES|,1,WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS,Cytoplasmic Ribosomal Proteins,down,-3.45931337,-0.830125045,4.1277910699999995e-36,3.44257775e-33,4.6379860499999996e-32,86,80,0.930232558
Treg,SF_vs_PB_Treg,WikiPathways,running_sum,top 5 by |NES|,2,WP_ALLOGRAFT_REJECTION,Allograft Rejection,up,2.54953493,0.677156001,3.76048361e-11,1.04541444e-8,6.60199904e-9,65,34,0.523076923
Treg,SF_vs_PB_Treg,WikiPathways,running_sum,top 5 by |NES|,3,WP_PROTEASOME_DEGRADATION,Proteasome Degradation,up,2.52431787,0.687367009,1.10792086e-10,2.310015e-8,1.65981318e-8,57,35,0.614035088
Treg,SF_vs_PB_Treg,WikiPathways,running_sum,top 5 by |NES|,4,WP_T_CELL_MODULATION_AND_DESMOPLASIA_IN_PANCREATIC_CANCER,T Cell Modulation and Desmoplasia in Pancreatic Cancer,up,2.43298552,0.700327813,5.70862214e-9,6.80141552e-7,4.82271266e-7,43,23,0.534883721
Treg,SF_vs_PB_Treg,WikiPathways,running_sum,top 5 by |NES|,5,WP_CELL_INTERACTIONS_IN_PANCREATIC_CANCER_MICROENVIRONMENT,Cell Interactions in Pancreatic Cancer Microenvironment,up,2.37177328,0.778016984,1.08434845e-7,7.53622174e-6,6.41249432e-6,24,19,0.791666667
