population,tf,network_symbol,matrix_symbol,mor,resolution,focus_tf
Treg,CDX2,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SSRP1,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,DNMT1,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CREB1,MUSK,FADS1,-1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,MYOD1,MUSK,FADS1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ELF1,CD1D,CD1A,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SPI1,CD1D,CD1A,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NRG1,HSP90B2P,TRAP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ESR1,CYP1A1,AHRR,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TP53,HSP90B2P,TRAP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR3C1,TDO2,TPH2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SMARCA1,TDO2,TPH2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MYOG,MUSK,FADS1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HR,MUSK,FADS1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PGR,SLPI,MPI,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,KLF9,SLPI,MPI,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ZNF148,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOXO1,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TFAP2A,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SNAI2,PRSS8,CAP1,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SREBF2,PRSS8,CAP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HOXD13,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP1,PODXL,PC,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CEBPB,HCRT,PPOX,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HIF1A,OCM2,OCM,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,AR,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PPARG,CD1D,CD1A,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,RARA,CD1D,CD1A,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ARNT2,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR6A1,DPEP1,MBD1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,RUNX2,NELL1,NRP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR4A1,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PBX1,NR5A1,SF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,DLX3,PGF,PIGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,WT1,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,DNMT1,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PAX8,HCRT,PPOX,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TTF1,HCRT,PPOX,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CREB3,CCL15,SCYL3,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ONECUT1,TTR,TTN,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SMARCA1,TTR,TTN,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,KDM5C,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CREM,CHGA,CGA,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MYC,MLXIPL,MLX,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP1,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP3,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,EMX2,SP8,BTD,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HSF1,TACR1,SPR,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,TP63,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP1,KCNA5,HK2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PITX1,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOXO1,SELENOP,SELP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PPARG,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,GCM1,PGF,PIGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TBP,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,IRF8,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HIF1A,TNNI3,TNNC1,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,HIF1A,PGF,PIGF,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,HR,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SOX9,NR5A1,SF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HIF1A,THPO,TPO,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,TTF1,SFTPA2,PSAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MAX,DDR2,TKT,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MYC,DDR2,TKT,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HNF4A,SELENOP,SELP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,GATA4,TDO2,TPH2,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,JARID2,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,YY1,TNNI3,TNNC1,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,VDR,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,AHR,SMOC2,SMAP2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MYF5,FOXE1,TTF2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CEBPG,AKR1B10,ARL1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ETS1,AKR1B10,ARL1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TP53,AKR1B10,ARL1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TP53,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PREB,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TADA2A,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,POU2F1,MLXIPL,MLX,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR1H3,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP1,MRAP,FGD2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ESR2,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR3C1,SELENOP,SELP,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR4A2,PTPRU,PTPRO,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PITX3,PTPRU,PTPRO,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFATC3,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR1I3,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HNF1A,SLC23A1,SLC23A2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HNF1B,SLC23A1,SLC23A2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFATC1,IL17F,IL17A,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SPI1,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,DMRT1,NR5A1,SF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CEBPB,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ASCL4,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CREB1,MMP28,MMP25,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,ESRRA,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ZKSCAN7,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MYB,CD1D,CD1A,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,KLF4,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,RFX3,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CDX2,MGAM,MGA,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CREB1,MGAM,MGA,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,HNF1A,MGAM,MGA,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,EGR1,PGF,PIGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOXA1,MLXIPL,MLX,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOXA2,MLXIPL,MLX,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HIF1A,GC,DBP,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,ATF4,DDR2,TKT,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CEBPB,DDR2,TKT,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CEBPG,DDR2,TKT,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOXA2,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR1H3,MLXIPL,MLX,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ZIC2,SLC6A4,HTT,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,RELA,RAPSN,FADS2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HR,RAPSN,FADS2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HNF4A,TTR,TTN,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOXM1,TTR,TTN,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HNF1A,TTR,TTN,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOXA2,TTR,TTN,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SMAD1,TCF7L2,TCF4,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ERG,EGFL7,NEU1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,GATA2,EGFL7,NEU1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR1H3,SLCO1B1,LST1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR1H4,SLCO1B1,LST1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TCF12,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,EGR1,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,EBF1,TAC4,HK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR6A1,HCRT,PPOX,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOXO1,IAPP,DAP,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFE2L2,AKR1B10,ARL1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PPARA,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TTF1,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP1,DOK7,FADS3,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,LEF1,CHGA,CGA,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TP53,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR1H3,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,USF1,NR5A1,SF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,USF2,NR5A1,SF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MYC,IGF2BP1,ZBP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,STAT3,KRT17,PC,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,FOXO1,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ID1,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP7,NELL1,NRP1,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TFAM,HSP90B2P,TRAP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,RARA,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ZBTB16,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,EGR1,TCF7L2,TCF4,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MYB,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,KLF6,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HNF4A,SOAT2,ACAT2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,AHR,DPEP1,MBD1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFE2L2,HSP90B2P,TRAP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,JUN,SLC4A4,SLC4A5,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFKB1,SLC4A4,SLC4A5,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,TP53,SLC4A4,SLC4A5,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,KLF11,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ESR1,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,GFI1,PRG2,MBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ARX,CHGA,CGA,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ATF4,SLC6A4,HTT,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ZNF699,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,VDR,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR5A2,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PPARG,MOGAT1,MGAT1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,AHRR,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,GRHL2,NKX2-1,TTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CRX,IGF2BP1,ZBP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HIF1A,IGF2BP1,ZBP1,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,STAT3,PGF,PIGF,-1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,DNMT1,SFTPA2,PSAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SMAD2,NKX2-1,TTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TFE3,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,DNMT1,DPEP1,MBD1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CREB1,KCNA5,HK2,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,CAMTA1,HSP90B2P,TRAP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,VDR,PODXL,PC,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PPARA,MBL2,MBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFAT5,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SMAD4,CCL15,SCYL3,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,EZH2,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PPARG,MRAP,FGD2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TP53,NKX2-1,TTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOXO3,SELENOP,SELP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,STAT1,SLPI,MPI,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NEUROD4,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PPARD,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HSF1,TTR,TTN,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,NR3C1,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,XBP1,HSP90B2P,TRAP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,JUN,MRAP,FGD2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOXA1,TTR,TTN,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,JUN,TTR,TTN,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MYC,THPO,TPO,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP1,ADRA2A,ZNF32,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,POU2F1,CYP1A1,AHRR,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HOXB7,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ISL1,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFATC2,RNASE3,RAF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FEZF2,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP1,NR5A1,SF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MYBL2,HSP90B2P,TRAP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PAX6,PPY,PNP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NEUROD1,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NKX6-1,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PAX6,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP1,SELENOP,SELP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,GATA2,PRG2,MBP,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,KLF4,CYP1A1,AHRR,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,USF1,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MEF2A,TNNI3,TNNC1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MEF2C,TNNI3,TNNC1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MEF2D,TNNI3,TNNC1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,JUN,THPO,TPO,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,AR,NR5A1,SF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,BRCA1,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MYC,CCL14,SCYL2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,RXRA,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP3,NKX2-1,TTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NKX2-1,SFTPA1,PSAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,AR,TCF7L2,TCF4,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,BRCA1,KRT17,PC,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CEBPE,PRG2,MBP,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CIITA,HLA-DRB3,HLA-DPB1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CTCF,SLC6A4,HTT,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CTNNB1,CHGA,CGA,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOXA1,NKX2-1,TTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOXA2,NKX2-1,TTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOXA2,TCF7L2,TCF4,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOXP2,NKX2-1,TTF1,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,GATA3,TCF7L2,TCF4,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,GATA4,FCGR3B,FCGR3A,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,GATA4,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HDAC1,CD1D,CD1A,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HDAC1,MMP28,MMP25,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HNF4A,TCF7L2,TCF4,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MYBL2,PSG1,SP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFKB1,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,NFKB1,CCL13,SCYL1,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,NFKB1,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,NFKB1,SFTPA1,PSAP,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,POU3F2,NKX2-1,TTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PPARG,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PTF1A,CEL,LIPA,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,RARA,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,RELA,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,RELA,CCL13,SCYL1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,RELA,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,RELA,SFTPA1,PSAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,REST,CHGA,CGA,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,RFX5,HLA-DRB3,HLA-DPB1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,RFXANK,HLA-DRB3,HLA-DPB1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,RFXAP,HLA-DRB3,HLA-DPB1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SF1,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP1,CD1D,CD1A,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SP1,TNNI3,TNNC1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SPI1,PRG2,MBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,STAT1,KRT17,PC,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,STAT5A,CEL,LIPA,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,STAT5B,CEL,LIPA,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TCF4,DEFA6,DEF6,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,STAT3,TCF7L2,TCF4,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,TP53,ANTXR1,ATR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TP53,TCF7L2,TCF4,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TWIST1,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TWIST2,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,WT1,NR5A1,SF1,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,YBX1,SLC6A4,HTT,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,YY1,FCGR3B,FCGR3A,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,YY1,TDO2,TPH2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,GLI1,AMH,MIF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,GLI1,ARTN,NBN,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,GLI1,SMOC2,SMAP2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,STAT3,SLPI,MPI,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,CTNNB1,DPEP1,MBD1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CTNNB1,MYH2,MYPOP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CTNNB1,NPPC,CNP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,GLI2,KRT17,PC,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,GLI2,RNASE3,RAF1,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SREBF1,GLYAT,CAT,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOXO1,TDO2,TPH2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TCF7L2,MYH2,MYPOP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,LEF1,NPPC,CNP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SMAD4,SELENOP,SELP,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,JUN,CHGA,CGA,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,STAT5A,KRT17,PC,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,STAT5A,SLPI,MPI,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,STAT5B,KRT17,PC,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,STAT5B,SLPI,MPI,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,THRB,MLXIPL,MLX,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FEV,SLC6A4,HTT,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PAX8,NKX2-1,TTF1,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MYBL2,SFTPA1,PSAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,REST,CYP1A1,AHRR,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,USF2,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NKX6-3,GKN1,CA11,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TSC22D1,NPPC,CNP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TCF21,NR5A1,SF1,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ZNF140,FCGR3B,FCGR3A,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,AHR,TDO2,TPH2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ESR1,TDO2,TPH2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SNAI1,PXDN,PXN,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MEF2C,MYH2,MYPOP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MEF2A,MYH2,MYPOP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MEF2D,MYH2,MYPOP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,POU2F1,MYH2,MYPOP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFE2L2,PXDN,PXN,1,rejected_symbol_belongs_to_another_gene,FALSE
