tf,target,mor,sign_decision,stat,contrib,n_regulons,n_other_regulons,selective,promiscuity_band,avg_expr,log2FoldChange,padj_gene,population
HIF1A,POU5F1,1,PMID,-0.76825771,-0.76825771,59,58,FALSE,>25,-0.503940965,-0.254537348,0.586650737,Treg
HIF1A,TGFB3,1,default activation,-0.806248533,-0.806248533,17,16,FALSE,<=25,-1.67952557,-0.472771932,0.566469775,Treg
HIF1A,ARNT,1,default activation,-0.87134988,-0.87134988,13,12,FALSE,<=25,4.66908723,-0.101464079,0.531895411,Treg
HIF1A,PIK3CA,1,default activation,-0.905546806,-0.905546806,6,5,FALSE,<=10,3.83517336,-0.118074221,0.515209284,Treg
HIF1A,SLC22A5,1,default activation,-0.980880992,-0.980880992,8,7,FALSE,<=10,0.693115145,-0.258419025,0.478271869,Treg
HIF1A,CYBB,1,default activation,-1.00120939,-1.00120939,23,22,FALSE,<=25,-2.25514934,-1.21951367,0.474818031,Treg
HIF1A,GLB1,1,default activation,-1.01843828,-1.01843828,17,16,FALSE,<=25,5.8516575,-0.0731428174,0.461062176,Treg
HIF1A,CDC25A,-1,PMID,1.03261282,-1.03261282,20,19,FALSE,<=25,-0.466041538,0.795831296,0.458010039,Treg
HIF1A,NPM1,1,default activation,-1.05230709,-1.05230709,15,14,FALSE,<=25,9.77346662,-0.11060144,0.44550253,Treg
HIF1A,KDM2A,1,PMID,-1.05764994,-1.05764994,4,3,FALSE,<=5,5.93856619,-0.121615579,0.442832312,Treg
HIF1A,LRP1,1,default activation,-1.10837989,-1.10837989,9,8,FALSE,<=10,-1.96985114,-0.70551964,0.42097452,Treg
HIF1A,XPC,1,PMID,-1.15384902,-1.15384902,11,10,FALSE,<=25,5.58955052,-0.132174636,0.40122041,Treg
HIF1A,TLR2,1,default activation,-1.17322616,-1.17322616,17,16,FALSE,<=25,-1.54637364,-0.644157831,0.393320729,Treg
HIF1A,BCR,1,default activation,-1.24534281,-1.24534281,14,13,FALSE,<=25,2.74869183,-0.218905094,0.36385051,Treg
HIF1A,SDHB,-1,PMID,1.25969708,-1.25969708,6,5,FALSE,<=10,6.33483821,0.128912986,0.358405404,Treg
HIF1A,NT5E,1,PMID,-1.28818454,-1.28818454,11,10,FALSE,<=25,0.276994705,-1.07329659,0.355458469,Treg
HIF1A,ERBB2,1,default activation,-1.35504819,-1.35504819,63,62,FALSE,>25,0.592255829,-0.363764549,0.322553768,Treg
HIF1A,CDKN1C,1,default activation,-1.37095206,-1.37095206,39,38,FALSE,>25,-0.937591543,-0.490839754,0.316733784,Treg
HIF1A,GYS1,1,PMID,-1.39725208,-1.39725208,1,0,TRUE,<=1,3.80140533,-0.164487274,0.307409029,Treg
HIF1A,SIM1,1,default activation,-1.48014325,-1.48014325,6,5,FALSE,<=10,-2.86501096,-0.791722656,0.279635173,Treg
HIF1A,CDH1,-1,PMID,1.59196071,-1.59196071,132,131,FALSE,>25,-0.754823521,1.16683336,0.248504959,Treg
HIF1A,ITGA5,1,PMID,-1.59282575,-1.59282575,12,11,FALSE,<=25,4.03354307,-0.325743091,0.24688104,Treg
HIF1A,KDM5A,1,PMID,-1.61520314,-1.61520314,3,2,FALSE,<=5,6.56655656,-0.118579301,0.238795696,Treg
HIF1A,MAT2A,1,default activation,-1.64224645,-1.64224645,21,20,FALSE,<=25,6.19679577,-0.160187391,0.231035537,Treg
HIF1A,BCL2,1,default activation,-1.6427138,-1.6427138,135,134,FALSE,>25,5.56774617,-0.30662614,0.23543661,Treg
HIF1A,NAA10,1,default activation,-1.73038955,-1.73038955,1,0,TRUE,<=1,5.12603712,-0.242405017,0.207231612,Treg
HIF1A,CP,1,default activation,-1.76300552,-1.76300552,10,9,FALSE,<=10,-0.856376634,-0.673136164,0.199079149,Treg
HIF1A,RGCC,1,PMID,-1.78027557,-1.78027557,9,8,FALSE,<=10,4.97718458,-0.278256927,0.195071016,Treg
HIF1A,KDM3A,1,PMID,-1.79051586,-1.79051586,12,11,FALSE,<=25,4.82523054,-0.237841841,0.192703529,Treg
HIF1A,ACKR3,1,PMID,-1.82724988,-1.82724988,10,9,FALSE,<=10,-1.80443847,-0.858994203,0.184470812,Treg
HIF1A,PTEN,1,default activation,-1.88516142,-1.88516142,52,51,FALSE,>25,4.24995633,-0.183205612,0.172005195,Treg
HIF1A,ANGPT2,1,PMID,-1.91291348,-1.91291348,21,20,FALSE,<=25,-1.30267041,-0.736712507,0.166333283,Treg
HIF1A,NRP2,-1,PMID,1.92765337,-1.92765337,7,6,FALSE,<=10,-1.85961752,1.66149973,0.165261608,Treg
HIF1A,PDK3,1,default activation,-1.93499883,-1.93499883,2,1,FALSE,<=2,3.8828503,-0.523128722,0.168413347,Treg
HIF1A,MAD1L1,1,default activation,-1.98652497,-1.98652497,8,7,FALSE,<=10,7.00848675,-0.299407985,0.153501281,Treg
HIF1A,ESR1,1,default activation,-2.11588194,-2.11588194,111,110,FALSE,>25,0.564287311,-0.613624213,0.129274989,Treg
HIF1A,MAPK14,1,default activation,-2.13049958,-2.13049958,25,24,FALSE,<=25,3.8698656,-0.270220033,0.127036662,Treg
HIF1A,S100A9,1,PMID,-2.1815448,-2.1815448,14,13,FALSE,<=25,0.523779565,-1.9512215,0.135984565,Treg
HIF1A,KDM5C,1,PMID,-2.23341095,-2.23341095,8,7,FALSE,<=10,4.8594815,-0.19873155,0.111444795,Treg
HIF1A,POLM,1,default activation,-2.26701379,-2.26701379,1,0,TRUE,<=1,4.66948303,-0.276215112,0.10678406,Treg
HIF1A,UTS2,1,default activation,-2.28864593,-2.28864593,1,0,TRUE,<=1,4.56284598,-0.521219936,0.109888691,Treg
HIF1A,XPA,1,default activation,-2.29086179,-2.29086179,4,3,FALSE,<=5,5.45834016,-0.24298367,0.103454214,Treg
HIF1A,MEN1,1,default activation,-2.29482372,-2.29482372,11,10,FALSE,<=25,2.9071845,-0.34181526,0.102965058,Treg
HIF1A,COX4I1,1,default activation,-2.46601876,-2.46601876,6,5,FALSE,<=10,9.60353909,-0.197361557,0.0832514774,Treg
HIF1A,ZNF217,1,PMID,-2.48080049,-2.48080049,3,2,FALSE,<=5,5.31116707,-0.271046762,0.0818023584,Treg
HIF1A,SMAD4,1,PMID,-2.49127177,-2.49127177,13,12,FALSE,<=25,3.49045143,-0.31069399,0.0806311875,Treg
HIF1A,PFKL,1,PMID,-2.54732618,-2.54732618,1,0,TRUE,<=1,6.73440128,-0.26590846,0.0749820834,Treg
HIF1A,CDKN1B,1,PMID,-2.60246282,-2.60246282,107,106,FALSE,>25,7.66560291,-0.210187918,0.0701078993,Treg
HIF1A,PIK3C3,1,default activation,-2.60400332,-2.60400332,22,21,FALSE,<=25,5.31670415,-0.225478177,0.0700096667,Treg
HIF1A,ZNF667,1,default activation,-2.6477181,-2.6477181,3,2,FALSE,<=5,-3.20288154,-2.30317013,0.066170026,Treg
HIF1A,MAP3K11,1,default activation,-2.71875017,-2.71875017,3,2,FALSE,<=5,4.08376532,-0.370047577,0.0603851663,Treg
HIF1A,ATRIP,1,PMID,-2.8163751,-2.8163751,1,0,TRUE,<=1,1.896355,-0.520395458,0.0534205131,Treg
HIF1A,KDM7A,1,PMID,-2.83705444,-2.83705444,2,1,FALSE,<=2,3.61893859,-0.866961753,0.0586608708,Treg
HIF1A,LPIN1,1,default activation,-2.84743822,-2.84743822,17,16,FALSE,<=25,5.30296448,-0.270536309,0.0514434925,Treg
HIF1A,BTG2,1,PMID,-2.87514285,-2.87514285,14,13,FALSE,<=25,6.48990539,-0.360301436,0.0495843527,Treg
HIF1A,HS2ST1,1,PMID,-2.95140611,-2.95140611,1,0,TRUE,<=1,3.46025074,-0.351947368,0.0450931306,Treg
HIF1A,CD36,1,default activation,-2.96974574,-2.96974574,24,23,FALSE,<=25,-3.68855135,-2.69161045,0.0441793152,Treg
HIF1A,SLC29A1,-1,PMID,2.99351777,-2.99351777,7,6,FALSE,<=10,2.42330859,1.331633,0.0497258903,Treg
HIF1A,AR,1,PMID,-3.07412715,-3.07412715,100,99,FALSE,>25,-1.10558124,-1.25715482,0.0387385107,Treg
HIF1A,CREBBP,1,default activation,-3.22572387,-3.22572387,91,90,FALSE,>25,5.03617235,-0.294514576,0.0322324262,Treg
HIF1A,TLR6,1,default activation,-3.34040472,-3.34040472,1,0,TRUE,<=1,0.364375162,-1.17498225,0.028018594,Treg
HIF1A,CTF1,1,PMID,-3.41245409,-3.41245409,1,0,TRUE,<=1,-1.51520524,-1.68613409,0.0257363044,Treg
HIF1A,RORA,1,PMID,-3.53299799,-3.53299799,10,9,FALSE,<=10,6.93676256,-0.444425695,0.0223383081,Treg
HIF1A,HBB,1,default activation,-3.62240725,-3.62240725,59,58,FALSE,>25,-4.00342087,-2.69695309,0.0200473424,Treg
HIF1A,SETD2,1,PMID,-3.82990239,-3.82990239,1,0,TRUE,<=1,5.72858405,-0.395634883,0.0159194171,Treg
HIF1A,PEPD,1,default activation,-4.21829972,-4.21829972,1,0,TRUE,<=1,5.65133308,-0.522165141,0.0102966299,Treg
HIF1A,TKTL1,1,default activation,-4.24566208,-4.24566208,1,0,TRUE,<=1,1.94633709,-1.70465039,0.0117977245,Treg
HIF1A,SLC11A1,1,default activation,-4.30521822,-4.30521822,15,14,FALSE,<=25,1.31820268,-0.89152737,0.00934043933,Treg
HIF1A,PDK1,1,PMID,-4.64562045,-4.64562045,9,8,FALSE,<=10,4.67663788,-0.717501792,0.00649141024,Treg
HIF1A,NBN,-1,PMID,4.67079833,-4.67079833,8,7,FALSE,<=10,4.98787624,0.372221296,0.00628516094,Treg
HIF1A,PIK3R1,1,default activation,-4.90674558,-4.90674558,39,38,FALSE,>25,6.18207642,-0.78036273,0.00554122109,Treg
HIF1A,CCR7,1,PMID,-4.98514319,-4.98514319,14,13,FALSE,<=25,6.77232649,-1.57977659,0.00917073129,Treg
HIF1A,KDM4C,1,PMID,-5.30515716,-5.30515716,4,3,FALSE,<=5,5.27816554,-0.594365347,0.00347374777,Treg
HIF1A,RPSA,1,default activation,-5.35022596,-5.35022596,5,4,FALSE,<=5,11.058622,-0.507217615,0.00334533783,Treg
HIF1A,HIF1A,-1,PMID,5.46125534,-5.46125534,44,43,FALSE,>25,5.83450363,0.676964301,0.00301551103,Treg
HIF1A,DNASE1,1,default activation,-5.93770346,-5.93770346,9,8,FALSE,<=10,3.87926851,-0.725068175,0.00196670911,Treg
HIF1A,TP53,1,PMID,-6.09927181,-6.09927181,141,140,FALSE,>25,4.11033174,-0.789183385,0.0017105871,Treg
HIF1A,VHL,1,default activation,-6.63591958,-6.63591958,3,2,FALSE,<=5,5.56565976,-0.60565235,0.0011248471,Treg
HIF1A,CITED2,1,default activation,-7.463356,-7.463356,18,17,FALSE,<=25,4.64346971,-1.01960685,6.21159064e-4,Treg
HIF1A,BID,-1,PMID,7.68953809,-7.68953809,6,5,FALSE,<=10,5.58972429,0.70632689,5.23242841e-4,Treg
HIF1A,TNFSF13B,1,PMID,-7.80922177,-7.80922177,18,17,FALSE,<=25,3.64212828,-1.0609093,4.9592377e-4,Treg
HIF1A,FBLN5,1,default activation,-8.57713713,-8.57713713,4,3,FALSE,<=5,3.44413835,-2.74140701,5.05742386e-4,Treg
HIF1A,CD151,-1,PMID,9.23054713,-9.23054713,2,1,FALSE,<=2,4.93812473,1.80579321,2.80173955e-4,Treg
HIF1A,LGALS1,-1,PMID,9.48601729,-9.48601729,14,13,FALSE,<=25,9.66998465,2.09420147,3.4790423e-4,Treg
HIF1A,APP,1,default activation,-13.5671772,-13.5671772,49,48,FALSE,>25,2.3917898,-2.30243461,2.95181696e-5,Treg
NFKB1,NAMPT,1,PMID,16.6631169,16.6631169,12,11,FALSE,<=25,5.78837824,1.83246649,1.47149244e-5,Treg
NFKB1,TNFRSF4,1,default activation,16.2519253,16.2519253,5,4,FALSE,<=5,7.82480282,2.93067594,2.39251458e-5,Treg
NFKB1,IL1RN,1,PMID,15.8995376,15.8995376,18,17,FALSE,<=25,0.997343614,6.43016593,1.5269018e-5,Treg
NFKB1,CD74,1,default activation,14.1146737,14.1146737,18,17,FALSE,<=25,11.0493099,1.53179205,2.63365836e-5,Treg
NFKB1,SERPINB1,1,PMID,13.1508343,13.1508343,6,5,FALSE,<=10,7.21252782,0.984866097,3.48869055e-5,Treg
NFKB1,SDC4,1,default activation,12.9888734,12.9888734,11,10,FALSE,<=25,3.22158465,3.37892842,3.74197788e-5,Treg
NFKB1,TNFRSF18,1,default activation,12.8886747,12.8886747,7,6,FALSE,<=10,7.15949488,3.68967043,1.36157827e-4,Treg
NFKB1,CCL4,1,PMID,12.5429132,12.5429132,18,17,FALSE,<=25,1.23527461,7.58888916,4.48385061e-5,Treg
NFKB1,GADD45G,1,default activation,12.1337052,12.1337052,16,15,FALSE,<=25,1.70459777,4.53336227,5.33056121e-5,Treg
NFKB1,CCR5,1,default activation,11.5252681,11.5252681,18,17,FALSE,<=25,5.2102055,2.35103535,9.95074676e-5,Treg
NFKB1,BCL3,1,PMID,11.4320545,11.4320545,9,8,FALSE,<=10,3.00173206,2.31889085,7.15450878e-5,Treg
NFKB1,CTSB,1,PMID,11.3185984,11.3185984,16,15,FALSE,<=25,7.31247813,1.31734509,7.62640939e-5,Treg
NFKB1,FOXP3,1,PMID,11.1296594,11.1296594,64,63,FALSE,>25,9.30552756,1.41217823,7.83020492e-5,Treg
NFKB1,CD58,1,PMID,10.9771089,10.9771089,3,2,FALSE,<=5,6.82523905,1.14703913,8.476309e-5,Treg
NFKB1,IL2RA,1,PMID,10.9205285,10.9205285,42,41,FALSE,>25,8.28866635,1.7497286,1.05736397e-4,Treg
NFKB1,IL10,1,PMID,10.834723,10.834723,91,90,FALSE,>25,1.56628485,5.83949169,1.05736397e-4,Treg
NFKB1,STAT4,1,default activation,10.4995169,10.4995169,14,13,FALSE,<=25,5.36832796,1.22267821,1.05736397e-4,Treg
NFKB1,CD2,1,default activation,10.4818302,10.4818302,13,12,FALSE,<=25,9.27286921,1.00985005,1.05736397e-4,Treg
NFKB1,EBI3,1,PMID,10.4359184,10.4359184,3,2,FALSE,<=5,0.992367328,4.09414652,1.07476331e-4,Treg
NFKB1,LGALS1,1,default activation,9.48601729,9.48601729,14,13,FALSE,<=25,9.66998465,2.09420147,3.4790423e-4,Treg
NFKB1,CSF1,1,PMID,9.1239691,9.1239691,36,35,FALSE,>25,4.10784856,2.53382695,3.67434796e-4,Treg
NFKB1,TNF,1,PMID,8.96441554,8.96441554,159,158,FALSE,>25,4.21615689,2.78554814,4.89811258e-4,Treg
NFKB1,HSPA1A,1,PMID,8.65372464,8.65372464,26,25,FALSE,>25,7.5872371,1.16042566,2.93310322e-4,Treg
NFKB1,CD80,1,PMID,8.55435563,8.55435563,15,14,FALSE,<=25,2.85068227,2.10151914,3.09255357e-4,Treg
NFKB1,FASLG,1,PMID,8.50345957,8.50345957,51,50,FALSE,>25,0.502885827,4.30286663,3.17800577e-4,Treg
NFKB1,NR4A1,1,default activation,8.48336695,8.48336695,28,27,FALSE,>25,1.17542325,3.28559579,3.39699959e-4,Treg
NFKB1,S100A6,1,PMID,8.31388131,8.31388131,9,8,FALSE,<=10,10.899825,1.21992945,3.63214751e-4,Treg
NFKB1,LTA,1,PMID,8.26047253,8.26047253,17,16,FALSE,<=25,5.11341828,2.09092409,6.98326764e-4,Treg
NFKB1,MIF,1,default activation,8.20224071,8.20224071,14,13,FALSE,<=25,9.45015533,0.842709153,3.89326098e-4,Treg
NFKB1,CRMP1,1,default activation,7.9869633,7.9869633,3,2,FALSE,<=5,-1.71553541,4.66244585,4.47253535e-4,Treg
NFKB1,PTHLH,1,PMID,7.89668209,7.89668209,32,31,FALSE,>25,-0.345673444,2.30358438,4.7297818e-4,Treg
NFKB1,CCND2,1,PMID,7.66155521,7.66155521,60,59,FALSE,>25,7.12163267,0.867635874,5.30161194e-4,Treg
NFKB1,VIM,1,PMID,7.42342055,7.42342055,51,50,FALSE,>25,11.4317475,1.14144428,6.45655352e-4,Treg
NFKB1,PDGFA,1,PMID,7.37615248,7.37615248,19,18,FALSE,<=25,-0.20881867,5.5929261,7.5157189e-4,Treg
NFKB1,MAF,1,default activation,7.2892244,7.2892244,17,16,FALSE,<=25,6.50192159,0.944845052,7.11278494e-4,Treg
NFKB1,IL32,1,PMID,7.22618818,7.22618818,9,8,FALSE,<=10,12.5508448,0.759842038,7.40619575e-4,Treg
NFKB1,BCL2L1,1,PMID,7.18409357,7.18409357,68,67,FALSE,>25,5.63063593,1.05976911,7.72957972e-4,Treg
NFKB1,CCL20,1,PMID,7.04247056,7.04247056,18,17,FALSE,<=25,1.49067512,2.27794604,8.25331455e-4,Treg
NFKB1,CCL5,1,PMID,6.94581787,6.94581787,42,41,FALSE,>25,5.11987052,3.33739009,0.0028494388,Treg
NFKB1,CSF2,1,PMID,6.82331957,6.82331957,49,48,FALSE,>25,-1.03386709,5.96032267,0.00106120599,Treg
NFKB1,NFKBID,1,default activation,6.55353937,6.55353937,2,1,FALSE,<=2,3.10750216,0.929890285,0.00119417941,Treg
NFKB1,ICAM1,1,PMID,6.41382272,6.41382272,53,52,FALSE,>25,3.57243824,1.23440985,0.001330314,Treg
NFKB1,CD99,1,default activation,6.20157762,6.20157762,7,6,FALSE,<=10,9.44248333,0.664978104,0.00158499053,Treg
NFKB1,CEACAM1,1,PMID,5.96221163,5.96221163,13,12,FALSE,<=25,3.7121244,2.15383482,0.00328104637,Treg
NFKB1,TBX21,1,PMID,5.92777172,5.92777172,18,17,FALSE,<=25,1.81953818,1.69738287,0.00198910985,Treg
NFKB1,TANK,1,default activation,5.79477021,5.79477021,5,4,FALSE,<=5,6.51276132,0.543357612,0.00226085522,Treg
NFKB1,CCL3,1,PMID,5.76927326,5.76927326,27,26,FALSE,>25,-1.37130543,4.57496181,0.0023162222,Treg
NFKB1,CREB3,1,default activation,5.76882391,5.76882391,6,5,FALSE,<=10,4.58366627,0.534241727,0.00230866018,Treg
NFKB1,ITGAX,1,default activation,5.75552996,5.75552996,26,25,FALSE,>25,-0.288831553,3.70289532,0.00240238056,Treg
NFKB1,NCOR2,1,default activation,5.55755722,5.55755722,10,9,FALSE,<=10,4.06755587,0.766175844,0.00278349561,Treg
NFKB1,HIF1A,1,default activation,5.46125534,5.46125534,44,43,FALSE,>25,5.83450363,0.676964301,0.00301551103,Treg
NFKB1,BCL2L11,-1,PMID,-5.21465116,5.21465116,25,24,FALSE,<=25,4.51379802,-0.742421898,0.00375263615,Treg
NFKB1,UPP1,1,PMID,5.21071365,5.21071365,12,11,FALSE,<=25,6.54891902,0.817708006,0.00407935577,Treg
NFKB1,NOS3,1,PMID,5.12745915,5.12745915,43,42,FALSE,>25,2.93591207,1.15484351,0.00404231289,Treg
NFKB1,CCR2,1,PMID,5.0599159,5.0599159,10,9,FALSE,<=10,4.58581185,1.88121921,0.00784245817,Treg
NFKB1,TNIP3,1,default activation,5.02779387,5.02779387,3,2,FALSE,<=5,3.56404805,2.70706624,0.00887166638,Treg
NFKB1,ALOX5AP,1,default activation,4.92691061,4.92691061,9,8,FALSE,<=10,8.29750737,0.812916214,0.00547875581,Treg
NFKB1,NQO1,1,default activation,4.91341757,4.91341757,28,27,FALSE,>25,3.55667849,0.88627566,0.00498246862,Treg
NFKB1,IRF7,1,PMID,4.91208388,4.91208388,15,14,FALSE,<=25,6.5700782,0.690372281,0.00505534904,Treg
NFKB1,ATF3,1,default activation,4.85006588,4.85006588,22,21,FALSE,<=25,-0.850187365,1.91391907,0.00528197715,Treg
NFKB1,MMP9,1,PMID,4.63314572,4.63314572,87,86,FALSE,>25,-1.68928051,3.35700598,0.00653721446,Treg
NFKB1,CASP9,1,default activation,4.47634805,4.47634805,13,12,FALSE,<=25,2.99352582,0.960977436,0.00775410897,Treg
NFKB1,TRAF1,1,PMID,4.41858384,4.41858384,6,5,FALSE,<=10,6.20523267,0.491965327,0.00830187439,Treg
NFKB1,CCL22,1,default activation,4.36533339,4.36533339,7,6,FALSE,<=10,-2.61402545,3.34669123,0.00878540974,Treg
NFKB1,CXCR4,1,PMID,4.30511877,4.30511877,52,51,FALSE,>25,7.5075089,1.39923571,0.016117247,Treg
NFKB1,PRF1,1,PMID,4.24194626,4.24194626,16,15,FALSE,<=25,6.54841486,0.653117779,0.0106333714,Treg
NFKB1,TAP1,1,default activation,4.14437965,4.14437965,9,8,FALSE,<=10,8.11650288,0.398921276,0.0111904076,Treg
NFKB1,NCAM1,1,PMID,4.05133848,4.05133848,31,30,FALSE,>25,-1.55467589,2.83408518,0.0124959445,Treg
NFKB1,HLA-F,1,default activation,4.03501484,4.03501484,7,6,FALSE,<=10,7.99781361,0.445113689,0.0126831273,Treg
NFKB1,SERPINE1,1,PMID,4.01368388,4.01368388,81,80,FALSE,>25,-2.69259395,3.33827439,0.0129664819,Treg
NFKB1,TCIRG1,1,default activation,3.99718328,3.99718328,9,8,FALSE,<=10,6.16986575,0.424887694,0.0132162156,Treg
NFKB1,TNFRSF9,1,default activation,3.99486368,3.99486368,5,4,FALSE,<=5,4.71663897,1.71021299,0.0222384577,Treg
NFKB1,TNFSF4,1,default activation,3.9933317,3.9933317,6,5,FALSE,<=10,-1.06286801,2.35612564,0.0132642739,Treg
NFKB1,PLAU,1,PMID,3.98782562,3.98782562,49,48,FALSE,>25,-2.64734828,3.21584311,0.0133573473,Treg
NFKB1,PLAUR,1,PMID,3.96145054,3.96145054,27,26,FALSE,>25,0.897809352,2.09931517,0.015475186,Treg
NFKB1,HBEGF,1,PMID,3.90080644,3.90080644,19,18,FALSE,<=25,-1.51170962,3.07988423,0.0150081143,Treg
NFKB1,SQSTM1,1,default activation,3.89567593,3.89567593,20,19,FALSE,<=25,7.6545891,0.472241505,0.0147882796,Treg
NFKB1,HSPA1B,1,PMID,3.8638917,3.8638917,15,14,FALSE,<=25,4.15776328,1.2643268,0.0206460195,Treg
NFKB1,EIF4E,1,default activation,3.77874953,3.77874953,9,8,FALSE,<=10,6.26809172,0.318612368,0.0168229151,Treg
NFKB1,FN1,1,PMID,3.62619286,3.62619286,65,64,FALSE,>25,-1.74802651,3.92234464,0.023348234,Treg
NFKB1,NFKB2,1,default activation,3.51901227,3.51901227,13,12,FALSE,<=25,4.61482694,0.581896797,0.0230115248,Treg
NFKB1,NFKBIA,1,default activation,3.51109775,3.51109775,34,33,FALSE,>25,6.80356321,0.734774502,0.0272079886,Treg
NFKB1,PTGS1,1,default activation,3.32773736,3.32773736,12,11,FALSE,<=25,-0.9740411,2.71712986,0.0323020922,Treg
NFKB1,FAS,1,PMID,3.23515598,3.23515598,44,43,FALSE,>25,7.32759217,0.357285315,0.0318366808,Treg
NFKB1,IFNL1,1,PMID,3.22018116,3.22018116,12,11,FALSE,<=25,-0.967811327,2.2462046,0.0333521255,Treg
NFKB1,ME3,1,default activation,3.16897405,3.16897405,46,45,FALSE,>25,-0.150354995,1.32438967,0.0345885053,Treg
NFKB1,B2M,1,PMID,3.10387771,3.10387771,8,7,FALSE,<=10,14.2855479,0.320044147,0.037349,Treg
NFKB1,FAF1,1,PMID,3.08724654,3.08724654,4,3,FALSE,<=5,3.07473843,0.462876491,0.0381712675,Treg
NFKB1,UBE2B,1,default activation,3.07697023,3.07697023,11,10,FALSE,<=25,7.406245,0.353382558,0.0386330649,Treg
NFKB1,AR,-1,PMID,-3.07412715,3.07412715,100,99,FALSE,>25,-1.10558124,-1.25715482,0.0387385107,Treg
NFKB1,VEGFA,1,PMID,2.96684273,2.96684273,142,141,FALSE,>25,-3.10640236,2.35634198,0.0443147155,Treg
NFKB1,ADORA2A,1,default activation,2.9204665,2.9204665,6,5,FALSE,<=10,4.64826133,0.511037199,0.0480025635,Treg
NFKB1,PADI4,-1,PMID,-2.91428097,2.91428097,8,7,FALSE,<=10,-1.20400339,-1.66094326,0.0473941742,Treg
NFKB1,CCL2,1,PMID,2.86992976,2.86992976,85,84,FALSE,>25,-3.39928566,1.81018976,0.0499163056,Treg
NFKB1,PGLYRP2,1,default activation,2.84390171,2.84390171,4,3,FALSE,<=5,-1.15470633,1.20914804,0.0516466917,Treg
NFKB1,TAPBP,1,default activation,2.82209276,2.82209276,6,5,FALSE,<=10,7.860433,0.228566007,0.0530233937,Treg
NFKB1,HMOX1,1,PMID,2.81969713,2.81969713,64,63,FALSE,>25,2.76530029,0.984242409,0.0583146941,Treg
NFKB1,SOCS3,1,default activation,2.80664811,2.80664811,37,36,FALSE,>25,3.15078055,1.35317044,0.0663843625,Treg
NFKB1,GCA,1,default activation,2.79738093,2.79738093,1,0,TRUE,<=1,4.70245465,0.569102894,0.0578102776,Treg
NFKB1,OPTN,1,PMID,2.74829189,2.74829189,4,3,FALSE,<=5,8.17714049,0.250196971,0.0582005595,Treg
NFKB1,CD40LG,1,PMID,2.73838969,2.73838969,22,21,FALSE,<=25,3.82639447,1.04180586,0.0703355491,Treg
NFKB1,GADD45B,1,default activation,2.64589463,2.64589463,23,22,FALSE,<=25,6.3628486,0.511533286,0.0716284905,Treg
NFKB1,CFLAR,1,PMID,2.64103523,2.64103523,23,22,FALSE,<=25,7.73416914,0.251237775,0.0665621417,Treg
NFKB1,HSPA5,1,default activation,2.58114541,2.58114541,40,39,FALSE,>25,7.32039549,0.315622419,0.0719954259,Treg
NFKB1,NCOR1,1,default activation,2.5426203,2.5426203,11,10,FALSE,<=25,7.62929804,0.246254267,0.0754174829,Treg
NFKB1,TRAF2,1,default activation,2.50715622,2.50715622,11,10,FALSE,<=25,4.35015254,0.348432674,0.079003377,Treg
NFKB1,CXCL10,1,PMID,2.50693267,2.50693267,17,16,FALSE,<=25,-3.08184168,1.51697404,0.0790192466,Treg
NFKB1,IFNG,1,PMID,2.49873973,2.49873973,110,109,FALSE,>25,1.82235706,2.16368212,0.0980070417,Treg
NFKB1,STK39,1,PMID,2.45041785,2.45041785,4,3,FALSE,<=5,3.12968166,0.330529418,0.0849492176,Treg
NFKB1,IER3,1,PMID,2.44701728,2.44701728,13,12,FALSE,<=25,1.80086468,1.1832137,0.0919084699,Treg
NFKB1,PTPN13,1,default activation,2.37268745,2.37268745,12,11,FALSE,<=25,0.830608908,1.62430031,0.101585177,Treg
NFKB1,ISG20,1,PMID,2.22637014,2.22637014,6,5,FALSE,<=10,9.2014157,0.374496019,0.115356669,Treg
NFKB1,PSMB9,1,default activation,2.21497421,2.21497421,7,6,FALSE,<=10,8.96577562,0.185461708,0.114304072,Treg
NFKB1,TRIM21,1,default activation,2.21451124,2.21451124,7,6,FALSE,<=10,5.63864599,0.264214775,0.114356991,Treg
NFKB1,OLR1,1,default activation,2.16349706,2.16349706,9,8,FALSE,<=10,-3.58421119,1.49932451,0.121969587,Treg
NFKB1,IL15,1,PMID,2.15469475,2.15469475,17,16,FALSE,<=25,1.07620867,0.544291903,0.12334457,Treg
NFKB1,MYB,1,PMID,2.10992007,2.10992007,42,41,FALSE,>25,0.953980772,0.863900794,0.13088807,Treg
NFKB1,TNFSF14,1,default activation,2.00086745,2.00086745,12,11,FALSE,<=25,3.88630948,0.859839452,0.165776182,Treg
NFKB1,HSP90AA1,1,default activation,1.95536103,1.95536103,20,19,FALSE,<=25,9.51776721,0.307803001,0.159434955,Treg
NFKB1,HPSE,1,PMID,1.94187613,1.94187613,13,12,FALSE,<=25,3.92719557,0.657462193,0.171704213,Treg
NFKB1,ATF6,1,default activation,1.93483898,1.93483898,7,6,FALSE,<=10,4.92887959,0.164436728,0.161894549,Treg
NFKB1,TREM1,1,default activation,1.91043301,1.91043301,6,5,FALSE,<=10,-3.31943751,1.72337166,0.166687641,Treg
NFKB1,IL18,1,PMID,1.86485287,1.86485287,16,15,FALSE,<=25,-2.42456934,1.09072132,0.176359106,Treg
