population,contrast,database,panel,selection_rule,rank_in_panel,pathway_id,display_name,direction,nes,enrichment_score,pvalue,padj_in_database,padj_pooled,pooled_under,set_size,leading_edge_size,gene_ratio
CD8,SF_vs_PB_CD8,GO_CC,dotplot,top 20 by pooled FDR,1,GOCC_CYTOSOLIC_RIBOSOME,Cytosolic Ribosome,down,-3.65827075,-0.832281144,1.88891007e-45,1.60746247e-42,2.14410182e-42,GO_CC,110,74,0.672727273
CD8,SF_vs_PB_CD8,GO_CC,dotplot,top 20 by pooled FDR,2,GOCC_RIBOSOMAL_SUBUNIT,Ribosomal Subunit,down,-3.36222756,-0.716454966,9.80904333e-40,4.17374794e-37,7.422830059999999e-37,GO_CC,170,90,0.529411765
CD8,SF_vs_PB_CD8,GO_CC,dotplot,top 20 by pooled FDR,3,GOCC_RIBOSOME,Ribosome,down,-3.18815522,-0.660374299,2.05458313e-36,5.82816748e-34,1.37185724e-33,GO_CC,213,99,0.464788732
CD8,SF_vs_PB_CD8,GO_CC,dotplot,top 20 by pooled FDR,4,GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT,Cytosolic Large Ribosomal Subunit,down,-3.39742834,-0.887951114,1.3614453699999998e-29,2.8964750200000002e-27,7.02443925e-27,GO_CC,52,44,0.846153846
CD8,SF_vs_PB_CD8,GO_CC,dotplot,top 20 by pooled FDR,5,GOCC_LARGE_RIBOSOMAL_SUBUNIT,Large Ribosomal Subunit,down,-3.02692267,-0.695713629,2.8437935e-22,4.84013653e-20,1.15285357e-19,GO_CC,103,46,0.446601942
CD8,SF_vs_PB_CD8,GO_CC,dotplot,top 20 by pooled FDR,6,GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT,Cytosolic Small Ribosomal Subunit,down,-3.15701856,-0.88474812,7.63403656e-21,1.0827608499999999e-18,2.80628478e-18,GO_CC,38,30,0.789473684
CD8,SF_vs_PB_CD8,GO_CC,dotplot,top 20 by pooled FDR,7,GOCC_SMALL_RIBOSOMAL_SUBUNIT,Small Ribosomal Subunit,down,-3.06877432,-0.756056303,6.002424110000001e-20,7.297232739999999e-18,2.12917238e-17,GO_CC,70,39,0.557142857
CD8,SF_vs_PB_CD8,GO_CC,dotplot,top 20 by pooled FDR,8,GOCC_PRERIBOSOME,Preribosome,down,-2.74007726,-0.634807838,2.5684623500000003e-15,2.73220182e-13,7.47554259e-13,GO_CC,98,48,0.489795918
CD8,SF_vs_PB_CD8,GO_CC,dotplot,top 20 by pooled FDR,9,GOCC_SMALL_SUBUNIT_PROCESSOME,Small Subunit Processome,down,-2.75743551,-0.683219108,2.07165629e-13,1.95886612e-11,5.46869083e-11,GO_CC,68,30,0.441176471
CD8,SF_vs_PB_CD8,GO_CC,dotplot,top 20 by pooled FDR,10,GOCC_MICROTUBULE,Microtubule,up,2.03420251,0.43809749,1.67218555e-11,1.4230299e-9,3.79619564e-9,GO_CC,334,133,0.398203593
CD8,SF_vs_PB_CD8,GO_CC,dotplot,top 20 by pooled FDR,11,GOCC_MHC_CLASS_II_PROTEIN_COMPLEX,MHC Class II Protein Complex,up,2.46201691,0.921674366,8.7892272e-11,6.79966577e-9,1.75028979e-8,GO_CC,15,12,0.8
CD8,SF_vs_PB_CD8,GO_CC,dotplot,top 20 by pooled FDR,12,GOCC_SPINDLE,Spindle,up,1.89703014,0.405851261,2.90051987e-9,2.05695201e-7,4.77156537e-7,GO_CC,359,161,0.448467967
CD8,SF_vs_PB_CD8,GO_CC,dotplot,top 20 by pooled FDR,13,GOCC_CELL_LEADING_EDGE,Cell Leading Edge,up,1.89520122,0.412333427,5.12371579e-9,3.35406318e-7,7.75457305e-7,GO_CC,302,128,0.42384106
CD8,SF_vs_PB_CD8,GO_CC,dotplot,top 20 by pooled FDR,14,GOCC_MITOTIC_SPINDLE,Mitotic Spindle,up,2.10811113,0.498768242,6.57406749e-9,3.99609388e-7,9.56695385e-7,GO_CC,146,65,0.445205479
CD8,SF_vs_PB_CD8,GO_CC,dotplot,top 20 by pooled FDR,15,GOCC_MHC_PROTEIN_COMPLEX,MHC Protein Complex,up,2.40695505,0.807855524,2.25474879e-8,1.27919415e-6,2.84373928e-6,GO_CC,23,12,0.52173913
CD8,SF_vs_PB_CD8,GO_CC,dotplot,top 20 by pooled FDR,16,GOCC_CONDENSED_CHROMOSOME,Condensed Chromosome,up,1.93864751,0.433222815,2.64550308e-8,1.40707695e-6,3.2640332e-6,GO_CC,233,114,0.489270386
CD8,SF_vs_PB_CD8,GO_CC,dotplot,top 20 by pooled FDR,17,GOCC_MIDBODY,Midbody,up,2.04502201,0.479156412,3.27998873e-8,1.64192377e-6,3.91906864e-6,GO_CC,158,64,0.405063291
CD8,SF_vs_PB_CD8,GO_CC,dotplot,top 20 by pooled FDR,18,GOCC_TRANSPORT_VESICLE,Transport Vesicle,up,1.8104996,0.392305241,1.58721713e-7,7.50400989e-6,1.6837852e-5,GO_CC,314,93,0.296178344
CD8,SF_vs_PB_CD8,GO_CC,dotplot,top 20 by pooled FDR,19,GOCC_LAMELLIPODIUM,Lamellipodium,up,1.98466879,0.466417081,2.97835985e-7,1.3339917e-5,2.91442782e-5,GO_CC,154,58,0.376623377
CD8,SF_vs_PB_CD8,GO_CC,dotplot,top 20 by pooled FDR,20,GOCC_CONDENSED_CHROMOSOME_CENTROMERIC_REGION,Condensed Chromosome Centromeric Region,up,1.95938357,0.45841218,6.7720881e-7,2.88152349e-5,5.95891256e-5,GO_CC,160,82,0.5125
