population,contrast,database,panel,selection_rule,rank_in_panel,pathway_id,display_name,direction,nes,enrichment_score,pvalue,padj_in_database,padj_pooled,pooled_under,set_size,leading_edge_size,gene_ratio
CD8,SF_vs_PB_CD8,GO_CC,running_sum,top 5 by |NES|,1,GOCC_CYTOSOLIC_RIBOSOME,Cytosolic Ribosome,down,-3.6833098,-0.83405405,8.32996118e-47,7.313705920000001e-44,1.2007639e-43,GO_CC,113,76,0.672566372
CD8,SF_vs_PB_CD8,GO_CC,running_sum,top 5 by |NES|,2,GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT,Cytosolic Large Ribosomal Subunit,down,-3.39010925,-0.887951114,4.67486077e-30,1.0261319400000001e-27,2.45047702e-27,GO_CC,52,44,0.846153846
CD8,SF_vs_PB_CD8,GO_CC,running_sum,top 5 by |NES|,3,GOCC_RIBOSOMAL_SUBUNIT,Ribosomal Subunit,down,-3.37929481,-0.717785659,3.1023793799999998e-40,1.3619445499999998e-37,2.23603994e-37,GO_CC,174,92,0.528735632
CD8,SF_vs_PB_CD8,GO_CC,running_sum,top 5 by |NES|,4,GOCC_RIBOSOME,Ribosome,down,-3.20825366,-0.662124295,1.5928536199999998e-37,4.66175161e-35,1.02048822e-34,GO_CC,218,101,0.463302752
CD8,SF_vs_PB_CD8,GO_CC,running_sum,top 5 by |NES|,5,GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT,Cytosolic Small Ribosomal Subunit,down,-3.18368261,-0.882073844,1.2431712e-22,2.1830086300000002e-20,5.12008939e-20,GO_CC,40,32,0.8
