query_name,population,gate,direction,origin,contrast,source_ranked_list,n_symbols_in_ranked_list,gate_rule,gate_source_table,n_query_symbols,n_mapped_to_entrez,n_unique_entrez,n_dropped_unmapped,frac_dropped_unmapped,n_collapsed_duplicate_entrez,unmapped_examples,id_map_package,species,chunk_dir,n_chunks,n_datasets_searched,n_hits_exported_to_csv,full_ranking_checkpoint,cache_synapse_id,cache_snapshot,cache_downloaded_at,probe_median_overlap,probe_median_overlap_frac,search_pvalues,top_n_hits,n_derive,derived_min_size,derived_max_size,jaccard_threshold,gsea_engine,gsea_min_size,gsea_max_size,gsea_nperm,gsea_seed,fgsea_version,script
treg_up_fdr_only,treg,fdr_only,up,"SF-vs-PB up, Treg",SF_vs_PB_Treg,03_results/03_pseudobulk/tables/ranked_treg.tsv,13999,padj < 0.05 AND log2FoldChange > 0,03_results/03_pseudobulk/tables/de_SFvsPB_treg.csv,2344,2108,2108,236,0.100682593856655,0,AC002331.1; AC003102.3; AC006116.20; AC006129.4; AC006942.4; AC008440.10; AC010642.1; AC011043.1; AC011893.3; AC015849.2,org.Hs.eg.db 3.22.0,human,/data2/users/shared/refcache/coresh/syn66227307_20260721/preprocessed_chunks/hsa,89,42465,200,03_results/objects//coresh_hsa_ranked.rds,syn66227307,syn66227307_20260721,2026-07-21T23:29:16Z,1539,0.730075901328273,FALSE,5,50,15,500,0.8,clusterProfiler::GSEA(by='fgsea'),5,500,100000,123,1.36.2,02_analysis/scripts/15_coresh_search.R
treg_up_fdr_logfc,treg,fdr_logfc,up,"SF-vs-PB up, Treg",SF_vs_PB_Treg,03_results/03_pseudobulk/tables/ranked_treg.tsv,13999,padj < 0.05 AND log2FoldChange >= 1,03_results/03_pseudobulk/tables/de_SFvsPB_treg.csv,860,749,749,111,0.12906976744186,0,AC002331.1; AC003102.3; AC006116.20; AC006129.4; AC006942.4; AC008440.10; AC011893.3; AC015849.2; AC017002.1; AC018816.3,org.Hs.eg.db 3.22.0,human,/data2/users/shared/refcache/coresh/syn66227307_20260721/preprocessed_chunks/hsa,89,42465,200,03_results/objects//coresh_hsa_ranked.rds,syn66227307,syn66227307_20260721,2026-07-21T23:29:16Z,411,0.548731642189586,FALSE,5,50,15,500,0.8,clusterProfiler::GSEA(by='fgsea'),5,500,100000,123,1.36.2,02_analysis/scripts/15_coresh_search.R
tcon_up_fdr_only,tcon,fdr_only,up,"SF-vs-PB up, Tcon",SF_vs_PB_Tcon,03_results/03_pseudobulk/tables/ranked_tcon.tsv,14411,padj < 0.05 AND log2FoldChange > 0,03_results/03_pseudobulk/tables/de_SFvsPB_tcon.csv,3050,2750,2750,300,0.0983606557377049,0,AAED1; AC002331.1; AC002480.3; AC004158.2; AC008063.2; AC008440.10; AC009495.2; AC010642.1; AC011043.1; AC015849.2,org.Hs.eg.db 3.22.0,human,/data2/users/shared/refcache/coresh/syn66227307_20260721/preprocessed_chunks/hsa,89,42465,200,03_results/objects//coresh_hsa_ranked.rds,syn66227307,syn66227307_20260721,2026-07-21T23:29:16Z,1883,0.684727272727273,FALSE,5,50,15,500,0.8,clusterProfiler::GSEA(by='fgsea'),5,500,100000,123,1.36.2,02_analysis/scripts/15_coresh_search.R
tcon_up_fdr_logfc,tcon,fdr_logfc,up,"SF-vs-PB up, Tcon",SF_vs_PB_Tcon,03_results/03_pseudobulk/tables/ranked_tcon.tsv,14411,padj < 0.05 AND log2FoldChange >= 1,03_results/03_pseudobulk/tables/de_SFvsPB_tcon.csv,1213,1057,1057,156,0.128606760098928,0,AAED1; AC002331.1; AC002480.3; AC008440.10; AC009495.2; AC015849.2; AC017002.1; AC017002.2; AC021188.4; AC069363.1,org.Hs.eg.db 3.22.0,human,/data2/users/shared/refcache/coresh/syn66227307_20260721/preprocessed_chunks/hsa,89,42465,200,03_results/objects//coresh_hsa_ranked.rds,syn66227307,syn66227307_20260721,2026-07-21T23:29:16Z,545,0.515610217596973,FALSE,5,50,15,500,0.8,clusterProfiler::GSEA(by='fgsea'),5,500,100000,123,1.36.2,02_analysis/scripts/15_coresh_search.R
cd8_up_fdr_only,cd8,fdr_only,up,"SF-vs-PB up, CD8",SF_vs_PB_CD8,03_results/03_pseudobulk/tables/ranked_cd8.tsv,14014,padj < 0.05 AND log2FoldChange > 0,03_results/03_pseudobulk/tables/de_SFvsPB_cd8.csv,2889,2575,2575,314,0.108688127379716,0,AAED1; AC002331.1; AC003075.4; AC003102.3; AC004158.2; AC004381.6; AC008440.5; AC008697.1; AC009005.2; AC016586.1,org.Hs.eg.db 3.22.0,human,/data2/users/shared/refcache/coresh/syn66227307_20260721/preprocessed_chunks/hsa,89,42465,200,03_results/objects//coresh_hsa_ranked.rds,syn66227307,syn66227307_20260721,2026-07-21T23:29:16Z,1791.5,0.695728155339806,FALSE,5,50,15,500,0.8,clusterProfiler::GSEA(by='fgsea'),5,500,100000,123,1.36.2,02_analysis/scripts/15_coresh_search.R
cd8_up_fdr_logfc,cd8,fdr_logfc,up,"SF-vs-PB up, CD8",SF_vs_PB_CD8,03_results/03_pseudobulk/tables/ranked_cd8.tsv,14014,padj < 0.05 AND log2FoldChange >= 1,03_results/03_pseudobulk/tables/de_SFvsPB_cd8.csv,961,839,839,122,0.126951092611863,0,AAED1; AC002331.1; AC003102.3; AC008440.5; AC008697.1; AC017002.1; AC018816.3; AC020571.3; AC026806.2; AC069363.1,org.Hs.eg.db 3.22.0,human,/data2/users/shared/refcache/coresh/syn66227307_20260721/preprocessed_chunks/hsa,89,42465,200,03_results/objects//coresh_hsa_ranked.rds,syn66227307,syn66227307_20260721,2026-07-21T23:29:16Z,435,0.518474374255066,FALSE,5,50,15,500,0.8,clusterProfiler::GSEA(by='fgsea'),5,500,100000,123,1.36.2,02_analysis/scripts/15_coresh_search.R
