set_name,query_name,population,gate,gse,n_genes,gene,is_seed_gene
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,NCAPG,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,NUSAP1,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,RRM2,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,TICRR,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,TK1,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,TOP2A,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,TPX2,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,TYMS,FALSE
CORESH_treg_up_fdr_logfc_GSE114065,treg_up_fdr_logfc,treg,fdr_logfc,GSE114065,50,UBE2C,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,CCL20,TRUE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,CCR1,TRUE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,CD68,TRUE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,G0S2,TRUE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,ICAM1,TRUE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,IL1A,TRUE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,IL1R1,TRUE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,IL1R2,TRUE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,IL1RN,TRUE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,LAMB3,TRUE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,PLAU,TRUE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,PLAUR,TRUE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,VEGFA,TRUE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,ACOD1,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,APOBEC3A,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,AQP9,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,C5AR1,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,CCRL2,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,CD300E,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,COXFA4L3,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,CXCL1,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,CXCL2,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,CXCL8,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,FFAR2,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,FPR1,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,FPR2,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,HCAR2,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,HCAR3,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,HES4,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,IGSF6,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,IL1B,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,IL6,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,KCNJ15,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,KCNJ2,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,MAFB,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,MEFV,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,PI3,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,PTAFR,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,PTGS2,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,PTX3,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,RIN2,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,SCARF1,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,SERPINA1,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,SIRPA,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,SPHK1,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,THBS1,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,TLR4,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,TNFAIP2,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,TNFAIP6,FALSE
CORESH_treg_up_fdr_logfc_GSE173807,treg_up_fdr_logfc,treg,fdr_logfc,GSE173807,50,TREM1,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,ADRB2,TRUE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,CCL5,TRUE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,CCR1,TRUE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,CCR5,TRUE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,CRIM1,TRUE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,CXCR6,TRUE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,EGR1,TRUE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,F2R,TRUE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,FASLG,TRUE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,GNLY,TRUE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,GZMB,TRUE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,GZMH,TRUE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,HLA-DRB1,TRUE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,PRR5L,TRUE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,RCAN2,TRUE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,ADTRP,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,BEX3,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,CCR7,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,CD244,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,CX3CR1,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,CYRIA,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,FAM13A,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,FCGR3A,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,FGFBP2,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,FHIT,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,GOLGA8O,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,GPAT3,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,HLA-DRB3,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,HOPX,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,IFNG,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,IL7,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,KLRB1,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,KLRG1,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,KLRK1,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,LEF1,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,LIMS2,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,LINC00892,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,LRRN3,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,MAL,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,MSC,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,NKG7,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,PARP11-AS1,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,PLEK,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,PPP2R2B,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,PTPRO,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,SLAMF7,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,SLC40A1,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,TCF7,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,TMIGD2,FALSE
CORESH_treg_up_fdr_logfc_GSE199729,treg_up_fdr_logfc,treg,fdr_logfc,GSE199729,50,VSIG1,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,B2M,TRUE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,CD74,TRUE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,UBC,TRUE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,ACTB,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,DNAJB1,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,EEF1A1,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,FAU,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,HSP90AA1,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,HSPA8,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,MALAT1,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,MT-CO1,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,MT-CO2,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPL10,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPL11,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPL13,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPL18,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPL19,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPL21,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPL26,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPL28,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPL30,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPL32,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPL34,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPL35A,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPL37,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPL39,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPL41,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPL6,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPL8,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPLP1,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPLP2,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPS12,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPS13,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPS14,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPS15,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPS15A,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPS19,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPS2,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPS23,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPS24,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPS27,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPS27A,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPS28,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPS3,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPS3A,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPS6,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPS7,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,RPS8,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,TMSB4X,FALSE
CORESH_treg_up_fdr_only_GSE181061,treg_up_fdr_only,treg,fdr_only,GSE181061,50,TPT1,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,ALDOA,TRUE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,B2M,TRUE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,CD74,TRUE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,CFL1,TRUE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,ENO1,TRUE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,GAPDH,TRUE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,IL2RG,TRUE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,IL32,TRUE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,MYL12A,TRUE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,PGK1,TRUE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,PKM,TRUE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,SH3BGRL3,TRUE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,TMBIM6,TRUE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,TPI1,TRUE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,UBC,TRUE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,ACTB,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,ACTG1,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,ARHGDIB,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,DDX5,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,EEF1A1,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,EEF1G,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,FLNA,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,FTL,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,H3-3B,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,HSPA8,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,LAPTM5,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,LCK,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,LCP1,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,MALAT1,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,MSN,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,MT-CO1,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,MT-CO2,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,MT-CO3,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,MT-CYB,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,MYH9,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,PFN1,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,PTMA,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,PTPRC,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,RPL13,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,RPL13A,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,RPL15,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,RPL3,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,RPS18,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,RPS19,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,RPS6,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,SARAF,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,STAT1,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,TMSB10,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,TMSB4X,FALSE
CORESH_treg_up_fdr_only_GSE200469,treg_up_fdr_only,treg,fdr_only,GSE200469,50,TXNIP,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,CD63,TRUE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,GAPDH,TRUE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,MT2A,TRUE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,S100A6,TRUE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,TIMP1,TRUE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,EEF1A1,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,EIF1,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,FTH1,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,FTL,FALSE
CORESH_treg_up_fdr_only_GSE202919,treg_up_fdr_only,treg,fdr_only,GSE202919,50,HSP90AA1,FALSE
