set_name,query_name,population,gate,gse,n_genes,gene,is_seed_gene
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,EEF2,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,EIF4G1,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,FLNA,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,FTH1,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,HSP90AA1,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,HSPA8,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,KRT19,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,KRT7,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,KRT8,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,MT-ATP6,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,MT-CO1,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,MT-CO2,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,MT-CO3,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,MT-CYB,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,MT-ND1,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,MT-ND2,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,MT-ND4,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,MT-ND5,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,NCL,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,NPM1,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,P4HB,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,PABPC1,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,PTMA,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,RPL10,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,RPL13A,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,RPL19,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,RPL4,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,RPL8,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,RPLP0,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,RPS2,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,RPS3,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,RPSA,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,UBC,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,YBX1,FALSE
CORESH_cd8_up_fdr_only_GSE123290,cd8_up_fdr_only,cd8,fdr_only,GSE123290,50,YWHAZ,FALSE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,APOC1,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,APOE,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,ATF3,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,C1QA,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,C1QB,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,C1QC,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,C5AR1,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,CD68,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,CD9,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,EGR1,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,FN1,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,FOS,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,FPR1,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,GPNMB,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,HBEGF,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,HLA-DRA,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,HSPA1B,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,HSPA6,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,IFI30,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,IL1RN,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,JUN,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,KLF4,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,MAFB,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,MARCO,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,MSR1,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,OLR1,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,PMP22,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,RHOB,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,SERPINA1,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,SIGLEC1,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,SLCO2B1,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,SPP1,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,THBD,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,THBS1,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,TREM1,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,VSIG4,TRUE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,ALOX5,FALSE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,CD163,FALSE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,CXCL5,FALSE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,CXCL8,FALSE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,FABP4,FALSE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,FOSB,FALSE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,IL1B,FALSE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,INHBA,FALSE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,LPL,FALSE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,MMP19,FALSE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,MRC1,FALSE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,PDK4,FALSE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,S100A8,FALSE
CORESH_tcon_up_fdr_logfc_GSE102751,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,50,SLC11A1,FALSE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,ARHGAP24,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,CD300E,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,CD68,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,CD86,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,CD93,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,CHST15,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,CPVL,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,CSF1R,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,CYBB,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,DAPK1,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,DUSP6,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,FCGR1A,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,FCGR3A,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,FES,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,HCK,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,HMOX1,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,HSPA6,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,LGALS2,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,LILRA5,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,LRRC25,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,MAFB,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,MARCKS,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,MYOF,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,P2RY13,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,PLD4,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,PLXND1,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,RAB31,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,SEMA4A,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,SERPINA1,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,SLC8A1,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,SPI1,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,SYK,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,TGFBI,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,TLR4,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,TNFAIP2,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,ZNF385A,TRUE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,CD1D,FALSE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,CFD,FALSE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,CLEC12A,FALSE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,DOK3,FALSE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,FCN1,FALSE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,FCRLA,FALSE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,GASK1B,FALSE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,GPBAR1,FALSE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,HK3,FALSE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,JCHAIN,FALSE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,LILRA1,FALSE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,MPEG1,FALSE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,NFAM1,FALSE
CORESH_tcon_up_fdr_logfc_GSE150876,tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,50,SIRPB2,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,AHNAK,TRUE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,ANXA2,TRUE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,ENO1,TRUE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,FN1,TRUE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,FTH1,TRUE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,GAPDH,TRUE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,LDHA,TRUE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,PKM,TRUE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,PSAP,TRUE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,SPARC,TRUE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,THBS1,TRUE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,TPM4,TRUE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,VIM,TRUE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,ACTG1,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,CALR,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,COL1A1,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,COL1A2,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,COL3A1,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,COL6A1,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,COL6A2,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,COL6A3,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,DDX5,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,EEF1A1,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,FLNA,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,FSTL1,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,FTL,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,HSP90AB1,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,HSP90B1,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,HSPA8,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,LRP1,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,MMP2,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,MT-ATP6,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,MT-CO1,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,MT-CO2,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,MT-CO3,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,MT-CYB,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,MT-ND1,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,MT-ND2,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,MT-ND4,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,MT-ND5,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,MYH9,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,RACK1,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,RPL13A,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,RPL8,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,RPLP1,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,RPS4X,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,RPS6,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,TMSB10,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,TMSB4X,FALSE
CORESH_tcon_up_fdr_only_GSE118383,tcon_up_fdr_only,tcon,fdr_only,GSE118383,50,TPT1,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,AHNAK,TRUE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,ANXA2,TRUE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,DYNC1H1,TRUE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,ENO1,TRUE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,EZR,TRUE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,FASN,TRUE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,GAPDH,TRUE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,PKM,TRUE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,PLEC,TRUE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,PSAP,TRUE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,SPARC,TRUE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,YWHAZ,TRUE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,ACTB,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,ACTG1,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,CANX,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,COL1A1,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,DSP,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,EEF1A1,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,EEF2,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,EIF4G2,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,FAT1,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,FLNA,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,HNRNPA1,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,HSP90AA1,FALSE
CORESH_tcon_up_fdr_only_GSE173929,tcon_up_fdr_only,tcon,fdr_only,GSE173929,50,HSP90AB1,FALSE
