query_name,population,gate,gse,gpl,pctVar,pval,size,rank
cd8_up_fdr_only,cd8,fdr_only,GSE164505,GPL24676,16.0454470801976,,1826,71
cd8_up_fdr_only,cd8,fdr_only,GSE164506,GPL24676,16.0454470801976,,1826,72
cd8_up_fdr_only,cd8,fdr_only,GSE213558,GPL16791,16.0047816728323,,1734,73
cd8_up_fdr_only,cd8,fdr_only,GSE128359,GPL11154,15.9948873270527,,1624,74
cd8_up_fdr_only,cd8,fdr_only,GSE200039,GPL20301,15.9802180067785,,1913,75
cd8_up_fdr_only,cd8,fdr_only,GSE53080,GPL11154,15.9791605980664,,1412,76
cd8_up_fdr_only,cd8,fdr_only,GSE53081,GPL11154,15.9791605980664,,1412,77
cd8_up_fdr_only,cd8,fdr_only,GSE165645,GPL24676,15.9137482311124,,1932,78
cd8_up_fdr_only,cd8,fdr_only,GSE238120,GPL24676,15.8704532168398,,1912,79
cd8_up_fdr_only,cd8,fdr_only,GSE139816,GPL16791,15.8039771665323,,1812,80
cd8_up_fdr_only,cd8,fdr_only,GSE139817,GPL16791,15.8039771665323,,1812,81
cd8_up_fdr_only,cd8,fdr_only,GSE223305,GPL18573,15.6899274143961,,2001,82
cd8_up_fdr_only,cd8,fdr_only,GSE145862,GPL18573,15.6736737653985,,1938,83
cd8_up_fdr_only,cd8,fdr_only,GSE210943,GPL24676,15.6349715205208,,1932,84
cd8_up_fdr_only,cd8,fdr_only,GSE158115,GPL16791,15.6107848391782,,1940,85
cd8_up_fdr_only,cd8,fdr_only,GSE120101,GPL17303,15.6091979503802,,1651,86
cd8_up_fdr_only,cd8,fdr_only,GSE70061,GPL11154,15.541876001018,,1682,87
cd8_up_fdr_only,cd8,fdr_only,GSE228465,GPL18573,15.495856686893,,1682,88
cd8_up_fdr_only,cd8,fdr_only,GSE87712,GPL16791,15.3956864294277,,1869,89
cd8_up_fdr_only,cd8,fdr_only,GSE97709,GPL17303,15.3374597724014,,1674,90
cd8_up_fdr_only,cd8,fdr_only,GSE191089,GPL24676,15.2343811495048,,1942,91
cd8_up_fdr_only,cd8,fdr_only,GSE219030,GPL18573,15.1315969966851,,1892,92
cd8_up_fdr_only,cd8,fdr_only,GSE96999,GPL15520,14.9802955056137,,1558,93
cd8_up_fdr_only,cd8,fdr_only,GSE78801,GPL18573,14.9796478671147,,1915,94
cd8_up_fdr_only,cd8,fdr_only,GSE220289,GPL24676,14.9141884817506,,1946,95
cd8_up_fdr_only,cd8,fdr_only,GSE143215,GPL11154,14.9055278634918,,1762,96
cd8_up_fdr_only,cd8,fdr_only,GSE112279,GPL11154,14.9029947008022,,1884,97
cd8_up_fdr_only,cd8,fdr_only,GSE138113,GPL18573,14.9009126571343,,1813,98
cd8_up_fdr_only,cd8,fdr_only,GSE138115,GPL18573,14.9009126571343,,1813,99
cd8_up_fdr_only,cd8,fdr_only,GSE140071,GPL11154,14.8959347123135,,1853,100
cd8_up_fdr_only,cd8,fdr_only,GSE117627,GPL20301,14.8917632579733,,1940,101
cd8_up_fdr_only,cd8,fdr_only,GSE105792,GPL16791,14.8115014018843,,1850,102
cd8_up_fdr_only,cd8,fdr_only,GSE108149,GPL11154,14.8048875561855,,1830,103
cd8_up_fdr_only,cd8,fdr_only,GSE85403,GPL11154,14.7965312319351,,1898,104
cd8_up_fdr_only,cd8,fdr_only,GSE158702,GPL24676,14.7610404611245,,1804,105
cd8_up_fdr_only,cd8,fdr_only,GSE158704,GPL24676,14.7610404611245,,1804,106
cd8_up_fdr_only,cd8,fdr_only,GSE201859,GPL24676,14.7446476341592,,1712,107
cd8_up_fdr_only,cd8,fdr_only,GSE251695,GPL24676,14.7446476341592,,1712,108
cd8_up_fdr_only,cd8,fdr_only,GSE121327,GPL15520,14.7424434786139,,1952,109
cd8_up_fdr_only,cd8,fdr_only,GSE237633,GPL24676,14.7179519791634,,1809,110
cd8_up_fdr_only,cd8,fdr_only,GSE198441,GPL20301,14.6979459197634,,1825,111
cd8_up_fdr_only,cd8,fdr_only,GSE150527,GPL11154,14.5434863886396,,1856,112
cd8_up_fdr_only,cd8,fdr_only,GSE232853,GPL24676,14.5051565629095,,1118,113
cd8_up_fdr_only,cd8,fdr_only,GSE134377,GPL16791,14.502141707055,,1899,114
cd8_up_fdr_only,cd8,fdr_only,GSE134392,GPL16791,14.502141707055,,1899,115
cd8_up_fdr_only,cd8,fdr_only,GSE155457,GPL20301,14.4997461909513,,1916,116
cd8_up_fdr_only,cd8,fdr_only,GSE175520,GPL21697,14.4738660082358,,1840,117
cd8_up_fdr_only,cd8,fdr_only,GSE182239,GPL11154,14.4483495488008,,2078,118
cd8_up_fdr_only,cd8,fdr_only,GSE182085,GPL20795,14.4447268009138,,1553,119
cd8_up_fdr_only,cd8,fdr_only,GSE111860,GPL18573,14.4171277000613,,1556,120
cd8_up_fdr_only,cd8,fdr_only,GSE219098,GPL24676,14.4036427480642,,1846,121
cd8_up_fdr_only,cd8,fdr_only,GSE164996,GPL20301,14.3581365444522,,1781,122
cd8_up_fdr_only,cd8,fdr_only,GSE224044,GPL16791,14.3455159021379,,1865,123
cd8_up_fdr_only,cd8,fdr_only,GSE228240,GPL16791,14.3259252420723,,1870,124
cd8_up_fdr_only,cd8,fdr_only,GSE72577,GPL11154,14.3211645295574,,1841,125
cd8_up_fdr_only,cd8,fdr_only,GSE101993,GPL11154,14.3083525103067,,1872,126
cd8_up_fdr_only,cd8,fdr_only,GSE192740,GPL20301,14.2970672159566,,1869,127
cd8_up_fdr_only,cd8,fdr_only,GSE192742,GPL20301,14.2970672159566,,1869,128
cd8_up_fdr_only,cd8,fdr_only,GSE218043,GPL20301,14.2833224360171,,1915,129
cd8_up_fdr_only,cd8,fdr_only,GSE108699,GPL18573,14.245188749376,,1808,130
cd8_up_fdr_only,cd8,fdr_only,GSE66756,GPL16791,14.228527162123,,1845,131
cd8_up_fdr_only,cd8,fdr_only,GSE204980,GPL24676,14.2071476892544,,1883,132
cd8_up_fdr_only,cd8,fdr_only,GSE250077,GPL24676,14.1988627436725,,1852,133
cd8_up_fdr_only,cd8,fdr_only,GSE81493,GPL18573,14.1830648465639,,1948,134
cd8_up_fdr_only,cd8,fdr_only,GSE111898,GPL16791,14.1555682433912,,1927,135
cd8_up_fdr_only,cd8,fdr_only,GSE64332,GPL18460,14.1355668390753,,1783,136
cd8_up_fdr_only,cd8,fdr_only,GSE207002,GPL24676,14.1336847101809,,1970,137
cd8_up_fdr_only,cd8,fdr_only,GSE185417,GPL16791,14.1325337045392,,1706,138
cd8_up_fdr_only,cd8,fdr_only,GSE89876,GPL11154,14.1137520692981,,2067,139
cd8_up_fdr_only,cd8,fdr_only,GSE223071,GPL24676,14.1008393923789,,2050,140
cd8_up_fdr_only,cd8,fdr_only,GSE229791,GPL18573,14.0615951790626,,2021,141
cd8_up_fdr_only,cd8,fdr_only,GSE72299,GPL11154,14.0472370343718,,1931,142
cd8_up_fdr_only,cd8,fdr_only,GSE72300,GPL11154,14.0472370343718,,1931,143
cd8_up_fdr_only,cd8,fdr_only,GSE197764,GPL11154,14.0167547061449,,1758,144
cd8_up_fdr_only,cd8,fdr_only,GSE168271,GPL24676,13.9667918347256,,1877,145
cd8_up_fdr_only,cd8,fdr_only,GSE148837,GPL24676,13.9556826024126,,2031,146
cd8_up_fdr_only,cd8,fdr_only,GSE145328,GPL20301,13.9438663138908,,2095,147
cd8_up_fdr_only,cd8,fdr_only,GSE218357,GPL24676,13.9293014382683,,1770,148
cd8_up_fdr_only,cd8,fdr_only,GSE86159,GPL16791,13.9260844115325,,1809,149
cd8_up_fdr_only,cd8,fdr_only,GSE185995,GPL18573,13.9015311635232,,1848,150
cd8_up_fdr_only,cd8,fdr_only,GSE72333,GPL10332,13.9015221035063,,1843,151
cd8_up_fdr_only,cd8,fdr_only,GSE115301,GPL20301,13.8910837488915,,1879,152
cd8_up_fdr_only,cd8,fdr_only,GSE215024,GPL24676,13.8589444968508,,1829,153
cd8_up_fdr_only,cd8,fdr_only,GSE215025,GPL24676,13.8589444968508,,1829,154
cd8_up_fdr_only,cd8,fdr_only,GSE116672,GPL18573,13.857677564827,,1805,155
cd8_up_fdr_only,cd8,fdr_only,GSE113992,GPL11154,13.850905529067,,1905,156
cd8_up_fdr_only,cd8,fdr_only,GSE218285,GPL20301,13.8162685090247,,1988,157
cd8_up_fdr_only,cd8,fdr_only,GSE163829,GPL16791,13.8083726385527,,1705,158
cd8_up_fdr_only,cd8,fdr_only,GSE147703,GPL18573,13.7617074647016,,1885,159
cd8_up_fdr_only,cd8,fdr_only,GSE201346,GPL20301,13.6816977783481,,1867,160
cd8_up_fdr_only,cd8,fdr_only,GSE132065,GPL16791,13.6764144629004,,1645,161
cd8_up_fdr_only,cd8,fdr_only,GSE121964,GPL11154,13.6412122580195,,1841,162
cd8_up_fdr_only,cd8,fdr_only,GSE207057,GPL11154,13.6364943750091,,1983,163
cd8_up_fdr_only,cd8,fdr_only,GSE179373,GPL24676,13.6174266279797,,2025,164
cd8_up_fdr_only,cd8,fdr_only,GSE233305,GPL24676,13.4987776568201,,1543,165
cd8_up_fdr_only,cd8,fdr_only,GSE174128,GPL16791,13.4695827733921,,1830,166
cd8_up_fdr_only,cd8,fdr_only,GSE37378,GPL10999,13.4210874982423,,1960,167
cd8_up_fdr_only,cd8,fdr_only,GSE228462,GPL18573,13.3728877999334,,1672,168
cd8_up_fdr_only,cd8,fdr_only,GSE237562,GPL24676,13.3575498421096,,1946,169
cd8_up_fdr_only,cd8,fdr_only,GSE251913,GPL24676,13.3207810145411,,1792,170
cd8_up_fdr_only,cd8,fdr_only,GSE96993,GPL16791,13.3127384426937,,1818,171
cd8_up_fdr_only,cd8,fdr_only,GSE71327,GPL16791,13.3055931062692,,1883,172
cd8_up_fdr_only,cd8,fdr_only,GSE171964,GPL20301,13.2755240722324,,1801,173
cd8_up_fdr_only,cd8,fdr_only,GSE235604,GPL24676,13.2487262753739,,2035,174
cd8_up_fdr_only,cd8,fdr_only,GSE226428,GPL24676,13.2302113691345,,1633,175
cd8_up_fdr_only,cd8,fdr_only,GSE211934,GPL24676,13.1840742163974,,1830,176
cd8_up_fdr_only,cd8,fdr_only,GSE175821,GPL20301,13.169581182832,,1890,177
cd8_up_fdr_only,cd8,fdr_only,GSE174743,GPL21697,13.1607327573306,,1492,178
cd8_up_fdr_only,cd8,fdr_only,GSE185344,GPL24676,13.1313000717973,,1792,179
cd8_up_fdr_only,cd8,fdr_only,GSE85573,GPL16791,13.1302263868597,,1808,180
cd8_up_fdr_only,cd8,fdr_only,GSE161559,GPL18573,13.1266894353505,,1905,181
cd8_up_fdr_only,cd8,fdr_only,GSE212212,GPL24676,13.1263910683578,,1883,182
cd8_up_fdr_only,cd8,fdr_only,GSE223496,GPL24676,13.1237085868679,,1853,183
cd8_up_fdr_only,cd8,fdr_only,GSE192881,GPL20301,13.1233157856574,,1879,184
cd8_up_fdr_only,cd8,fdr_only,GSE192882,GPL20301,13.1233157856574,,1879,185
cd8_up_fdr_only,cd8,fdr_only,GSE104788,GPL16791,13.0371822245998,,1918,186
cd8_up_fdr_only,cd8,fdr_only,GSE159574,GPL20301,13.0156248347658,,1777,187
cd8_up_fdr_only,cd8,fdr_only,GSE216275,GPL20301,12.9773898558682,,1790,188
cd8_up_fdr_only,cd8,fdr_only,GSE164843,GPL18573,12.9743151554981,,1836,189
cd8_up_fdr_only,cd8,fdr_only,GSE138677,GPL16791,12.9656272028897,,1729,190
cd8_up_fdr_only,cd8,fdr_only,GSE194315,GPL24676,12.8878140552928,,1790,191
cd8_up_fdr_only,cd8,fdr_only,GSE195492,GPL24676,12.8648304463183,,1802,192
cd8_up_fdr_only,cd8,fdr_only,GSE186460,GPL16791,12.8590351108804,,1898,193
cd8_up_fdr_only,cd8,fdr_only,GSE122198,GPL18573,12.845559070136,,1637,194
cd8_up_fdr_only,cd8,fdr_only,GSE84273,GPL11154,12.7573422485425,,1859,195
cd8_up_fdr_only,cd8,fdr_only,GSE184806,GPL24676,12.7542521426216,,1977,196
cd8_up_fdr_only,cd8,fdr_only,GSE95468,GPL16791,12.7540896039556,,1944,197
cd8_up_fdr_only,cd8,fdr_only,GSE160321,GPL24676,12.7423696484532,,1671,198
cd8_up_fdr_only,cd8,fdr_only,GSE176285,GPL24676,12.7423696484532,,1671,199
cd8_up_fdr_only,cd8,fdr_only,GSE120221,GPL21290,12.6562325808559,,1991,200
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE102751,GPL11154,15.6475133477143,,503,1
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE173807,GPL24676,14.476623395184,,469,2
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE199729,GPL11154,11.6671384406085,,434,3
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE110097,GPL18573,10.8261222730327,,418,4
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150876,GPL18573,10.3706827198587,,410,5
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150877,GPL18573,10.3706827198587,,410,6
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE215405,GPL24676,10.3084637795098,,459,7
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE215406,GPL24676,10.3084637795098,,459,8
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE193181,GPL24676,10.2867552113738,,362,9
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE138746,GPL20301,10.0864308825577,,513,10
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE138747,GPL20301,10.0864308825577,,513,11
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE162499,GPL24676,10.0200642366621,,616,12
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE248217,GPL24676,9.80795432176628,,441,13
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE56035,GPL6244,9.62515698333639,,467,14
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE51997,GPL570,9.36308024051591,,480,15
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE114065,GPL20301,9.35607068277593,,359,16
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE114135,GPL20301,9.35607068277593,,359,17
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE53448,GPL6480,9.32440572189343,,502,18
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE43497,GPL6244,9.29423756225942,,480,19
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE89134,GPL16791,9.04442272970232,,454,20
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE141645,GPL20301,9.03645455990539,,372,21
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE79843,GPL20301,8.91177120520947,,471,22
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE84531,GPL20301,8.91177120520947,,471,23
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE165238,GPL24676,8.67516218115401,,585,24
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE217357,GPL18573,8.67294573839364,,479,25
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE156072,GPL18573,8.46962290573956,,535,26
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE139594,GPL16791,8.37420502624845,,422,27
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE226599,GPL24676,8.36355373960808,,440,28
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE147395,GPL21697,8.32703931099854,,438,29
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE147398,GPL21697,8.32703931099854,,438,30
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE154741,GPL21290,8.07015120923301,,495,31
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE233747,GPL24676,7.93853358515285,,510,32
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE133822,GPL16791,7.93221432866217,,497,33
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE168794,GPL11154,7.83338468574816,,672,34
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE161835,GPL18573,7.80210556228222,,394,35
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE185027,GPL11154,7.7980638413079,,461,36
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE153098,GPL16791,7.79427004455379,,424,37
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE179621,GPL18573,7.66811279005577,,521,38
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE184020,GPL30209,7.58678902890036,,638,39
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE182536,GPL16791,7.56612782355153,,262,40
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE234450,GPL24676,7.55048981473841,,475,41
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE97395,GPL16791,7.52646460570594,,427,42
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE174860,GPL21290,7.42459863432536,,440,43
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE174566,GPL11154,7.38937487590964,,572,44
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE81871,GPL16791,7.35444373339227,,360,45
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE81874,GPL16791,7.35444373339227,,360,46
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE97263,GPL16791,7.3324473172123,,434,47
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE189230,GPL20301,7.29368041367796,,506,48
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE189232,GPL20301,7.29368041367796,,506,49
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE237552,GPL21290,7.24535061531366,,485,50
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE203395,GPL20301,7.23583861575395,,546,51
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE217072,GPL11154,7.1298019486383,,470,52
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE217088,GPL11154,7.1298019486383,,470,53
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE104744,GPL11154,7.09914645589591,,427,54
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE186768,GPL21697,7.09184187714216,,470,55
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE44956,GPL14550,7.07473408253442,,462,56
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE120375,GPL16791,7.01558596201968,,507,57
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE110159,GPL11154,7.00601642955548,,449,58
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE145384,GPL16791,7.00483501988376,,694,59
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE237556,GPL21290,6.90145027384711,,455,60
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE196463,GPL18460,6.86643314914503,,449,61
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE5237,GPL570,6.84948139844976,,481,62
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE222909,GPL24676,6.81278091471109,,424,63
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE222910,GPL24676,6.81278091471109,,424,64
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE24268,GPL4133,6.78308342652901,,598,65
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE226757,GPL20301,6.75462905886521,,589,66
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE13738,GPL570,6.72342953345725,,434,67
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE216680,GPL16791,6.71859663103699,,537,68
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE261699,GPL18573,6.71234288313824,,522,69
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE41909,GPL14877,6.69089655933131,,487,70
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE147046,GPL20301,6.68044717557464,,435,71
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE71645,GPL11154,6.66818663104939,,405,72
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE165213,GPL20301,6.66369949357837,,418,73
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE36765,GPL570,6.66367030617854,,489,74
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE144085,GPL20301,6.61805282508199,,544,75
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE123541,GPL11154,6.59893693996566,,512,76
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE169065,GPL16791,6.55681143924627,,614,77
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE81810,GPL11154,6.53468819332081,,437,78
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE216963,GPL24676,6.53156635540505,,646,79
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE36767,GPL570,6.51231034481525,,523,80
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE223270,GPL18573,6.50257899944941,,437,81
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE103527,GPL10558,6.50135015977594,,592,82
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE139549,GPL20301,6.44431428235221,,602,83
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE139552,GPL20301,6.44431428235221,,602,84
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE201535,GPL24676,6.40645864443623,,558,85
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE152341,GPL21697,6.40544849108744,,563,86
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE216734,GPL24676,6.40380991536283,,447,87
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE150814,GPL570,6.39668446035357,,543,88
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE190349,GPL11154,6.37778853091992,,343,89
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE173681,GPL16791,6.33649124081249,,431,90
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE34627,GPL6884,6.32900585631981,,626,91
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE132228,GPL21697,6.27740060101656,,519,92
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE221091,GPL18573,6.26851137604982,,424,93
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE253413,GPL24676,6.21521857805797,,589,94
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE169009,GPL24676,6.19336759720563,,331,95
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE220227,GPL23227,6.17448841843599,,527,96
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE110745,GPL20795,6.15754512133091,,568,97
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE93777,GPL570,6.15552728922526,,529,98
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE105095,GPL16791,6.13717292247905,,403,99
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE173625,GPL16791,6.08405935693011,,633,100
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE32901,GPL6244,6.0579836818379,,423,101
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE145284,GPL20301,6.0546015723221,,595,102
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE227392,GPL20795,6.04406350592411,,589,103
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE103494,GPL15433,6.02975366166561,,503,104
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE11462,GPL570,6.02956274723978,,548,105
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE211044,GPL21290,5.98636288052822,,377,106
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE211155,GPL21290,5.98636288052822,,377,107
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE79544,GPL18573,5.97703115262783,,552,108
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE227161,GPL16791,5.92733025501969,,493,109
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE49369,GPL14550,5.91526665845839,,408,110
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE107963,GPL18573,5.90977754841197,,589,111
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE220289,GPL24676,5.8865376836169,,544,112
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE86566,GPL11154,5.87540915737057,,625,113
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE173929,GPL24014,5.86970932655883,,594,114
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE11057,GPL570,5.84141678205958,,308,115
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE64180,GPL6244,5.83518882831019,,443,116
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE252979,GPL24676,5.83487391287632,,639,117
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE162746,GPL16791,5.82102984802495,,579,118
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE202374,GPL24676,5.81940443419063,,645,119
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE227391,GPL20795,5.81077631591473,,587,120
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE212384,GPL24676,5.76061392501778,,597,121
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE135192,GPL16791,5.75750242760111,,583,122
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE118383,GPL15520,5.72276519610217,,568,123
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE160097,GPL18573,5.70550119290329,,420,124
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE153384,GPL18573,5.70495564608211,,434,125
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE104224,GPL6244,5.65751870758056,,619,126
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE128359,GPL11154,5.65070209560575,,574,127
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE112101,GPL21290,5.64855587010318,,486,128
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE137143,GPL24676,5.6379802932305,,404,129
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE9820,GPL6255,5.59754129696337,,681,130
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE184200,GPL16791,5.59404780793495,,452,131
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE221563,GPL21697,5.5869481225254,,508,132
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE63144,GPL15433,5.58373041648577,,318,133
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE63147,GPL15433,5.58373041648577,,318,134
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE195543,GPL20301,5.57193153734941,,413,135
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE208042,GPL16791,5.56970574312121,,613,136
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE208046,GPL16791,5.56970574312121,,613,137
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE143982,GPL20795,5.56881608623626,,613,138
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE143984,GPL20795,5.56881608623626,,613,139
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE72375,GPL10558,5.55102229620394,,531,140
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE131528,GPL16791,5.53538574954388,,459,141
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE99089,GPL20301,5.52864131041267,,531,142
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE215457,GPL20795,5.50612277746719,,330,143
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE33424,GPL570,5.50006650131712,,517,144
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE53080,GPL11154,5.48196661613959,,485,145
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE53081,GPL11154,5.48196661613959,,485,146
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE58684,GPL11532,5.46648070083055,,402,147
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE59860,GPL11532,5.46648070083055,,402,148
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE179612,GPL18573,5.45784110092894,,412,149
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE228870,GPL11154,5.45684858365841,,379,150
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE129196,GPL20301,5.45497210389007,,487,151
tcon_up_fdr_logfc,tcon,fdr_logfc,GSE69905,GPL11154,5.44715199805665,,444,152
