gene_symbol,log2FoldChange,pvalue,padj,neg_log10_padj,sf_direction,passes_de_gates,arm,hypoxia_purged,le_program,reference_axis,label_drawn,n_genes_tested,n_gates_sf_high_all_genes,n_gates_blood_high_all_genes,contrast,evidence_tier
MYO16,-0.960527073,0.324555581,0.489986079,0.309816259,blood_high,False,up,False,not_annotated,none,False,14143.0,811.0,773.0,SF_vs_PB,primary_pseudobulk
ADCY4,-0.54523298,0.331839879,0.496961071,0.30367763,blood_high,False,up,False,not_annotated,none,False,14143.0,811.0,773.0,SF_vs_PB,primary_pseudobulk
PXDC1,0.891250515,0.390526265,0.55649501,0.254538726,SF_high,False,up,False,not_annotated,none,False,14143.0,811.0,773.0,SF_vs_PB,primary_pseudobulk
PDGFB,0.275027584,0.437662487,0.602302283,0.220185491,SF_high,False,up,True,not_annotated,none,False,14143.0,811.0,773.0,SF_vs_PB,primary_pseudobulk
UAP1,0.164001493,0.477255933,0.635577275,0.196831639,SF_high,False,up,False,not_annotated,none,False,14143.0,811.0,773.0,SF_vs_PB,primary_pseudobulk
IL23A,-0.131366912,0.50336515,0.658321927,0.181561679,blood_high,False,up,False,not_annotated,none,False,14143.0,811.0,773.0,SF_vs_PB,primary_pseudobulk
KDM6B,0.11889161,0.506735827,0.660714004,0.179986488,SF_high,False,up,False,not_annotated,none,False,14143.0,811.0,773.0,SF_vs_PB,primary_pseudobulk
DMWD,-0.158076082,0.530729309,0.680455499,0.167200272,blood_high,False,up,False,not_annotated,none,False,14143.0,811.0,773.0,SF_vs_PB,primary_pseudobulk
EPN2,0.158609474,0.551365674,0.696589271,0.157023219,SF_high,False,up,False,effector_activation,none,False,14143.0,811.0,773.0,SF_vs_PB,primary_pseudobulk
PIK3AP1,0.30373506,0.577663084,0.718157986,0.143780006,SF_high,False,up,False,not_annotated,none,False,14143.0,811.0,773.0,SF_vs_PB,primary_pseudobulk
B3GNT5,-0.388663999,0.580686889,0.720218773,0.142535562,blood_high,False,up,False,effector_activation,none,False,14143.0,811.0,773.0,SF_vs_PB,primary_pseudobulk
TNFSF9,0.480837257,0.583711588,0.722549803,0.141132213,SF_high,False,up,False,effector_activation,none,False,14143.0,811.0,773.0,SF_vs_PB,primary_pseudobulk
VILL,-0.0946455854,0.617880168,0.749530011,0.125210973,blood_high,False,up,False,not_annotated,none,False,14143.0,811.0,773.0,SF_vs_PB,primary_pseudobulk
SIX5,-0.3848368,0.643825996,0.768821686,0.114174375,blood_high,False,up,False,not_annotated,none,False,14143.0,811.0,773.0,SF_vs_PB,primary_pseudobulk
PROCR,-0.176221299,0.761092685,0.85633523,0.0673561886,blood_high,False,up,False,not_annotated,none,False,14143.0,811.0,773.0,SF_vs_PB,primary_pseudobulk
ZNF583,0.0510547463,0.80247143,0.883630756,0.0537291764,SF_high,False,up,False,not_annotated,none,False,14143.0,811.0,773.0,SF_vs_PB,primary_pseudobulk
PLEK,0.0552252178,0.81853797,0.893737552,0.0487899938,SF_high,False,up,False,not_annotated,none,False,14143.0,811.0,773.0,SF_vs_PB,primary_pseudobulk
BICD1,0.0419998984,0.8188367,0.893994708,0.0486650522,SF_high,False,up,False,not_annotated,none,False,14143.0,811.0,773.0,SF_vs_PB,primary_pseudobulk
TGM1,0.1379259,0.832555133,0.902838976,0.0443897003,SF_high,False,up,False,not_annotated,ifn_only,False,14143.0,811.0,773.0,SF_vs_PB,primary_pseudobulk
SYT15,0.0788808892,0.915699377,0.954787399,0.0200933212,SF_high,False,up,False,not_annotated,none,False,14143.0,811.0,773.0,SF_vs_PB,primary_pseudobulk
CASZ1,0.0151950271,0.953591947,0.97693958,0.010132295,SF_high,False,up,False,effector_activation,none,False,14143.0,811.0,773.0,SF_vs_PB,primary_pseudobulk
